time,wx (rad/s),wy (rad/s),wz (rad/s)
6.619504,0.00,0.03,0.00
6.622595,0.00,0.03,-0.00
6.624476,0.00,0.03,0.00
6.626817,0.00,0.04,0.00
6.629392,0.00,0.04,-0.00
6.632130,0.00,0.04,0.00
6.634721,0.00,0.04,0.00
6.638868,0.00,0.04,-0.00
6.639397,0.00,0.04,0.00
6.642097,0.00,0.04,-0.00
6.644286,0.01,0.04,-0.00
6.646630,0.00,0.04,0.00
6.649152,0.01,0.04,0.00
6.654351,0.01,0.04,0.00
6.654842,0.00,0.04,0.00
6.656560,0.01,0.04,-0.00
6.658879,0.01,0.04,-0.00
6.661534,0.01,0.04,0.00
6.663855,0.00,0.04,0.00
6.666511,0.01,0.04,0.00
6.669102,0.01,0.04,0.00
6.671855,0.01,0.04,0.00
6.674398,0.01,0.03,0.00
6.676227,0.01,0.03,-0.00
6.678688,0.01,0.03,-0.00
6.681188,0.00,0.03,-0.01
6.683538,0.01,0.02,-0.01
6.686121,0.00,0.02,-0.00
6.688516,0.01,0.02,-0.01
6.692048,0.01,0.01,-0.00
6.693465,0.00,0.01,-0.00
6.696099,0.01,0.01,-0.01
6.698515,0.01,0.01,-0.01
6.700935,0.01,0.01,-0.00
6.703351,0.01,0.01,-0.00
6.705803,0.01,0.01,-0.00
6.708289,0.01,0.01,-0.00
6.711374,0.01,0.01,-0.00
6.713182,0.01,0.01,-0.00
6.715589,0.01,0.01,-0.00
6.718751,0.00,0.01,-0.00
6.720672,0.00,0.01,-0.00
6.723314,0.00,0.01,-0.00
6.725948,0.00,0.01,0.00
6.728388,0.00,0.01,0.00
6.731335,0.00,0.02,-0.00
6.733287,0.00,0.02,0.00
6.736535,0.00,0.02,0.00
6.738107,0.00,0.02,0.00
6.740728,0.00,0.02,0.00
6.742992,0.00,0.02,0.00
6.745806,0.00,0.02,0.00
6.748147,0.01,0.02,0.00
6.756645,0.01,0.02,0.00
6.757552,0.01,0.02,0.01
6.757887,0.01,0.01,0.00
6.758204,0.00,0.01,0.01
6.760314,0.01,0.02,0.00
6.762832,0.01,0.01,0.00
6.765317,0.01,0.01,0.01
6.769633,0.01,0.01,0.01
6.770652,0.01,0.01,0.01
6.772622,0.01,0.01,0.01
6.774941,0.01,0.01,0.00
6.777470,0.01,0.01,0.00
6.779842,0.00,0.01,0.00
6.782318,0.00,0.00,0.00
6.785906,0.00,0.00,0.00
6.787337,0.00,0.01,0.00
6.790190,0.00,0.00,-0.00
6.792301,-0.00,0.00,-0.00
6.794611,-0.00,0.00,-0.01
6.797207,-0.00,-0.01,-0.01
6.799579,0.00,-0.02,-0.02
6.802131,0.00,-0.02,-0.02
6.804587,0.00,-0.02,-0.02
6.807031,0.00,-0.02,-0.02
6.809976,0.00,-0.02,-0.01
6.811953,0.00,-0.01,-0.01
6.814425,0.01,-0.01,-0.01
6.819114,0.01,-0.00,0.00
6.820029,0.01,0.01,0.00
6.821912,0.01,0.01,0.01
6.824440,0.00,0.02,0.01
6.826865,0.01,0.02,0.01
6.829742,0.01,0.03,0.02
6.831704,0.01,0.03,0.01
6.836592,0.00,0.03,0.01
6.837247,0.00,0.03,0.01
6.839308,0.00,0.02,0.01
6.842271,0.00,0.02,0.01
6.844325,0.00,0.02,0.01
6.846577,0.01,0.01,0.01
6.849524,0.00,0.01,0.01
6.855241,0.01,0.01,0.01
6.855858,0.01,0.00,0.01
6.858381,0.01,-0.00,0.01
6.858935,0.01,0.00,0.00
6.861965,0.01,-0.00,0.01
6.863877,0.01,-0.01,0.00
6.866925,0.01,-0.01,0.00
6.869352,0.01,-0.01,0.00
6.871305,0.01,-0.01,0.01
6.874235,0.01,-0.01,0.00
6.876294,0.01,-0.01,0.01
6.878672,0.01,-0.01,0.00
6.881154,0.01,-0.02,0.00
6.884764,0.01,-0.02,0.00
6.886071,0.01,-0.01,0.00
6.889012,0.01,-0.01,0.00
6.891115,0.00,-0.02,0.00
6.893535,0.00,-0.01,0.00
6.895866,0.01,-0.01,0.00
6.898330,0.01,-0.01,0.00
6.901268,0.01,-0.01,0.00
6.903376,0.00,-0.01,0.00
6.905864,0.00,-0.01,0.00
6.908595,0.00,-0.01,0.00
6.910737,0.00,-0.01,0.00
6.913615,0.00,-0.01,0.01
6.915898,0.00,-0.01,0.00
6.918525,0.00,-0.01,0.00
6.920685,0.00,-0.01,0.01
6.923207,0.00,-0.01,0.00
6.925837,0.00,-0.00,0.00
6.928666,0.00,-0.01,0.00
6.930551,0.01,-0.00,0.00
6.933184,0.01,-0.01,0.00
6.935584,0.01,-0.00,0.00
6.938089,0.01,-0.00,0.00
6.940552,0.02,-0.00,0.00
6.942938,0.02,-0.00,0.00
6.945577,0.02,-0.00,0.00
6.948211,0.02,-0.00,0.00
6.954811,0.02,-0.00,-0.00
6.955523,0.02,0.00,-0.00
6.955940,0.02,0.00,0.00
6.958024,0.03,0.00,-0.00
6.960390,0.03,0.00,0.00
6.962898,0.03,0.01,0.00
6.965483,0.03,0.01,0.00
6.968256,0.03,0.01,-0.00
6.970486,0.03,0.01,0.00
6.972637,0.02,0.00,0.00
6.975127,0.03,0.01,0.00
6.977535,0.02,0.00,0.00
6.979946,0.02,0.01,0.00
6.982488,0.02,0.01,0.00
6.986040,0.02,0.01,0.00
6.988379,0.02,0.01,0.00
6.990154,0.02,0.01,0.01
6.992373,0.02,0.01,0.01
6.994755,0.02,0.02,0.00
6.997273,0.01,0.02,0.00
6.999989,0.01,0.02,0.01
7.002321,0.01,0.03,0.01
7.005627,0.01,0.04,0.01
7.007475,0.01,0.03,0.01
7.009692,0.02,0.03,0.01
7.012158,0.02,0.04,0.01
7.014473,0.01,0.04,0.01
7.017683,0.02,0.04,0.01
7.019922,0.02,0.04,0.00
7.023459,0.02,0.04,0.01
7.025447,0.01,0.04,0.00
7.027666,0.01,0.04,0.00
7.029372,0.01,0.04,0.01
7.033034,0.01,0.04,0.00
7.036342,0.01,0.03,0.00
7.037229,0.01,0.03,0.00
7.039345,0.01,0.03,0.00
7.042726,0.01,0.03,0.00
7.044609,0.01,0.03,-0.00
7.047757,0.01,0.03,0.00
7.049161,0.01,0.03,0.00
7.054902,0.01,0.03,0.00
7.055532,0.01,0.03,-0.00
7.056953,0.01,0.03,-0.00
7.059142,0.00,0.03,0.00
7.061735,0.00,0.03,-0.00
7.064525,0.00,0.02,0.00
7.068536,0.00,0.02,0.00
7.069334,0.00,0.02,-0.00
7.071411,0.00,0.02,-0.00
7.074143,0.00,0.01,-0.00
7.076770,0.01,0.01,-0.00
7.079065,0.00,0.01,-0.00
7.081371,-0.00,0.01,-0.01
7.085254,0.00,0.01,-0.00
7.087002,0.00,0.00,-0.01
7.088793,0.00,-0.00,-0.00
7.091167,0.00,-0.00,-0.01
7.094087,0.00,-0.00,-0.01
7.096171,0.00,-0.00,-0.01
7.098603,0.01,-0.00,-0.01
7.101620,0.01,-0.01,-0.01
7.103780,0.00,-0.01,-0.01
7.106397,0.01,-0.01,-0.01
7.108461,0.00,-0.00,-0.01
7.111039,0.00,-0.00,-0.01
7.113604,0.00,-0.00,-0.01
7.116029,0.01,0.00,-0.00
7.119961,0.00,0.00,-0.00
7.121675,0.00,0.01,-0.00
7.124081,0.00,0.01,-0.00
7.126306,0.00,0.01,-0.00
7.128149,0.00,0.01,-0.00
7.130629,0.00,0.01,-0.00
7.135176,0.00,0.01,-0.00
7.135804,0.00,0.01,-0.00
7.138180,0.00,0.01,-0.00
7.140569,0.00,0.01,0.00
7.142976,-0.00,0.01,-0.00
7.145776,-0.00,0.00,0.00
7.148037,-0.00,-0.00,0.00
7.157249,-0.00,-0.00,-0.00
7.158153,-0.00,-0.00,-0.00
7.159207,-0.00,-0.00,0.00
7.159557,-0.00,-0.00,-0.00
7.160765,-0.00,-0.00,0.00
7.162895,-0.01,-0.01,0.00
7.166272,-0.01,-0.01,0.00
7.171349,-0.01,-0.01,0.00
7.171899,-0.01,-0.00,0.01
7.172612,-0.00,0.00,0.01
7.174969,-0.00,0.00,0.00
7.177407,-0.00,0.01,0.01
7.179859,-0.00,0.01,0.00
7.182832,-0.00,0.01,0.01
7.186072,-0.00,0.01,0.01
7.187616,-0.00,0.01,0.01
7.190740,-0.00,0.01,0.01
7.192706,0.00,0.01,0.01
7.194937,0.01,0.02,0.01
7.197619,0.00,0.02,0.01
7.201439,0.00,0.03,0.01
7.202337,0.00,0.03,0.01
7.206083,0.00,0.03,0.01
7.207184,0.00,0.03,0.01
7.209737,0.00,0.03,0.01
7.212342,0.00,0.03,0.01
7.214743,0.00,0.03,0.01
7.218041,0.00,0.03,0.01
7.219875,0.00,0.03,0.01
7.222100,0.00,0.03,0.01
7.225428,0.00,0.03,0.01
7.227282,0.00,0.03,0.01
7.229539,0.00,0.03,0.01
7.231926,-0.00,0.03,0.01
7.234897,-0.00,0.03,0.01
7.237211,0.00,0.03,0.01
7.239355,0.00,0.03,0.02
7.241888,0.00,0.03,0.01
7.244611,0.00,0.02,0.02
7.246787,0.00,0.03,0.01
7.256082,0.00,0.03,0.01
7.256831,0.00,0.03,0.01
7.257297,0.00,0.03,0.01
7.257655,0.00,0.03,0.01
7.259223,0.00,0.04,0.01
7.261662,0.01,0.04,0.01
7.264557,0.01,0.04,0.01
7.266730,0.01,0.05,0.01
7.269700,0.01,0.05,0.01
7.271563,0.01,0.05,0.01
7.274007,0.01,0.06,0.01
7.276989,0.01,0.06,0.01
7.278844,0.01,0.06,0.00
7.281398,0.01,0.06,0.01
7.284481,0.01,0.06,0.01
7.286921,0.01,0.06,0.00
7.289438,0.01,0.06,0.00
7.291264,0.01,0.06,0.01
7.293723,0.01,0.06,0.01
7.296738,0.01,0.06,0.00
7.301117,0.01,0.06,0.00
7.301941,0.01,0.06,0.00
7.304054,0.01,0.06,0.00
7.306025,0.01,0.06,0.00
7.308549,0.01,0.06,0.00
7.310934,0.01,0.05,-0.00
7.314113,0.01,0.05,0.00
7.318615,0.01,0.05,0.00
7.319374,0.01,0.05,0.00
7.321160,0.00,0.04,0.00
7.324331,0.00,0.04,-0.00
7.325761,0.00,0.03,0.00
7.328565,0.00,0.03,0.00
7.330833,0.00,0.03,-0.00
7.334849,0.00,0.03,-0.00
7.336647,-0.00,0.02,0.00
7.338219,-0.00,0.02,0.00
7.340632,-0.00,0.01,0.00
7.343779,-0.00,0.01,-0.00
7.345580,-0.00,0.01,0.00
7.347979,0.00,0.01,0.00
7.358510,-0.00,0.01,0.00
7.359387,-0.00,0.01,0.00
7.359845,-0.00,0.01,0.00
7.360384,-0.00,0.01,0.01
7.360817,0.00,0.01,0.00
7.363506,-0.00,0.01,0.01
7.376284,-0.00,0.01,0.01
7.377522,-0.00,0.01,0.01
7.377827,-0.00,0.01,0.00
7.378112,-0.00,0.02,0.00
7.378391,-0.00,0.02,0.01
7.378677,-0.00,0.02,0.01
7.380066,-0.00,0.02,0.01
7.383934,-0.00,0.02,0.01
7.384996,-0.00,0.02,0.01
7.387482,-0.00,0.02,0.01
7.390016,-0.00,0.02,0.01
7.392338,-0.00,0.02,0.01
7.394984,-0.00,0.02,0.01
7.397400,-0.00,0.02,0.01
7.400735,-0.00,0.02,0.01
7.403570,-0.00,0.02,0.01
7.405002,-0.00,0.02,0.01
7.407442,0.00,0.02,0.00
7.409860,0.00,0.02,0.00
7.412239,-0.00,0.01,-0.00
7.414661,-0.00,-0.00,-0.01
7.417441,0.00,-0.02,-0.03
7.419810,0.00,-0.02,-0.03
7.423497,0.01,-0.03,-0.04
7.424593,0.01,-0.04,-0.04
7.426994,0.01,-0.04,-0.04
7.430096,0.01,-0.04,-0.03
7.433859,0.01,-0.03,-0.03
7.434648,0.01,-0.03,-0.02
7.445149,0.01,-0.02,-0.01
7.445724,0.01,-0.02,-0.01
7.446099,0.01,-0.01,-0.00
7.446453,0.00,-0.00,0.00
7.446810,0.00,0.01,0.01
7.454075,0.00,0.01,0.01
7.455193,0.00,0.02,0.02
7.455569,-0.00,0.02,0.02
7.456905,0.00,0.01,0.02
7.459250,-0.00,0.01,0.01
7.462057,-0.00,0.01,0.01
7.464127,-0.00,-0.00,0.01
7.466590,0.00,-0.00,0.01
7.469595,0.00,-0.01,0.01
7.471837,-0.00,-0.01,0.01
7.474022,0.00,-0.02,0.01
7.476379,0.00,-0.02,0.01
7.478805,-0.00,-0.02,0.01
7.482071,0.00,-0.02,0.01
7.483802,0.00,-0.02,0.01
7.486776,0.00,-0.02,0.01
7.489005,0.00,-0.02,0.01
7.491225,0.00,-0.01,0.01
7.493652,0.00,-0.01,0.01
7.496044,0.01,-0.01,0.01
7.499332,0.00,-0.01,0.01
7.501578,0.01,-0.01,0.01
7.503674,0.00,-0.01,0.01
7.506153,0.00,-0.00,0.01
7.508465,0.00,-0.00,0.01
7.511098,0.00,-0.00,0.01
7.513542,-0.00,-0.00,0.01
7.516262,-0.00,-0.00,0.01
7.518664,0.00,-0.00,0.01
7.521856,0.00,-0.00,0.00
7.523366,0.00,0.00,0.00
7.525763,0.00,-0.00,0.00
7.528168,0.00,-0.00,0.01
7.530940,0.00,0.00,0.00
7.533624,0.00,0.00,0.00
7.535685,0.00,0.00,0.00
7.538317,0.01,0.00,-0.00
7.540936,0.01,0.00,0.00
7.543915,0.00,0.00,0.00
7.545469,0.01,0.00,-0.00
7.553198,0.01,0.00,-0.00
7.554056,0.00,0.00,-0.00
7.554479,0.01,0.01,0.00
7.555771,0.01,0.01,-0.00
7.557977,0.01,0.01,-0.00
7.560875,0.00,0.01,-0.00
7.563414,0.00,0.01,-0.00
7.566297,0.00,0.01,-0.00
7.567753,0.00,0.01,-0.00
7.570219,0.01,0.01,-0.00
7.572681,0.00,0.01,-0.00
7.575283,0.00,0.01,-0.00
7.578248,0.00,0.01,-0.00
7.580527,0.00,0.01,-0.00
7.583454,0.00,0.01,-0.00
7.584989,0.00,0.01,-0.00
7.587503,-0.00,0.00,-0.00
7.589975,-0.00,0.00,-0.00
7.592982,-0.00,0.00,0.00
7.595337,-0.00,0.00,-0.01
7.597673,0.00,0.00,-0.01
7.600735,-0.00,-0.00,-0.00
7.602566,0.00,-0.00,-0.00
7.605307,0.00,-0.00,-0.00
7.607298,-0.00,-0.00,-0.00
7.609841,-0.00,-0.00,-0.00
7.612184,-0.00,-0.00,-0.01
7.615712,-0.00,-0.01,-0.00
7.617328,-0.00,-0.01,-0.00
7.620046,-0.00,-0.01,-0.00
7.622985,-0.00,-0.01,0.00
7.625763,-0.00,-0.01,-0.00
7.627512,-0.00,-0.01,-0.00
7.629734,-0.00,-0.01,-0.00
7.632524,-0.00,-0.01,0.00
7.635159,-0.00,-0.01,-0.00
7.638543,-0.00,-0.01,-0.00
7.640948,-0.01,-0.01,-0.00
7.642006,-0.01,-0.02,-0.00
7.644424,-0.01,-0.02,0.00
7.646879,-0.00,-0.01,0.00
7.652846,-0.00,-0.01,0.00
7.653636,-0.00,-0.02,0.00
7.655789,-0.01,-0.01,0.00
7.658111,-0.00,-0.02,0.00
7.660052,-0.00,-0.01,0.00
7.661566,-0.00,-0.01,-0.00
7.668488,-0.01,-0.02,0.00
7.669293,-0.00,-0.01,0.00
7.669656,-0.00,-0.01,0.00
7.671525,-0.00,-0.02,0.00
7.674103,-0.01,-0.01,0.00
7.676366,-0.00,-0.01,0.00
7.679538,-0.00,-0.01,0.01
7.683090,-0.00,-0.01,0.01
7.683983,-0.00,-0.01,0.01
7.686467,-0.00,-0.01,0.01
7.688850,-0.00,-0.01,0.00
7.691271,-0.00,-0.01,0.01
7.693755,-0.01,-0.01,0.01
7.696123,-0.00,-0.01,0.01
7.700254,-0.00,-0.01,0.00
7.701273,-0.01,-0.00,0.01
7.704629,-0.01,-0.00,0.01
7.706112,-0.01,-0.00,0.01
7.708662,-0.01,-0.01,0.01
7.711099,-0.01,-0.01,0.01
7.715939,-0.01,-0.01,0.01
7.716994,-0.00,-0.01,0.01
7.718967,-0.00,-0.01,0.00
7.721397,-0.00,-0.01,0.00
7.723459,-0.00,-0.01,0.01
7.726216,-0.00,-0.01,0.01
7.728244,-0.00,-0.01,0.01
7.733182,-0.00,-0.01,0.01
7.734177,-0.00,-0.01,0.00
7.735879,-0.00,-0.01,0.00
7.738601,-0.00,-0.01,0.01
7.740688,0.00,-0.01,0.00
7.743075,-0.00,-0.01,0.01
7.745872,-0.00,-0.02,0.01
7.754911,-0.00,-0.02,0.01
7.755662,-0.00,-0.01,0.01
7.756042,0.00,-0.01,0.01
7.756396,-0.00,-0.01,0.00
7.758385,-0.00,-0.01,0.01
7.760449,-0.00,-0.01,0.01
7.762813,-0.00,-0.01,0.00
7.767839,0.00,-0.01,0.01
7.768430,0.00,-0.01,0.01
7.770170,-0.00,-0.01,0.01
7.772565,0.00,-0.01,0.00
7.775071,-0.00,-0.01,0.01
7.778190,0.00,-0.01,0.00
7.783818,-0.00,-0.01,0.00
7.784630,0.00,-0.01,0.01
7.786002,0.00,-0.01,0.00
7.787832,0.00,-0.01,0.01
7.790145,0.00,-0.01,0.01
7.792457,0.00,-0.01,0.00
7.794940,0.00,-0.01,0.00
7.798902,0.00,-0.01,0.00
7.799901,0.01,-0.01,0.00
7.802453,0.00,-0.01,0.00
7.804777,0.00,-0.02,0.00
7.807387,0.00,-0.02,0.00
7.809887,0.01,-0.02,0.00
7.812293,0.01,-0.02,0.00
7.815399,0.00,-0.02,0.00
7.817583,0.00,-0.02,-0.00
7.819643,0.01,-0.02,0.00
7.822084,0.00,-0.02,0.00
7.824509,0.00,-0.02,0.00
7.827079,0.00,-0.02,0.00
7.829716,0.00,-0.02,0.00
7.833808,0.00,-0.02,0.00
7.834618,0.00,-0.02,0.00
7.837699,0.00,-0.02,0.00
7.839500,0.00,-0.02,-0.00
7.841882,0.00,-0.02,0.00
7.844309,0.00,-0.02,0.00
7.854606,0.01,-0.02,0.00
7.855447,0.00,-0.01,-0.00
7.855894,0.00,-0.02,0.00
7.856293,0.00,-0.02,-0.00
7.858157,0.00,-0.01,0.00
7.860040,0.00,-0.01,0.00
7.861810,0.00,-0.01,0.00
7.866451,0.00,-0.01,-0.00
7.867348,0.00,-0.02,0.00
7.869162,0.00,-0.01,0.00
7.871807,0.00,-0.01,0.00
7.874182,0.00,-0.02,0.00
7.877216,0.00,-0.02,0.00
7.879217,0.00,-0.02,0.00
7.884404,0.00,-0.02,0.00
7.885231,0.00,-0.01,0.00
7.886373,0.00,-0.02,0.00
7.889357,0.00,-0.02,0.00
7.891296,0.00,-0.02,0.00
7.893747,0.00,-0.02,0.00
7.896766,0.00,-0.01,0.01
7.900240,0.00,-0.01,0.00
7.901399,0.00,-0.02,0.00
7.903978,0.00,-0.01,0.00
7.906262,0.00,-0.01,0.01
7.908539,0.00,-0.01,0.01
7.911038,0.00,-0.01,0.01
7.915330,0.00,-0.01,0.01
7.916595,0.00,-0.01,0.01
7.918538,0.00,-0.01,0.01
7.920918,0.00,-0.01,0.01
7.923355,0.00,-0.00,0.01
7.925867,0.00,-0.00,0.01
7.928504,0.00,-0.00,0.01
7.932411,0.00,-0.00,0.01
7.934180,0.00,-0.00,0.01
7.937324,0.01,0.00,0.01
7.938306,0.01,0.00,0.01
7.941124,0.00,0.00,0.01
7.943064,0.00,-0.00,0.01
7.945922,0.01,0.00,0.01
7.955762,0.01,0.01,0.01
7.956466,0.01,0.00,0.01
7.956847,0.00,0.00,0.01
7.957278,0.00,0.00,0.01
7.958714,0.00,0.00,0.01
7.960524,0.00,0.00,0.01
7.963116,0.01,0.00,0.01
7.966581,0.01,0.00,0.01
7.967958,0.01,0.00,0.00
7.970500,0.00,-0.00,0.01
7.973293,0.00,-0.00,0.00
7.975864,0.01,-0.00,0.00
7.978222,0.01,-0.00,0.00
7.982377,0.00,-0.00,0.00
7.983305,0.00,-0.00,0.00
7.985661,0.01,-0.01,0.00
7.987603,0.01,-0.01,0.00
7.990033,0.00,-0.00,0.00
7.992451,0.00,-0.01,-0.00
7.995901,0.01,-0.01,-0.00
7.999269,0.01,-0.01,-0.00
8.001264,0.01,-0.01,-0.00
8.002792,0.01,-0.01,-0.00
8.005340,0.01,-0.01,-0.00
8.007380,0.01,-0.01,-0.00
8.009827,0.01,-0.01,-0.00
8.013477,0.01,-0.01,-0.00
8.016982,0.01,-0.01,-0.00
8.017819,0.01,-0.01,-0.00
8.019651,0.01,-0.01,-0.00
8.022121,0.01,-0.01,-0.00
8.024563,0.01,-0.01,-0.00
8.026989,0.01,-0.00,-0.00
8.029722,0.01,-0.00,0.00
8.032192,0.01,-0.00,-0.00
8.035090,0.01,-0.00,0.00
8.037202,0.00,-0.00,0.00
8.039491,0.01,-0.00,0.00
8.041987,0.00,0.00,0.00
8.044673,0.01,0.00,0.00
8.055729,0.01,0.00,-0.00
8.057031,0.01,0.00,0.00
8.057845,0.00,0.01,0.00
8.058432,0.00,0.01,-0.00
8.059014,0.00,0.01,0.00
8.061444,0.00,0.01,0.00
8.063597,0.01,0.01,0.00
8.079884,0.01,0.01,-0.00
8.081478,0.00,0.01,-0.00
8.081879,0.00,0.01,-0.00
8.082257,0.00,0.01,-0.00
8.082600,0.01,0.01,-0.00
8.082933,0.00,0.01,-0.00
8.083264,0.00,0.01,-0.00
8.083765,0.00,0.01,-0.00
8.085197,0.00,0.01,-0.00
8.086823,0.00,0.01,-0.00
8.088825,0.00,0.01,-0.00
8.091185,0.00,0.01,-0.00
8.094120,0.00,0.01,-0.00
8.096138,0.00,0.01,-0.00
8.099309,-0.00,0.01,-0.00
8.101267,0.00,0.00,-0.01
8.103777,0.00,0.01,-0.00
8.106074,-0.00,0.01,-0.00
8.108554,0.00,0.01,-0.00
8.111126,0.00,0.00,-0.00
8.115450,0.00,0.01,0.00
8.116006,0.00,0.01,-0.00
8.118403,0.00,0.01,-0.00
8.120772,0.00,0.01,-0.00
8.123287,0.00,0.01,-0.00
8.125655,0.00,0.01,-0.00
8.128222,0.01,0.01,-0.00
8.131953,0.01,0.01,0.00
8.133579,0.00,0.01,-0.00
8.135810,0.00,0.01,-0.00
8.138106,0.00,0.01,-0.00
8.140526,0.00,0.01,0.00
8.143027,0.00,0.01,0.00
8.154104,0.00,0.01,0.00
8.154982,0.00,0.01,-0.00
8.155462,0.00,0.01,0.00
8.155921,0.00,0.01,0.00
8.156872,0.00,0.02,0.00
8.158711,0.00,0.02,0.00
8.162535,0.01,0.02,0.00
8.163060,0.01,0.02,0.00
8.178048,0.01,0.02,0.00
8.178812,0.00,0.02,0.00
8.179135,0.00,0.02,0.00
8.179446,0.01,0.02,0.00
8.179756,0.00,0.01,0.01
8.180077,0.00,0.02,0.01
8.180389,0.00,0.01,0.00
8.184958,0.00,0.02,0.00
8.185643,0.00,0.01,0.01
8.187496,0.01,0.01,0.01
8.189925,0.00,0.01,0.01
8.192810,0.00,0.01,0.01
8.194881,0.01,0.01,0.00
8.197437,0.00,0.01,0.00
8.199820,0.01,0.01,0.01
8.203686,0.00,0.01,0.01
8.204739,0.00,0.01,0.00
8.207574,0.01,0.01,0.00
8.210157,0.00,0.01,0.01
8.213672,0.00,0.01,0.00
8.214699,0.01,0.01,0.00
8.217262,0.01,0.01,0.00
8.220009,0.01,0.01,0.00
8.222231,0.00,0.01,0.00
8.224884,0.01,0.01,0.00
8.227432,0.01,0.01,0.00
8.231385,0.01,0.01,0.00
8.232672,0.01,0.01,0.00
8.236105,0.01,0.01,0.00
8.237668,0.01,0.01,0.00
8.240296,0.01,0.01,0.00
8.242125,0.01,0.01,0.00
8.244540,0.01,0.01,0.00
8.247768,0.01,0.01,0.00
8.249693,0.01,0.01,0.00
8.253032,0.01,0.01,0.00
8.254495,0.01,0.01,0.00
8.256980,0.01,0.01,0.00
8.259806,0.01,0.01,0.00
8.272280,0.01,0.01,0.00
8.273446,0.01,0.01,0.00
8.273984,0.01,0.01,0.00
8.274420,0.01,0.01,0.00
8.274837,0.01,0.01,0.00
8.275650,0.01,0.01,0.00
8.276977,0.01,0.01,0.00
8.279532,0.01,0.01,0.00
8.294533,0.01,0.01,0.00
8.295500,0.01,0.01,0.00
8.295838,0.01,0.00,0.00
8.296174,0.01,0.01,0.00
8.296495,0.01,0.01,-0.00
8.296826,0.01,0.00,-0.00
8.297222,0.01,0.00,0.00
8.298845,0.01,0.00,0.00
8.301382,0.01,0.00,-0.00
8.303793,0.00,0.00,-0.00
8.306303,0.01,0.00,-0.00
8.308573,0.00,0.00,0.00
8.311801,0.00,0.00,-0.00
8.316428,0.01,0.00,-0.00
8.317185,0.00,0.01,-0.00
8.318594,0.00,0.00,-0.00
8.321486,0.00,0.01,-0.00
8.323615,0.00,0.00,-0.00
8.325822,0.00,0.00,-0.00
8.330302,0.00,0.00,-0.00
8.334068,0.00,0.01,-0.00
8.334543,0.01,0.01,-0.00
8.335987,0.01,0.01,-0.00
8.339463,0.00,0.01,0.00
8.340706,0.00,0.01,0.00
8.343122,0.00,0.01,-0.00
8.350346,0.00,0.01,-0.00
8.351201,0.00,0.01,0.00
8.351641,0.01,0.01,0.00
8.356027,0.00,0.01,-0.00
8.356380,0.00,0.01,-0.00
8.358907,0.00,0.01,-0.00
8.360527,0.00,0.01,-0.00
8.363492,0.00,0.01,0.00
8.365358,0.00,0.01,-0.00
8.367710,0.00,0.01,0.00
8.370618,0.00,0.01,0.00
8.372787,0.00,0.02,-0.00
8.375096,0.00,0.01,-0.00
8.377732,-0.00,0.02,-0.00
8.380706,0.00,0.01,0.00
8.382700,0.01,0.02,0.00
8.385274,0.00,0.02,0.00
8.387519,0.00,0.02,0.00
8.390533,0.00,0.01,0.00
8.392537,0.00,0.02,-0.00
8.396057,0.00,0.02,-0.00
8.397370,0.00,0.01,0.00
8.399969,0.01,0.01,0.00
8.402494,0.00,0.01,-0.00
8.404845,0.00,0.01,-0.00
8.407599,0.00,0.01,-0.00
8.410174,0.00,0.01,-0.00
8.412793,0.00,0.01,0.00
8.414835,0.00,0.01,0.00
8.417871,0.00,0.01,0.00
8.419726,0.00,0.01,0.00
8.422251,0.00,0.01,-0.00
8.425341,0.00,0.01,0.00
8.427285,0.00,0.00,0.00
8.430119,0.00,0.00,0.00
8.432140,0.00,0.00,0.00
8.434578,-0.00,0.00,0.00
8.436971,-0.00,0.00,-0.00
8.439859,0.00,0.00,-0.00
8.442192,0.00,-0.00,0.00
8.445919,-0.00,-0.00,-0.00
8.456772,0.00,-0.00,-0.00
8.457405,0.00,-0.00,0.00
8.457764,0.00,-0.00,0.00
8.458104,0.00,-0.00,-0.00
8.458461,0.00,0.00,-0.00
8.459738,0.00,-0.00,-0.00
8.466508,-0.00,-0.00,0.00
8.467034,0.00,-0.00,0.00
8.467268,0.00,-0.00,0.00
8.469766,0.00,-0.00,-0.00
8.471558,0.00,-0.00,0.00
8.474395,0.00,-0.00,0.00
8.476571,0.00,-0.00,0.00
8.479190,0.00,-0.00,0.00
8.481741,0.00,0.00,-0.00
8.485177,-0.00,0.00,0.00
8.486402,0.00,0.00,0.00
8.489631,0.00,0.00,-0.00
8.491768,-0.00,0.01,0.00
8.494317,0.00,0.01,0.00
8.496301,-0.00,0.01,0.00
8.498974,0.00,0.01,-0.00
8.501217,0.00,0.01,0.00
8.503932,-0.00,0.01,0.00
8.506095,-0.00,0.01,0.00
8.509272,0.00,0.01,-0.00
8.511372,0.00,0.01,0.00
8.513937,-0.00,0.01,0.00
8.516129,-0.00,0.01,0.00
8.518502,-0.00,0.01,0.00
8.520874,0.00,0.01,0.00
8.523329,0.00,0.01,0.00
8.526107,0.00,0.01,0.00
8.528984,0.00,0.01,0.00
8.530968,0.00,0.01,0.00
8.533686,-0.00,0.01,0.00
8.535737,-0.00,0.01,0.00
8.538185,0.00,0.01,-0.00
8.540634,0.00,0.01,-0.00
8.543326,0.00,0.01,0.00
8.548373,0.00,0.01,-0.00
8.549336,0.00,0.01,0.00
