time,wx (rad/s),wy (rad/s),wz (rad/s)
5.612584,0.01,-0.01,-0.00
5.622900,0.01,-0.01,-0.00
5.623384,0.01,-0.01,-0.00
5.623699,0.00,-0.01,0.00
5.624085,-0.00,-0.01,0.00
5.624396,-0.00,-0.01,-0.00
5.629352,-0.00,-0.00,-0.00
5.630357,-0.01,-0.00,0.00
5.631973,-0.01,-0.00,0.00
5.634847,-0.01,-0.00,0.00
5.636656,-0.01,-0.00,0.00
5.639335,-0.00,-0.00,-0.00
5.642975,-0.01,-0.00,-0.00
5.644153,-0.01,-0.00,-0.00
5.646658,-0.01,-0.00,-0.00
5.649984,-0.01,0.00,-0.00
5.651608,-0.01,-0.00,0.00
5.654027,-0.01,0.00,0.00
5.656454,-0.01,0.00,0.00
5.658930,-0.01,-0.00,-0.00
5.661450,-0.01,0.00,-0.00
5.664042,-0.01,0.00,-0.00
5.666400,-0.01,0.00,-0.00
5.669808,-0.01,0.00,-0.00
5.671211,-0.01,0.00,0.00
5.673610,-0.01,-0.00,0.00
5.676165,-0.01,-0.00,-0.00
5.678693,-0.01,-0.00,0.00
5.681509,-0.00,-0.00,-0.00
5.683934,-0.00,-0.00,0.00
5.686094,0.00,-0.00,0.00
5.689247,0.00,-0.01,0.00
5.691011,0.00,-0.01,0.00
5.693453,0.00,-0.01,-0.00
5.696049,0.00,-0.01,-0.00
5.698855,0.00,-0.01,-0.00
5.701150,0.00,-0.01,-0.00
5.703253,0.00,-0.01,0.00
5.706069,0.00,-0.01,0.00
5.711737,0.00,-0.01,0.00
5.712408,0.00,-0.01,0.00
5.713242,0.00,-0.01,0.00
5.715717,0.00,-0.01,0.00
5.718259,0.00,-0.01,0.00
5.720709,0.00,-0.01,0.00
5.723318,0.00,-0.01,0.00
5.726217,0.00,-0.01,0.00
5.728695,0.00,-0.01,0.00
5.730639,-0.00,-0.01,0.00
5.733035,-0.00,-0.01,0.00
5.735421,0.00,-0.01,0.00
5.737921,-0.00,-0.00,0.00
5.740400,-0.00,-0.00,0.00
5.743182,-0.00,-0.00,0.00
5.746275,-0.00,-0.00,0.00
5.748640,-0.00,0.00,0.00
5.750356,-0.00,0.00,0.00
5.752651,-0.00,0.00,0.00
5.755184,-0.00,0.00,0.00
5.759310,-0.00,0.00,0.00
5.760218,-0.00,0.01,0.01
5.762654,-0.00,0.01,0.00
5.765175,-0.01,0.01,0.00
5.768456,-0.00,0.01,0.00
5.770421,-0.00,0.01,0.00
5.773051,-0.01,0.01,0.00
5.776245,-0.01,0.01,0.00
5.777419,-0.00,0.01,0.00
5.779940,-0.00,0.02,0.00
5.782422,-0.00,0.02,0.00
5.784811,-0.00,0.01,0.00
5.788267,-0.00,0.02,0.00
5.792604,-0.00,0.02,0.00
5.792964,-0.00,0.02,0.00
5.795382,-0.00,0.02,0.00
5.797429,-0.00,0.02,0.00
5.799700,-0.00,0.02,0.00
5.802108,-0.01,0.02,0.00
5.806226,-0.01,0.02,-0.00
5.810035,-0.00,0.02,-0.00
5.810594,-0.01,0.02,0.00
5.812430,-0.01,0.01,-0.00
5.814912,-0.00,0.01,-0.00
5.816791,-0.00,0.01,0.00
5.819370,-0.00,0.01,0.00
5.821925,0.00,0.00,-0.00
5.827894,0.00,0.00,-0.00
5.828646,0.00,-0.01,-0.00
5.829374,-0.00,-0.01,-0.00
5.831791,0.00,-0.01,-0.00
5.834599,-0.00,-0.01,-0.00
5.837364,0.00,-0.01,-0.01
5.839298,0.00,-0.02,-0.01
5.842284,0.00,-0.02,-0.00
5.844228,0.00,-0.02,-0.00
5.847387,0.00,-0.02,-0.00
5.849061,0.00,-0.02,-0.00
5.851412,0.00,-0.03,-0.00
5.854024,0.01,-0.02,-0.01
5.857046,0.01,-0.02,-0.01
5.859166,0.00,-0.03,-0.01
5.861458,0.00,-0.03,-0.01
5.863830,0.00,-0.02,-0.01
5.866785,0.00,-0.02,-0.00
5.868949,0.00,-0.03,-0.01
5.871131,0.00,-0.03,-0.01
5.873764,0.00,-0.02,-0.00
5.876261,0.01,-0.03,-0.00
5.878697,0.00,-0.03,-0.00
5.881314,0.00,-0.03,-0.00
5.883603,0.01,-0.03,-0.00
5.886537,0.00,-0.03,-0.00
5.888427,0.00,-0.03,-0.00
5.891857,0.01,-0.03,-0.00
5.893452,0.00,-0.03,-0.01
5.896016,0.00,-0.03,-0.00
5.898335,0.00,-0.03,-0.00
5.900744,0.00,-0.03,-0.00
5.903216,0.00,-0.03,-0.00
5.906486,0.00,-0.03,-0.00
5.911251,-0.00,-0.03,-0.00
5.911894,0.00,-0.03,-0.00
5.913236,0.00,-0.03,-0.00
5.915573,-0.00,-0.03,-0.00
5.918151,-0.00,-0.03,-0.00
5.920552,0.00,-0.03,-0.00
5.923029,0.00,-0.03,0.00
5.926402,-0.00,-0.03,-0.00
5.928490,-0.00,-0.03,0.00
5.930829,-0.00,-0.03,0.00
5.933113,-0.00,-0.03,0.00
5.935643,-0.00,-0.03,0.00
5.938351,0.00,-0.02,0.00
5.941175,-0.00,-0.02,0.00
5.943064,-0.00,-0.02,0.00
5.946137,-0.00,-0.02,0.00
5.947730,-0.00,-0.02,0.00
5.950295,-0.00,-0.02,0.00
5.952704,-0.00,-0.02,0.00
5.955268,-0.00,-0.02,0.00
5.957806,-0.00,-0.01,-0.00
5.960227,-0.01,-0.01,0.00
5.962858,-0.00,-0.01,0.00
5.965951,-0.01,-0.01,-0.00
5.967569,-0.00,-0.01,-0.00
5.970239,-0.00,-0.01,-0.01
5.972525,-0.00,-0.01,-0.01
5.975115,0.00,-0.01,-0.00
5.977716,-0.00,-0.02,-0.00
5.980081,0.00,-0.02,-0.01
5.982605,-0.00,-0.02,-0.01
5.985356,0.00,-0.02,-0.01
5.987264,0.00,-0.02,-0.01
5.989822,0.01,-0.02,-0.01
5.992494,0.00,-0.02,-0.01
5.994898,0.01,-0.02,-0.01
5.998274,0.01,-0.02,-0.01
5.999672,0.01,-0.02,-0.01
6.002468,0.01,-0.02,-0.01
6.005515,0.01,-0.02,-0.01
6.008131,0.00,-0.02,-0.01
6.009729,0.01,-0.02,-0.01
6.012206,0.01,-0.02,-0.01
6.014626,0.00,-0.02,-0.01
6.017022,0.01,-0.02,-0.01
6.019364,0.01,-0.02,-0.01
6.022069,0.01,-0.02,-0.01
6.027319,0.01,-0.02,-0.01
6.027985,0.01,-0.02,-0.01
6.029518,0.01,-0.02,-0.01
6.031808,0.01,-0.02,-0.01
6.034206,0.01,-0.02,-0.01
6.036669,0.01,-0.02,-0.01
6.039178,0.01,-0.02,-0.01
6.042082,0.01,-0.02,-0.01
6.044967,0.01,-0.02,-0.01
6.046949,0.01,-0.02,-0.01
6.049083,0.01,-0.02,-0.01
6.051537,0.01,-0.02,-0.01
6.054182,0.01,-0.02,-0.01
6.058236,0.01,-0.02,-0.01
6.059117,0.01,-0.02,-0.01
6.061473,0.01,-0.02,-0.01
6.064428,0.01,-0.02,-0.01
6.066473,0.01,-0.02,-0.01
6.069331,0.01,-0.02,-0.01
6.071358,0.01,-0.02,-0.00
6.074354,0.01,-0.01,-0.00
6.076220,0.01,-0.01,-0.00
6.078795,0.01,-0.01,-0.00
6.082079,0.01,-0.01,0.00
6.084555,0.01,-0.01,0.00
6.086272,0.01,-0.00,0.00
6.088883,0.01,-0.00,0.00
6.092953,0.00,0.00,0.01
6.093879,0.00,0.00,0.00
6.097228,0.00,0.00,0.01
6.099692,0.00,0.00,0.01
6.102454,0.00,0.01,0.01
6.104162,0.00,0.01,0.01
6.105758,0.00,0.01,0.01
6.109181,0.00,0.01,0.01
6.112035,0.00,0.01,0.01
6.114570,-0.00,0.01,0.01
6.115878,0.00,0.01,0.01
6.118261,0.00,0.01,0.01
6.122037,0.00,0.01,0.01
6.129865,-0.00,0.01,0.01
6.130605,0.00,0.01,0.02
6.130975,-0.00,0.00,0.01
6.131327,-0.00,-0.00,0.01
6.133213,0.00,-0.00,0.02
6.135518,0.00,-0.01,0.01
6.138674,0.00,-0.01,0.01
6.145512,0.00,-0.01,0.01
6.146210,0.00,-0.01,0.01
6.146548,0.00,-0.01,0.01
6.147856,0.00,-0.02,0.01
6.150151,-0.00,-0.01,0.01
6.152625,0.00,-0.02,0.01
6.155024,-0.00,-0.02,0.01
6.158139,-0.01,-0.02,0.01
6.160408,-0.01,-0.02,0.01
6.163920,-0.01,-0.02,0.01
6.165279,-0.01,-0.02,0.01
6.168053,-0.00,-0.02,0.01
6.170160,-0.00,-0.02,0.01
6.172778,-0.00,-0.02,0.01
6.175757,-0.00,-0.03,0.00
6.178147,-0.00,-0.03,0.00
6.180345,-0.00,-0.03,0.00
6.183012,-0.00,-0.03,0.00
6.184905,0.00,-0.03,0.00
6.187321,0.00,-0.04,0.00
6.191482,0.00,-0.04,-0.00
6.192664,0.00,-0.04,-0.00
6.194865,0.00,-0.04,-0.00
6.197780,0.01,-0.04,0.00
6.199780,0.00,-0.04,0.00
6.202786,0.00,-0.04,-0.00
6.204562,0.01,-0.04,0.00
6.208092,0.01,-0.04,-0.00
6.210062,0.01,-0.04,-0.00
6.212081,0.00,-0.04,-0.00
6.214457,0.00,-0.04,-0.00
6.216862,0.00,-0.03,0.00
6.219294,0.01,-0.03,-0.00
6.226817,0.01,-0.03,-0.00
6.227411,0.00,-0.03,-0.00
6.227689,0.01,-0.03,-0.00
6.229695,0.01,-0.03,-0.00
6.231634,0.00,-0.03,-0.00
6.234439,0.00,-0.03,0.00
6.236548,0.01,-0.03,0.00
6.241332,0.01,-0.03,-0.00
6.243122,0.01,-0.03,0.00
6.244328,0.01,-0.03,-0.00
6.246644,0.01,-0.03,-0.00
6.249410,0.01,-0.04,-0.00
6.251515,0.01,-0.04,-0.01
6.254255,0.01,-0.04,-0.00
6.258175,0.01,-0.04,0.00
6.259163,0.01,-0.04,0.00
6.262256,0.01,-0.04,-0.00
6.264008,0.01,-0.04,-0.00
6.266543,0.01,-0.04,-0.00
6.268872,0.01,-0.04,-0.00
6.271377,0.01,-0.04,-0.00
6.274739,0.01,-0.04,-0.00
6.276428,0.01,-0.04,0.00
6.278842,0.01,-0.04,0.00
6.282083,0.01,-0.04,0.00
6.283694,0.01,-0.04,0.00
6.286269,0.01,-0.04,0.00
6.288639,0.01,-0.03,0.01
6.293007,0.01,-0.03,0.01
6.294381,0.01,-0.04,0.01
6.296231,0.01,-0.04,0.01
6.298527,0.01,-0.04,0.01
6.301462,0.01,-0.04,0.01
6.303444,0.01,-0.04,0.01
6.309150,0.01,-0.04,0.01
6.310247,0.01,-0.04,0.01
6.310847,0.01,-0.04,0.01
6.313345,0.01,-0.04,0.01
6.315855,0.01,-0.05,0.01
6.318303,0.02,-0.05,0.01
6.321376,0.02,-0.05,0.01
6.330933,0.02,-0.05,0.01
6.331811,0.02,-0.05,0.01
6.332281,0.02,-0.05,0.01
6.332675,0.01,-0.05,0.01
6.333932,0.02,-0.05,0.01
6.335776,0.02,-0.05,0.01
6.338472,0.01,-0.05,0.01
6.342573,0.02,-0.05,0.01
6.343826,0.02,-0.06,0.01
6.345434,0.02,-0.05,0.01
6.347862,0.02,-0.06,0.01
6.350554,0.02,-0.06,0.01
6.352730,0.02,-0.06,0.01
6.355201,0.02,-0.06,0.01
6.357719,0.02,-0.06,0.01
6.360690,0.02,-0.07,0.01
6.362584,0.03,-0.07,0.01
6.364975,0.03,-0.07,0.01
6.367454,0.03,-0.08,0.01
6.369988,0.03,-0.08,0.01
6.373400,0.03,-0.08,0.01
6.375037,0.03,-0.08,0.01
6.377828,0.03,-0.08,0.02
6.380349,0.03,-0.08,0.02
6.382273,0.03,-0.08,0.01
6.384701,0.03,-0.07,0.01
6.387507,0.03,-0.07,0.01
6.390446,0.03,-0.07,0.01
6.393364,0.03,-0.07,0.01
6.395118,0.03,-0.06,0.01
6.397277,0.02,-0.05,0.01
6.400234,0.02,-0.05,0.01
6.402149,0.02,-0.04,0.01
6.404686,0.01,-0.03,0.01
6.408258,0.01,-0.03,0.01
6.410052,0.01,-0.02,0.01
6.412484,0.00,-0.01,0.01
6.414628,-0.00,-0.00,0.01
6.416997,-0.01,0.00,0.01
6.419988,-0.01,0.01,0.01
6.427968,-0.02,0.02,0.01
6.428794,-0.02,0.03,0.01
6.429216,-0.02,0.04,0.01
6.429703,-0.02,0.04,0.01
6.433909,-0.03,0.05,0.00
6.434296,-0.03,0.06,0.01
6.437020,-0.03,0.06,0.00
6.442047,-0.03,0.07,0.00
6.442561,-0.03,0.07,0.00
6.444203,-0.03,0.07,0.00
6.446573,-0.03,0.07,0.00
6.449040,-0.03,0.08,0.00
6.451414,-0.03,0.08,-0.00
6.453866,-0.02,0.08,-0.01
6.457019,-0.02,0.08,-0.01
6.459558,-0.02,0.07,-0.01
6.461900,-0.02,0.08,-0.01
6.463951,-0.02,0.07,-0.01
6.466401,-0.01,0.07,-0.01
6.468899,-0.01,0.07,-0.02
6.473362,-0.01,0.07,-0.02
6.474327,-0.01,0.06,-0.02
6.476492,-0.02,0.06,-0.02
6.479464,-0.02,0.06,-0.02
6.481375,-0.01,0.06,-0.03
6.483854,-0.01,0.06,-0.03
6.486253,-0.02,0.06,-0.03
6.490352,-0.02,0.06,-0.03
6.491272,-0.02,0.06,-0.03
6.493921,-0.02,0.07,-0.03
6.496168,-0.02,0.07,-0.03
6.499196,-0.02,0.07,-0.03
6.501064,-0.02,0.07,-0.03
6.503570,-0.02,0.07,-0.03
6.506886,-0.02,0.07,-0.03
6.508861,-0.03,0.07,-0.02
6.511057,-0.02,0.06,-0.02
6.513415,-0.02,0.06,-0.02
6.515772,-0.02,0.05,-0.02
6.519340,-0.01,0.04,-0.02
6.520703,-0.02,0.04,-0.02
6.527738,-0.01,0.02,-0.02
6.528654,-0.01,0.02,-0.02
6.529102,-0.01,0.00,-0.02
6.531410,-0.00,-0.01,-0.03
6.533206,0.00,-0.01,-0.03
6.535757,-0.00,-0.01,-0.02
6.540467,-0.00,-0.02,-0.02
6.541210,-0.00,-0.02,-0.02
6.543248,-0.01,-0.02,-0.02
6.545545,-0.01,-0.02,-0.02
6.548022,-0.01,-0.01,-0.02
6.550347,-0.01,-0.01,-0.01
6.552758,-0.01,-0.01,-0.01
6.557355,-0.02,-0.00,-0.01
6.558445,-0.02,0.00,-0.01
6.560508,-0.02,0.00,-0.00
6.562728,-0.02,0.01,-0.00
6.565224,-0.02,0.01,-0.00
6.567598,-0.02,0.01,0.00
6.570267,-0.02,0.01,0.00
6.573405,-0.02,0.01,0.00
6.575012,-0.02,0.02,0.00
6.578205,-0.02,0.02,0.01
6.580017,-0.02,0.01,0.01
6.582477,-0.02,0.02,0.01
6.584985,-0.02,0.02,0.01
6.587599,-0.02,0.01,0.01
6.590889,-0.01,0.01,0.01
6.592465,-0.01,0.01,0.01
6.596007,-0.01,0.01,0.01
6.597922,-0.01,0.01,0.01
6.599725,-0.01,0.01,0.02
6.603003,-0.01,0.01,0.02
6.608358,-0.01,0.01,0.02
6.609232,-0.00,0.01,0.02
6.611057,-0.00,0.01,0.02
6.612182,-0.00,0.01,0.02
6.615039,-0.00,0.02,0.02
6.617660,-0.01,0.02,0.02
6.619538,-0.00,0.02,0.02
6.630495,-0.01,0.03,0.02
6.631442,-0.01,0.03,0.03
6.631895,-0.00,0.03,0.03
6.632269,-0.00,0.03,0.03
6.632627,-0.01,0.04,0.03
6.642307,-0.01,0.04,0.03
6.642957,-0.01,0.04,0.03
6.643318,-0.01,0.04,0.03
6.643645,-0.01,0.05,0.03
6.646356,-0.00,0.05,0.03
6.646671,-0.00,0.05,0.03
6.649472,-0.01,0.05,0.03
6.651530,-0.01,0.05,0.03
6.655075,-0.01,0.05,0.03
6.658773,-0.01,0.06,0.03
6.659285,-0.01,0.06,0.03
6.661986,-0.00,0.05,0.03
6.663866,-0.01,0.05,0.03
6.666274,-0.00,0.05,0.03
6.668698,-0.01,0.04,0.03
6.671489,0.00,0.04,0.03
6.673977,-0.00,0.03,0.03
6.676866,-0.00,0.03,0.02
6.678683,0.00,0.02,0.02
6.681060,0.00,0.01,0.02
6.683722,0.00,0.01,0.02
6.686564,0.01,0.01,0.02
6.688749,0.01,-0.00,0.02
6.691232,0.01,-0.00,0.01
6.693687,0.01,-0.01,0.01
6.696896,0.01,-0.01,0.01
6.698545,0.01,-0.01,0.01
6.700905,0.01,-0.02,0.01
6.703402,0.02,-0.02,0.01
6.707313,0.01,-0.02,0.00
6.708872,0.02,-0.03,0.00
6.711082,0.02,-0.03,-0.00
6.713444,0.02,-0.03,-0.00
6.716358,0.02,-0.04,-0.00
6.718211,0.02,-0.04,-0.01
6.721799,0.02,-0.04,-0.01
6.723350,0.02,-0.04,-0.00
6.725863,0.02,-0.05,-0.01
6.728363,0.02,-0.05,-0.01
6.730557,0.02,-0.05,-0.01
6.733027,0.02,-0.06,-0.01
6.736200,0.02,-0.06,-0.01
6.738523,0.02,-0.06,-0.01
6.740582,0.02,-0.06,-0.01
6.743098,0.02,-0.07,-0.01
6.745655,0.01,-0.07,-0.01
6.747882,0.01,-0.07,-0.01
6.750325,0.02,-0.07,-0.01
6.752795,0.02,-0.07,-0.01
6.755960,0.01,-0.08,-0.01
6.758325,0.01,-0.08,-0.01
6.760361,0.01,-0.08,-0.01
6.762873,0.01,-0.08,-0.01
6.765173,0.01,-0.08,-0.01
6.767747,0.01,-0.08,-0.01
6.770943,0.01,-0.09,-0.01
6.773411,0.01,-0.08,-0.01
6.775780,0.01,-0.08,-0.01
6.778202,0.01,-0.09,-0.02
6.780460,0.01,-0.08,-0.01
6.782898,0.00,-0.09,-0.01
6.785099,0.01,-0.09,-0.01
6.789457,0.00,-0.08,-0.01
6.790307,0.01,-0.08,-0.01
6.794011,0.00,-0.07,-0.01
6.796593,0.00,-0.07,-0.01
6.798645,0.01,-0.07,-0.01
6.799750,0.01,-0.07,-0.01
6.802268,0.00,-0.07,-0.02
6.806982,0.00,-0.06,-0.02
6.807704,0.00,-0.06,-0.02
6.811434,-0.00,-0.06,-0.02
6.812896,-0.00,-0.05,-0.02
6.815106,0.00,-0.05,-0.01
6.817004,-0.00,-0.04,-0.01
6.819764,-0.00,-0.04,-0.01
6.825906,-0.00,-0.04,-0.01
6.826609,-0.00,-0.04,-0.01
6.827092,-0.00,-0.03,-0.01
6.830102,0.00,-0.03,-0.01
6.832350,0.00,-0.03,-0.01
6.836144,0.01,-0.03,-0.01
6.837383,0.00,-0.03,-0.01
6.839675,0.01,-0.03,-0.01
6.842023,0.01,-0.02,-0.00
6.844467,0.01,-0.02,-0.00
6.846666,0.01,-0.02,-0.00
6.849717,0.01,-0.03,-0.00
6.851613,0.01,-0.02,-0.00
6.854974,0.01,-0.02,-0.00
6.856808,0.01,-0.03,-0.00
6.859062,0.01,-0.03,-0.00
6.861712,0.02,-0.02,-0.00
6.863966,0.02,-0.02,-0.00
6.866514,0.02,-0.02,-0.00
6.869211,0.02,-0.02,0.00
6.871796,0.01,-0.02,0.00
6.874645,0.02,-0.02,0.00
6.876480,0.01,-0.01,-0.00
6.878846,0.01,-0.01,-0.00
6.881396,0.01,-0.01,-0.00
6.883874,0.00,-0.00,0.00
6.886161,0.00,-0.00,0.00
6.888638,0.00,0.00,0.00
6.891134,-0.00,0.00,0.00
6.894147,-0.00,0.01,0.00
6.896074,-0.00,0.01,0.00
6.898442,-0.01,0.01,0.00
6.900899,-0.00,0.01,0.00
6.906755,-0.01,0.01,0.00
6.907489,-0.01,0.01,-0.00
6.908950,-0.01,0.01,-0.00
6.911311,-0.01,0.02,-0.00
6.914253,-0.00,0.01,-0.00
6.915728,-0.00,0.02,-0.01
6.918294,-0.00,0.02,-0.01
6.921284,-0.00,0.01,-0.01
6.923061,-0.00,0.01,-0.01
6.925832,0.00,0.01,-0.01
6.928049,0.01,0.01,-0.02
6.930530,0.01,0.01,-0.02
6.933850,0.01,0.01,-0.02
6.935473,0.01,0.01,-0.02
6.939650,0.01,0.01,-0.02
6.941370,0.02,0.01,-0.02
6.943206,0.02,0.00,-0.02
6.945459,0.02,0.00,-0.02
6.948152,0.02,0.00,-0.02
6.950414,0.02,0.00,-0.02
6.955797,0.02,0.00,-0.03
6.956685,0.02,0.01,-0.03
6.958119,0.02,0.00,-0.02
6.960429,0.02,0.00,-0.03
6.962872,0.03,0.01,-0.02
6.965243,0.02,0.00,-0.03
6.967754,0.02,0.00,-0.03
6.972124,0.02,-0.00,-0.03
6.973266,0.03,0.00,-0.03
6.975247,0.03,-0.00,-0.02
6.977728,0.02,-0.00,-0.02
6.980155,0.02,-0.01,-0.02
6.982808,0.02,-0.01,-0.02
6.985281,0.02,-0.01,-0.02
6.989371,0.02,-0.01,-0.02
6.990469,0.02,-0.01,-0.02
6.992990,0.02,-0.01,-0.02
6.994880,0.02,-0.02,-0.02
6.997274,0.02,-0.02,-0.02
6.999863,0.02,-0.02,-0.02
7.002351,0.02,-0.03,-0.02
7.005332,0.01,-0.03,-0.02
7.008158,0.01,-0.03,-0.02
7.010026,0.01,-0.03,-0.02
7.012777,0.01,-0.04,-0.02
7.014754,0.01,-0.04,-0.02
7.017237,0.01,-0.04,-0.01
7.026639,0.01,-0.05,-0.02
7.027719,0.01,-0.05,-0.02
7.028206,0.01,-0.05,-0.02
7.028678,0.01,-0.06,-0.01
7.030036,0.01,-0.06,-0.01
7.032634,0.00,-0.06,-0.01
7.034559,0.00,-0.06,-0.02
7.038452,0.01,-0.06,-0.01
7.039247,0.00,-0.06,-0.01
7.042036,0.00,-0.06,-0.01
7.044239,0.00,-0.07,-0.01
7.046757,0.00,-0.07,-0.01
7.049170,0.00,-0.06,-0.01
7.052193,0.00,-0.06,-0.01
7.055336,0.00,-0.06,-0.01
7.056611,-0.00,-0.06,-0.01
7.059101,-0.00,-0.05,-0.01
7.061711,-0.01,-0.05,-0.00
7.064045,-0.00,-0.04,-0.00
7.066573,-0.00,-0.04,-0.00
7.069044,-0.01,-0.04,-0.00
7.072428,-0.01,-0.03,0.00
7.074501,-0.01,-0.03,0.00
7.076486,-0.01,-0.02,0.00
7.078956,-0.01,-0.02,0.00
7.081733,-0.01,-0.02,0.00
7.083773,-0.01,-0.01,0.00
7.088242,-0.01,-0.01,0.01
7.089042,-0.01,-0.00,0.00
7.091905,-0.01,-0.00,0.00
7.093744,-0.01,-0.00,0.00
7.096121,-0.01,0.00,0.00
7.098575,-0.01,0.00,-0.00
7.101249,-0.01,0.01,-0.00
7.106687,-0.01,0.01,-0.00
7.107694,-0.01,0.01,-0.00
7.108764,-0.01,0.02,-0.00
7.111575,-0.01,0.02,-0.01
7.113468,-0.01,0.02,-0.01
7.115978,-0.01,0.02,-0.01
7.118492,-0.01,0.03,-0.01
7.126724,-0.01,0.03,-0.01
7.127410,-0.01,0.03,-0.01
7.127784,-0.00,0.04,-0.01
7.128332,-0.00,0.04,-0.01
7.131574,-0.01,0.03,-0.01
7.133192,-0.00,0.04,-0.01
7.139346,-0.00,0.04,-0.01
7.140095,-0.00,0.04,-0.02
7.142239,0.00,0.04,-0.02
7.143171,-0.00,0.03,-0.02
7.145439,-0.00,0.03,-0.02
7.147872,0.00,0.03,-0.02
7.150892,-0.00,0.02,-0.02
7.154526,0.00,0.02,-0.02
7.155898,0.00,0.02,-0.02
7.158056,0.00,0.02,-0.02
7.160282,0.00,0.02,-0.02
7.162865,0.01,0.01,-0.02
7.165373,0.01,0.01,-0.02
7.167660,0.01,0.01,-0.02
7.170918,0.01,0.00,-0.02
7.172587,0.01,0.00,-0.02
7.175149,0.01,-0.00,-0.02
7.177524,0.01,-0.01,-0.02
7.180134,0.01,-0.01,-0.03
7.182429,0.02,-0.01,-0.03
7.184865,0.02,-0.02,-0.02
7.187376,0.02,-0.02,-0.02
7.190401,0.02,-0.03,-0.03
7.192308,0.02,-0.03,-0.02
7.194793,0.02,-0.04,-0.03
7.197204,0.03,-0.04,-0.03
7.199678,0.03,-0.05,-0.02
7.202213,0.02,-0.05,-0.02
7.204772,0.03,-0.05,-0.03
7.207103,0.02,-0.06,-0.03
7.210046,0.03,-0.06,-0.03
7.212004,0.02,-0.06,-0.02
7.214534,0.02,-0.06,-0.02
7.216921,0.02,-0.06,-0.02
7.220077,0.02,-0.06,-0.02
7.221956,0.02,-0.06,-0.02
7.224374,0.02,-0.05,-0.02
7.226841,0.01,-0.05,-0.02
7.230040,0.01,-0.06,-0.02
7.231857,0.01,-0.06,-0.02
7.234320,0.01,-0.05,-0.02
7.240307,0.00,-0.05,-0.02
7.240936,0.00,-0.05,-0.02
7.241812,-0.00,-0.04,-0.02
7.244337,-0.00,-0.04,-0.01
7.246799,-0.00,-0.03,-0.01
7.249691,-0.01,-0.03,-0.01
7.254124,-0.01,-0.03,-0.01
7.254813,-0.01,-0.02,-0.01
7.256608,-0.01,-0.02,-0.02
7.259571,-0.02,-0.02,-0.01
7.261485,-0.02,-0.01,-0.02
7.264071,-0.02,-0.01,-0.01
7.266526,-0.02,-0.01,-0.01
7.271200,-0.02,-0.00,-0.01
7.271981,-0.02,-0.00,-0.01
7.274227,-0.02,0.00,-0.02
7.276527,-0.03,0.01,-0.01
7.279137,-0.03,0.01,-0.02
7.281425,-0.03,0.01,-0.02
7.284067,-0.03,0.01,-0.02
7.287561,-0.03,0.02,-0.02
7.289402,-0.04,0.02,-0.02
7.291309,-0.04,0.03,-0.02
7.293892,-0.04,0.04,-0.02
7.296549,-0.04,0.04,-0.02
7.298678,-0.05,0.05,-0.02
7.301112,-0.05,0.05,-0.02
7.304405,-0.05,0.06,-0.02
7.306094,-0.06,0.07,-0.03
7.310029,-0.07,0.07,-0.02
7.311066,-0.07,0.08,-0.02
7.313444,-0.07,0.08,-0.02
7.316503,-0.08,0.09,-0.02
7.321035,-0.08,0.08,-0.02
7.322038,-0.09,0.07,-0.02
7.323452,-0.10,0.05,-0.02
7.326113,-0.11,0.03,-0.03
7.329392,-0.11,0.02,-0.03
7.330712,-0.12,-0.01,-0.03
7.333217,-0.13,-0.03,-0.03
7.341865,-0.13,-0.05,-0.03
7.342934,-0.13,-0.07,-0.03
7.343437,-0.13,-0.09,-0.03
7.344993,-0.14,-0.10,-0.04
7.346026,-0.13,-0.12,-0.04
7.348788,-0.13,-0.13,-0.05
7.351077,-0.13,-0.15,-0.05
7.355068,-0.12,-0.16,-0.05
7.355881,-0.12,-0.16,-0.05
7.358049,-0.11,-0.16,-0.05
7.360390,-0.09,-0.16,-0.05
7.362930,-0.08,-0.17,-0.05
7.365354,-0.07,-0.16,-0.06
7.372113,-0.06,-0.15,-0.06
7.372965,-0.05,-0.15,-0.06
7.373337,-0.04,-0.14,-0.07
7.375291,-0.03,-0.13,-0.07
7.378135,-0.01,-0.12,-0.08
7.380009,-0.01,-0.12,-0.08
7.382490,-0.00,-0.11,-0.09
7.386927,0.00,-0.10,-0.10
7.388125,0.01,-0.09,-0.10
7.389917,0.01,-0.07,-0.10
7.392467,0.02,-0.07,-0.11
7.394875,0.02,-0.05,-0.11
7.397202,0.02,-0.04,-0.11
7.399689,0.01,-0.04,-0.11
7.402446,0.01,-0.03,-0.11
7.404736,0.00,-0.02,-0.11
7.407703,0.00,-0.02,-0.11
7.409541,-0.00,-0.02,-0.11
7.412087,-0.01,-0.02,-0.11
7.414540,-0.02,-0.02,-0.11
7.416987,-0.02,-0.02,-0.11
7.420896,-0.03,-0.02,-0.11
7.422889,-0.04,-0.02,-0.11
7.424871,-0.04,-0.02,-0.11
7.427648,-0.05,-0.03,-0.10
7.429501,-0.05,-0.03,-0.10
7.432046,-0.06,-0.04,-0.10
7.435204,-0.07,-0.04,-0.10
7.441854,-0.07,-0.04,-0.10
7.442674,-0.07,-0.04,-0.10
7.443052,-0.08,-0.04,-0.10
7.444430,-0.08,-0.05,-0.10
7.447420,-0.08,-0.05,-0.11
