time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001507,-0.0881,-0.0207,-0.1986,0.218
0.006669,-0.1401,-0.0458,-0.0560,0.158
0.008916,-0.1783,-0.0801,0.0740,0.209
0.012994,-0.1735,-0.0876,0.2814,0.342
0.020522,-0.1232,-0.1046,0.3873,0.420
0.024425,-0.0778,-0.1072,0.3590,0.383
0.027815,-0.0254,-0.0698,0.2594,0.270
0.032482,0.0339,-0.0376,0.1794,0.186
0.038390,0.0909,0.0179,0.1117,0.145
0.042624,0.1482,0.0252,0.0440,0.157
0.047597,0.1894,-0.0008,-0.0377,0.193
0.053067,0.1786,-0.0811,-0.0786,0.211
0.057836,0.1875,-0.0563,-0.1122,0.226
0.062586,0.1873,0.0230,-0.1506,0.241
0.069545,0.1898,0.0279,-0.2623,0.325
0.072266,0.1998,0.0069,-0.3803,0.430
0.077407,0.2056,0.0220,-0.3573,0.413
0.082221,0.1313,0.0015,-0.2894,0.318
0.087309,-0.0105,0.0266,-0.2104,0.212
0.092067,-0.1083,-0.0005,-0.1319,0.171
0.097171,-0.1841,-0.0509,-0.0419,0.196
0.103852,-0.2242,-0.0318,0.0169,0.227
0.106966,-0.2338,0.0418,0.0849,0.252
0.111898,-0.1987,0.1097,0.1215,0.257
0.122577,-0.2047,0.1032,0.0794,0.243
0.123263,-0.2680,0.0750,0.0495,0.283
0.127335,-0.2910,0.0445,0.0247,0.295
0.131415,-0.2956,0.0259,0.0312,0.298
0.136613,-0.3102,0.0075,0.0615,0.316
0.141625,-0.3299,-0.0226,0.0467,0.334
0.146685,-0.3498,-0.0571,0.0085,0.355
0.153235,-0.3510,-0.0106,-0.0317,0.353
0.156277,-0.2884,0.0447,0.0117,0.292
0.161885,-0.2766,0.0351,0.0973,0.295
0.169230,-0.1422,0.0467,0.0518,0.158
0.171017,-0.0451,0.1340,0.0993,0.173
0.176454,0.0672,0.1844,0.1391,0.241
0.180929,0.1757,0.1793,0.2048,0.324
0.188542,0.2570,0.2023,0.3314,0.466
0.190896,0.2880,0.1536,0.4281,0.538
0.196336,0.2882,0.1073,0.3503,0.466
0.202310,0.2439,0.0708,0.3179,0.407
0.205635,0.1986,0.0558,0.2640,0.335
0.210704,0.1736,0.0268,0.1887,0.258
0.215537,0.1284,0.0289,0.1375,0.190
0.222320,0.0751,0.0002,0.1197,0.141
0.225710,0.0140,-0.0091,0.1348,0.136
0.230415,-0.0572,-0.0159,0.1162,0.130
0.238915,-0.0769,-0.0650,0.1046,0.145
0.240379,-0.0767,-0.0945,0.0764,0.144
0.246047,0.0326,-0.0475,-0.0892,0.106
0.252323,0.2013,0.0469,-0.3785,0.431
0.255073,0.1604,0.1125,-0.6550,0.684
0.260024,0.0907,0.2043,-0.6103,0.650
0.264943,0.0496,0.2629,-0.6388,0.693
0.270465,0.0226,0.2293,-0.6639,0.703
0.274904,-0.0213,0.0993,-0.6477,0.656
0.279687,-0.0532,0.0043,-0.5361,0.539
0.285735,-0.0804,-0.0134,-0.4156,0.423
0.290326,-0.1314,-0.0473,-0.3907,0.415
0.294745,-0.1823,-0.0619,-0.2543,0.319
0.304105,-0.1970,-0.1142,-0.1522,0.274
0.305610,-0.1847,-0.1469,-0.0393,0.239
0.309382,-0.1504,-0.1840,0.0416,0.241
0.314703,-0.0706,-0.1399,0.1335,0.206
0.326810,-0.0075,-0.1035,0.2029,0.228
0.328338,0.0792,-0.0394,0.3212,0.333
0.329258,0.1609,0.0140,0.3856,0.418
0.339397,0.2326,0.0615,0.3824,0.452
0.339902,0.2518,0.0581,0.3621,0.445
0.343934,0.2499,0.0447,0.3723,0.451
0.352779,0.2510,0.0428,0.3557,0.437
0.353889,0.2023,0.0144,0.2226,0.301
0.358626,0.1801,0.0168,0.1237,0.219
0.363524,0.2220,0.0498,0.0991,0.248
0.368469,0.2036,0.0539,0.0155,0.211
0.373796,0.1585,0.0553,-0.0863,0.189
0.379131,0.1179,0.0019,-0.1562,0.196
0.388314,0.0818,-0.0107,-0.2207,0.236
0.389169,0.0645,0.0172,-0.2154,0.226
0.394289,0.0184,-0.0070,-0.2455,0.246
0.401593,0.0011,-0.0353,-0.3010,0.303
0.403140,-0.0139,-0.0081,-0.3889,0.389
0.408249,-0.0171,0.0220,-0.3449,0.346
0.413001,-0.0538,0.0333,-0.3506,0.356
0.421114,-0.0907,0.0332,-0.3867,0.399
0.422985,-0.1518,0.0501,-0.3577,0.392
0.427884,-0.1655,0.0436,-0.3165,0.360
0.434904,-0.1652,0.0209,-0.2398,0.292
0.437897,-0.1744,0.0225,-0.1610,0.238
0.443042,-0.1811,-0.0136,-0.0375,0.185
0.447830,-0.1399,-0.0255,0.0659,0.157
0.452729,-0.0917,-0.0256,0.1706,0.195
0.458072,-0.0361,-0.0070,0.2645,0.267
0.462381,0.0218,0.0016,0.2860,0.287
0.471528,0.0700,0.0171,0.2666,0.276
0.472433,0.1083,0.0746,0.2376,0.272
0.479703,0.1368,0.1266,0.2324,0.298
0.484389,0.1698,0.1184,0.2387,0.316
0.487233,0.2169,0.1026,0.2400,0.339
0.492411,0.2230,0.0937,0.1935,0.310
0.497259,0.1690,0.0795,0.1496,0.239
0.502102,0.1101,0.0244,0.1487,0.187
0.506941,0.0513,-0.0428,0.0810,0.105
0.512404,-0.0027,-0.0957,0.0184,0.097
0.521833,-0.0398,-0.1366,-0.0557,0.153
0.522850,-0.0911,-0.1558,-0.0792,0.197
0.526715,-0.1396,-0.1557,-0.1476,0.256
0.534821,-0.1805,-0.1745,-0.2533,0.357
0.537607,-0.2210,-0.1688,-0.3579,0.453
0.542608,-0.2659,-0.1626,-0.4421,0.541
0.547247,-0.2462,-0.1224,-0.5157,0.584
0.551595,-0.1745,-0.1342,-0.4908,0.538
0.556700,-0.0842,-0.0904,-0.4562,0.473
0.561169,-0.0159,-0.0585,-0.3622,0.367
0.568877,0.0782,-0.0596,-0.2569,0.275
0.571104,0.1218,-0.0559,-0.1453,0.198
0.577086,0.1418,-0.0475,-0.0183,0.151
0.584218,0.1434,-0.0632,0.0929,0.182
0.585941,0.1604,-0.0601,0.1242,0.212
0.591214,0.2140,-0.0477,0.1688,0.277
0.595730,0.2660,0.0072,0.0510,0.271
0.603700,0.2589,0.1189,-0.0730,0.294
0.605780,0.2996,0.2417,-0.1866,0.428
0.610545,0.3637,0.3136,-0.2848,0.558
0.620266,0.3817,0.3164,-0.3700,0.619
0.621155,0.3966,0.3288,-0.4138,0.661
0.625436,0.3769,0.3628,-0.5016,0.725
0.630956,0.3824,0.3660,-0.5287,0.748
0.638646,0.3435,0.3762,-0.5573,0.755
0.640140,0.3058,0.3723,-0.5209,0.710
0.645057,0.2577,0.3495,-0.4509,0.626
0.650690,0.2281,0.2892,-0.4000,0.544
0.655407,0.2148,0.2558,-0.3586,0.490
0.659645,0.2012,0.2016,-0.2387,0.372
0.667864,0.1925,0.1505,-0.1103,0.268
0.670621,0.1888,0.1308,-0.0375,0.233
0.674686,0.1710,0.1231,0.0157,0.211
0.679624,0.1322,0.1250,0.0921,0.204
0.691896,0.0968,0.1034,0.1393,0.199
0.692541,0.0962,0.0694,0.1107,0.162
0.694658,0.0326,-0.0273,-0.0527,0.068
0.704991,-0.0674,0.0217,0.1198,0.139
0.706003,-0.1070,0.1319,0.1458,0.224
0.709607,-0.1158,0.1197,0.1620,0.232
0.720910,-0.1108,0.0666,0.2063,0.243
0.721831,-0.0849,0.0275,0.2786,0.292
0.723948,-0.0761,-0.0122,0.3283,0.337
0.729058,-0.1269,-0.0503,0.3269,0.354
0.734132,-0.1992,-0.0798,0.2395,0.322
0.739322,-0.2505,-0.0931,0.1385,0.301
0.743918,-0.3066,-0.0830,0.1118,0.337
0.749787,-0.3175,-0.0946,0.0686,0.338
0.754104,-0.3739,-0.1347,-0.0287,0.398
0.758649,-0.4398,-0.1482,-0.1225,0.480
0.767096,-0.5388,-0.2037,-0.2078,0.612
0.769056,-0.6302,-0.1918,-0.2467,0.703
0.773945,-0.6667,-0.1887,-0.2466,0.735
0.778442,-0.6367,-0.1851,-0.2032,0.693
0.783756,-0.5904,-0.1645,-0.0625,0.616
0.789208,-0.4540,-0.1655,0.0912,0.492
0.793698,-0.3563,-0.1688,0.2103,0.447
0.799730,-0.2804,-0.1984,0.3376,0.482
0.803175,-0.2305,-0.1614,0.4349,0.518
0.808424,-0.1923,-0.1227,0.4667,0.519
0.813792,-0.1753,-0.1468,0.5214,0.569
0.819861,-0.1531,-0.1306,0.5109,0.549
0.823016,-0.1731,-0.1458,0.5071,0.555
0.827995,-0.1326,-0.1303,0.4601,0.496
0.832902,-0.0797,-0.1124,0.3869,0.411
0.837937,-0.0600,-0.1206,0.2645,0.297
0.842832,-0.0287,-0.1095,0.1932,0.224
0.849490,0.0019,-0.0556,0.1727,0.181
0.857178,0.0055,-0.0474,0.1121,0.122
0.858063,-0.0631,-0.0255,0.0449,0.082
0.862767,-0.1532,-0.0846,0.0830,0.194
0.867686,-0.1955,-0.1027,0.0355,0.224
0.873961,-0.2167,-0.0112,-0.0229,0.218
0.877415,-0.1742,0.0133,0.0264,0.177
0.882386,-0.1318,-0.0383,0.1751,0.222
0.888375,-0.0274,-0.1156,0.3531,0.373
0.892571,0.0743,-0.0999,0.4248,0.443
0.897938,0.1137,-0.0561,0.5145,0.530
0.902194,0.1270,0.0128,0.6409,0.653
0.907010,0.1286,0.0779,0.6847,0.701
0.911777,0.1708,0.0870,0.6680,0.695
0.917921,0.1774,0.0738,0.6341,0.663
0.921771,0.2128,0.0697,0.5453,0.590
0.926623,0.2315,0.0274,0.4238,0.484
0.931844,0.1817,0.0611,0.3788,0.425
0.937596,0.1588,0.1324,0.3387,0.397
0.941579,0.1456,0.1483,0.2157,0.300
0.948315,0.0918,0.1259,0.1079,0.190
0.951466,0.0692,0.0823,0.0131,0.108
0.956511,0.1176,0.1032,-0.0120,0.157
0.961452,0.1246,0.2092,0.0416,0.247
0.966546,0.0550,0.2523,-0.0002,0.258
0.971351,-0.0312,0.1997,-0.0464,0.207
0.976104,-0.0884,0.1641,-0.0684,0.199
0.985118,-0.1855,0.1173,-0.1351,0.258
0.987591,-0.2652,0.0335,-0.2578,0.371
0.991700,-0.3823,-0.0088,-0.3292,0.505
0.999020,-0.4697,-0.0404,-0.3829,0.607
1.000826,-0.4802,-0.0449,-0.4144,0.636
1.006351,-0.4309,-0.0487,-0.3313,0.546
1.010583,-0.3222,-0.1043,-0.2914,0.447
1.018103,-0.2520,-0.1212,-0.2661,0.386
1.020682,-0.2151,-0.1400,-0.2625,0.367
1.026635,-0.2351,-0.1015,-0.3087,0.401
1.031945,-0.2358,-0.0604,-0.3544,0.430
1.035559,-0.2127,-0.0335,-0.4159,0.468
1.040719,-0.1688,-0.0040,-0.4384,0.470
1.045373,-0.1567,0.0068,-0.4270,0.455
1.052818,-0.1168,-0.0298,-0.3558,0.376
1.058374,-0.1016,-0.0399,-0.2468,0.270
1.065921,-0.0847,-0.0049,-0.0935,0.126
1.067346,0.0008,-0.0062,0.0773,0.078
1.070347,0.0692,0.0184,0.1776,0.191
1.075039,0.1157,0.0305,0.1650,0.204
1.088495,0.1286,0.0163,0.1620,0.207
1.089191,0.1393,-0.0076,0.1990,0.243
1.090232,0.1504,-0.0268,0.2235,0.271
1.094637,0.1499,-0.0789,0.1598,0.233
1.105239,0.1213,-0.0854,0.1583,0.217
1.106254,0.1387,-0.0705,0.1780,0.236
1.109621,0.1561,-0.0677,0.2044,0.266
1.118184,0.2094,-0.1080,0.2706,0.359
1.120062,0.2058,-0.1130,0.3190,0.396
1.124487,0.1717,-0.1588,0.2880,0.371
1.131223,0.1499,-0.1522,0.1668,0.271
1.134202,0.1115,-0.1315,0.0442,0.178
1.139102,0.1305,-0.1347,0.0366,0.191
1.144111,0.1306,-0.0954,0.0099,0.162
1.149009,0.0542,-0.1038,-0.1020,0.155
1.154165,-0.0388,-0.1145,-0.1960,0.230
1.158929,-0.1051,-0.1247,-0.1961,0.255
1.164677,-0.1449,-0.1441,-0.1913,0.280
1.168698,-0.1820,-0.1366,-0.2004,0.303
1.174170,-0.2331,-0.1643,-0.2493,0.379
1.181351,-0.2908,-0.1768,-0.3021,0.455
1.184150,-0.3196,-0.2123,-0.3445,0.516
1.188694,-0.3031,-0.2208,-0.2387,0.445
1.193694,-0.2583,-0.1836,-0.1715,0.360
1.198547,-0.1827,-0.1964,-0.0715,0.278
1.204101,-0.0673,-0.1783,0.0323,0.193
1.208568,0.0355,-0.1321,0.1446,0.199
1.214770,0.0478,-0.0984,0.2648,0.287
1.218262,0.0203,-0.0914,0.2553,0.272
1.223258,0.0006,-0.1203,0.2385,0.267
1.228091,0.0008,-0.1371,0.2713,0.304
1.235236,0.0520,-0.0493,0.3129,0.321
1.238091,0.1057,-0.0501,0.2541,0.280
1.243189,0.0810,-0.1009,0.2051,0.243
1.248026,0.0804,-0.0849,0.1872,0.221
1.252760,0.0946,-0.0858,0.2237,0.258
1.258167,0.0476,-0.0773,0.1931,0.213
1.264591,0.0532,-0.0737,0.0392,0.099
1.267609,0.0393,-0.1032,-0.0442,0.119
1.272823,0.0513,-0.0634,-0.0816,0.115
1.277279,0.0509,-0.0525,-0.0543,0.091
1.282540,0.0286,-0.1131,-0.0319,0.121
1.287885,0.0251,-0.1188,0.0378,0.127
1.292585,0.0287,-0.1176,0.0070,0.121
1.297947,-0.0063,-0.1450,-0.0852,0.168
1.302395,-0.0297,-0.1198,-0.0694,0.142
1.307031,-0.0106,-0.0831,-0.0584,0.102
1.314681,-0.0084,-0.0517,-0.0595,0.079
1.318088,-0.0161,-0.0254,-0.0700,0.076
1.322558,-0.0122,-0.0585,-0.1467,0.158
1.326962,0.0270,-0.0579,-0.1606,0.173
1.337460,0.0611,-0.0191,-0.0532,0.083
1.338437,0.1237,-0.0209,-0.0441,0.133
1.341856,0.1238,-0.0060,-0.1085,0.165
1.350232,0.1686,-0.0102,-0.1247,0.210
1.351724,0.2203,0.0497,-0.0174,0.227
1.356199,0.2507,0.0758,0.0033,0.262
1.367042,0.2312,0.0521,-0.1162,0.264
1.367825,0.2048,0.0100,-0.2154,0.297
1.371269,0.2167,0.0519,-0.2612,0.343
1.376015,0.2427,0.1247,-0.2873,0.396
1.383708,0.2203,0.1022,-0.3554,0.430
1.386150,0.2255,0.1088,-0.4127,0.483
1.390949,0.1964,0.1395,-0.3738,0.445
1.397820,0.1571,0.1320,-0.2468,0.321
1.400851,0.1132,0.0343,-0.1089,0.161
1.406029,0.0435,-0.0790,-0.0931,0.130
1.410578,-0.0330,-0.0580,-0.0819,0.106
1.415773,-0.0779,-0.0322,-0.0206,0.087
1.421345,-0.0823,-0.0565,0.0093,0.100
1.426295,-0.1271,-0.0663,0.1245,0.190
1.433512,-0.1025,-0.0644,0.2576,0.285
1.435675,-0.0518,-0.0082,0.3440,0.348
1.440470,-0.0679,0.0230,0.3864,0.393
1.447511,-0.0505,0.0439,0.4019,0.407
1.450322,-0.0283,0.0215,0.4049,0.406
1.455362,-0.0105,0.0463,0.3646,0.368
1.460131,0.0240,0.1135,0.2412,0.268
1.467616,0.0412,0.1232,0.0668,0.146
1.470285,0.0836,0.1209,0.0082,0.147
1.475088,0.0874,0.1186,0.1070,0.182
1.480572,0.0463,0.0997,0.1977,0.226
1.484956,0.0150,0.0877,0.1853,0.206
1.489958,0.0074,0.0308,0.1565,0.160
1.496972,0.0257,0.0382,0.2490,0.253
1.499647,0.0466,0.0855,0.3997,0.411
1.505655,0.0535,0.0939,0.4582,0.471
1.509907,0.0436,0.0375,0.4446,0.448
1.514380,0.0458,0.0428,0.4188,0.423
1.519438,0.0316,0.0973,0.3997,0.413
1.524639,-0.0088,0.1057,0.3494,0.365
1.533661,-0.0419,0.1184,0.2639,0.292
1.534428,-0.0750,0.1023,0.1694,0.212
1.540497,-0.1294,0.0623,0.1351,0.197
1.547165,-0.1761,0.0656,0.0988,0.212
1.550020,-0.2149,0.0384,-0.0037,0.218
1.554556,-0.2582,0.0688,-0.0622,0.274
1.559135,-0.2442,0.0969,-0.0296,0.264
1.566489,-0.2279,0.0798,0.0051,0.241
1.568831,-0.1475,0.0676,0.0064,0.162
1.574722,-0.1015,0.0745,0.0220,0.128
1.582581,-0.1512,0.0955,0.0494,0.185
1.583858,-0.1722,0.1043,0.0434,0.206
1.588944,-0.1954,0.0466,0.0755,0.215
1.593470,-0.1636,-0.0081,0.1263,0.207
1.599623,-0.1222,-0.0170,0.1316,0.180
1.603534,-0.1215,-0.0283,0.1130,0.168
1.608095,-0.0570,-0.0324,0.1208,0.137
1.616014,-0.0572,-0.0081,0.2424,0.249
1.618282,-0.0546,0.0036,0.3483,0.353
1.623098,-0.0489,-0.0492,0.3767,0.383
1.636311,-0.0737,-0.0687,0.3141,0.330
1.637389,-0.1219,-0.0458,0.2349,0.269
1.639478,-0.1457,0.0030,0.1443,0.205
1.642931,-0.1263,0.0300,0.0663,0.146
1.651542,-0.1023,0.0758,-0.0681,0.144
1.652622,-0.1429,0.1216,-0.2152,0.285
1.657470,-0.1358,0.1343,-0.2750,0.335
1.663797,-0.1620,0.0910,-0.3644,0.409
1.667569,-0.1851,0.0182,-0.3907,0.433
1.672326,-0.1860,-0.0146,-0.3162,0.367
1.681161,-0.1027,-0.0554,-0.2252,0.254
1.682501,-0.1010,-0.1638,0.0692,0.205
1.687109,-0.1563,-0.2519,0.2179,0.368
1.692248,-0.2396,-0.3648,0.2316,0.494
1.698687,-0.2798,-0.3719,0.3161,0.563
1.702240,-0.2236,-0.1579,0.2688,0.384
1.706769,-0.2835,-0.1881,0.2809,0.441
1.714510,-0.3780,-0.2516,0.2782,0.533
1.717189,-0.3763,-0.2605,0.2655,0.529
1.721826,-0.3579,-0.3009,0.2571,0.534
1.736220,-0.3304,-0.2374,0.2837,0.496
1.737276,-0.2250,-0.1301,0.2336,0.349
1.738201,-0.1591,-0.0199,0.1454,0.217
1.742215,-0.1229,0.0651,0.0294,0.142
1.748870,-0.0473,0.1562,-0.1023,0.193
1.751460,0.0128,0.2251,-0.2113,0.309
1.756523,0.0454,0.2462,-0.3449,0.426
1.763103,0.1077,0.2983,-0.3723,0.489
1.766232,0.1667,0.3242,-0.3348,0.495
1.771608,0.1938,0.3052,-0.2686,0.450
1.778874,0.2769,0.3436,-0.2238,0.495
1.781422,0.3755,0.3980,-0.0750,0.552
1.786309,0.4540,0.3945,0.0463,0.603
1.791016,0.5026,0.3905,0.0169,0.637
1.798806,0.5261,0.4124,-0.0171,0.669
1.801006,0.5533,0.3955,0.0419,0.681
1.806720,0.5868,0.3972,0.0811,0.713
1.812577,0.5581,0.2824,0.0963,0.633
1.816057,0.5176,0.2253,0.0660,0.568
1.821465,0.5179,0.2186,0.0455,0.564
1.826565,0.5420,0.2261,0.0369,0.588
1.833414,0.5090,0.2261,0.0329,0.558
1.835552,0.4999,0.2450,0.0051,0.557
1.840523,0.4503,0.1945,-0.0986,0.500
1.849067,0.3602,0.1731,-0.2250,0.459
1.850286,0.3107,0.1541,-0.2598,0.433
1.855526,0.2614,0.1213,-0.2704,0.395
1.862270,0.2073,0.0916,-0.2970,0.374
1.869588,0.0652,0.0531,-0.3369,0.347
1.870340,-0.0406,0.0061,-0.3141,0.317
1.879273,-0.1553,-0.0640,-0.1865,0.251
1.883266,-0.2666,-0.1855,0.0042,0.325
1.890227,-0.2789,-0.2612,0.2071,0.435
1.891590,-0.2428,-0.3131,0.3434,0.524
1.894458,-0.2445,-0.3631,0.3898,0.586
1.899541,-0.2980,-0.3755,0.3518,0.595
1.904460,-0.3242,-0.3265,0.3181,0.559
1.910250,-0.3138,-0.2806,0.2700,0.500
1.914647,-0.2837,-0.2255,0.1935,0.411
1.919137,-0.2653,-0.1826,0.0440,0.325
1.924458,-0.2448,-0.1182,-0.0967,0.289
1.931444,-0.1865,-0.0230,-0.1339,0.231
1.934163,-0.1195,0.0431,-0.1608,0.205
1.939002,-0.0584,0.0518,-0.1800,0.196
1.945024,-0.0675,0.0724,-0.2367,0.257
1.948815,-0.0847,0.0477,-0.2236,0.244
1.953884,-0.0596,0.0161,-0.1509,0.163
1.961661,0.0125,0.0297,0.0232,0.040
1.963734,0.0269,-0.0425,0.1696,0.177
1.968781,0.0416,-0.0979,0.2526,0.274
1.974218,0.0445,-0.1009,0.3155,0.334
1.979469,-0.0022,-0.0997,0.3441,0.358
1.983537,-0.0172,-0.0966,0.3125,0.328
1.988448,-0.0320,-0.0892,0.2310,0.250
1.995649,-0.0084,-0.1202,0.1854,0.221
1.998544,0.0177,-0.1178,0.1375,0.182
2.003217,0.0084,-0.0775,0.0756,0.109
2.008248,0.0088,-0.0399,-0.0760,0.086
2.013444,0.0113,-0.0620,-0.1765,0.187
2.018215,0.0159,-0.0529,-0.2046,0.212
2.023093,0.0107,-0.0700,-0.2158,0.227
2.032273,0.0074,-0.0323,-0.2622,0.264
2.033147,0.0394,-0.0470,-0.2582,0.265
2.037971,-0.0025,-0.0803,-0.2516,0.264
2.045031,-0.0488,-0.1155,-0.2377,0.269
2.047683,0.0026,-0.0981,-0.2381,0.258
2.052800,0.0200,-0.0522,-0.2241,0.231
2.057774,0.0442,-0.0330,-0.0962,0.111
2.062692,0.0827,-0.0640,-0.0266,0.108
2.067548,0.1208,-0.0333,-0.0433,0.133
2.072603,0.1704,-0.0365,-0.0531,0.182
2.077882,0.2007,-0.0590,-0.0678,0.220
2.082235,0.2093,-0.0838,-0.1180,0.254
2.087238,0.2224,-0.0799,-0.0966,0.255
2.094519,0.2785,-0.0502,-0.0447,0.286
2.097058,0.2963,0.0005,-0.0482,0.300
2.102092,0.3020,0.0481,-0.0945,0.320
2.106997,0.3220,0.0691,-0.0384,0.332
2.112407,0.3326,0.0898,-0.0685,0.351
2.116954,0.2979,0.0745,-0.1697,0.351
2.122116,0.2465,0.0595,-0.2793,0.377
2.130808,0.1738,0.0330,-0.3520,0.394
2.132156,0.1133,-0.0286,-0.3430,0.362
2.136797,0.0604,-0.0869,-0.3836,0.398
2.144983,0.0056,-0.1227,-0.3902,0.409
2.146926,-0.0535,-0.1861,-0.4319,0.473
2.151923,-0.0743,-0.2105,-0.4513,0.504
2.156257,-0.1001,-0.2057,-0.3181,0.392
2.163342,-0.1090,-0.1960,-0.2001,0.301
2.166378,-0.1225,-0.2007,-0.1307,0.269
2.171393,-0.0933,-0.2649,-0.0928,0.296
2.179870,-0.1070,-0.2836,-0.0768,0.313
2.181448,-0.0850,-0.2858,-0.0492,0.302
2.186026,-0.0322,-0.2929,-0.0505,0.299
2.191101,-0.0511,-0.3000,-0.0067,0.304
2.197504,-0.0151,-0.3191,0.0579,0.325
2.200664,-0.0194,-0.2766,0.1263,0.305
2.205717,-0.0260,-0.2230,0.1534,0.272
2.214168,-0.0043,-0.1608,0.1421,0.215
2.215555,-0.0065,-0.1519,0.1234,0.196
2.220796,-0.0158,-0.1861,0.0736,0.201
2.234610,-0.0294,-0.2153,0.0123,0.218
2.235675,-0.0213,-0.1777,-0.0486,0.185
2.236619,-0.0203,-0.1401,-0.1325,0.194
2.240690,-0.0025,-0.1334,-0.1680,0.215
2.247385,-0.0367,-0.1073,-0.2055,0.235
2.250325,-0.0869,-0.0810,-0.2662,0.291
2.255517,-0.0841,-0.0686,-0.3070,0.326
2.262477,-0.0574,-0.0675,-0.3661,0.377
2.265210,-0.0687,-0.0587,-0.4101,0.420
2.270417,-0.0063,-0.0090,-0.4081,0.408
2.278025,0.0647,0.0314,-0.4293,0.435
2.279755,0.1676,0.0645,-0.3738,0.415
2.284647,0.2788,0.0949,-0.2000,0.356
2.289746,0.3245,0.1127,-0.0706,0.351
2.296297,0.3383,0.1108,-0.0683,0.362
2.299636,0.3444,0.1085,-0.0187,0.362
2.304362,0.2881,0.0889,-0.0030,0.302
2.311390,0.2914,0.0857,0.0076,0.304
2.315028,0.2639,0.0537,0.0392,0.272
2.319350,0.1707,0.0126,0.0110,0.171
2.330612,0.1307,-0.0447,-0.0596,0.150
2.331572,0.0844,-0.0416,-0.0796,0.123
2.335440,0.0794,-0.0049,-0.0353,0.087
2.338929,0.0751,0.0175,-0.0269,0.082
2.346919,0.0474,-0.0145,-0.0826,0.096
2.349239,0.0559,0.0016,-0.0831,0.100
2.353918,0.0956,0.0721,-0.0268,0.123
2.358957,0.1232,0.1255,-0.0873,0.196
2.363718,0.1030,0.1688,-0.1688,0.260
2.368843,0.0732,0.1764,-0.2350,0.303
2.373733,0.0455,0.1888,-0.2861,0.346
2.378912,0.0199,0.1822,-0.2986,0.350
2.383867,0.0177,0.1925,-0.3105,0.366
2.388649,0.0034,0.1651,-0.3006,0.343
2.393862,-0.0180,0.0981,-0.2998,0.316
2.398548,-0.0012,0.0416,-0.2226,0.227
2.403384,0.0272,0.0215,-0.1744,0.178
2.410476,0.0340,-0.0077,-0.1217,0.127
2.413695,0.0433,-0.0415,-0.0029,0.060
2.418340,0.0217,-0.0324,0.0743,0.084
2.423006,0.0385,-0.0568,0.1174,0.136
2.428929,0.0480,-0.0338,0.1172,0.131
2.433506,0.0314,0.0103,0.1026,0.108
2.438026,0.0054,0.0373,0.0405,0.055
2.446352,0.0032,0.0380,0.0408,0.056
2.447830,0.0103,0.0458,0.0555,0.073
2.452957,0.0101,0.0369,0.0321,0.050
2.459851,0.0239,0.0683,0.0493,0.088
2.462521,0.0467,0.0780,0.1280,0.157
2.467630,0.0836,0.0518,0.1894,0.213
2.472589,0.0538,0.0777,0.2429,0.261
2.477489,0.0076,0.0698,0.2339,0.244
2.482494,-0.0360,0.0474,0.2177,0.226
2.487329,-0.0649,0.0203,0.1682,0.181
2.496737,-0.1103,-0.0327,0.1120,0.161
2.498138,-0.1745,-0.0426,0.0634,0.191
2.502222,-0.1719,-0.0309,-0.0273,0.177
2.510402,-0.1861,-0.0523,-0.0790,0.209
2.512261,-0.2048,-0.0733,-0.1017,0.240
2.517390,-0.1640,-0.0535,-0.0907,0.195
2.522073,-0.1139,-0.0597,-0.0582,0.141
2.529159,-0.0356,-0.0373,-0.0261,0.058
2.532081,-0.0099,-0.0103,0.0057,0.015
2.536964,-0.0031,-0.0074,0.0418,0.043
2.543197,-0.0082,0.0097,0.0395,0.041
2.546857,0.0106,0.0147,0.0657,0.068
2.551710,0.0175,0.0219,0.1081,0.112
2.565263,0.0508,0.0265,0.0810,0.099
2.565887,0.0269,0.0238,0.0564,0.067
2.566576,0.0366,0.0450,0.0201,0.061
2.571575,0.0488,0.0661,-0.0277,0.087
2.584136,0.0561,0.0754,-0.1082,0.143
2.584838,0.0230,0.0850,-0.1878,0.207
2.586190,0.0187,0.0926,-0.2568,0.274
2.594907,0.0190,0.0698,-0.2559,0.266
2.595994,0.0310,0.0761,-0.2570,0.270
2.600889,0.0354,0.0494,-0.2221,0.230
2.608590,0.0277,0.0301,-0.1423,0.148
2.610849,0.0557,0.0442,-0.0868,0.112
2.615832,0.0430,0.0414,-0.0296,0.067
2.620511,0.0137,0.0030,-0.0037,0.015
2.628115,-0.0034,-0.0066,0.0339,0.035
2.630781,-0.0060,-0.0304,0.0829,0.089
2.635564,-0.0061,-0.0566,0.1622,0.172
2.642523,-0.0250,-0.0399,0.1671,0.174
2.645521,-0.0080,-0.0237,0.1954,0.197
2.650423,0.0232,-0.0222,0.2422,0.244
2.655068,-0.0004,-0.0044,0.2170,0.217
2.660086,-0.0119,0.0200,0.1870,0.188
2.665396,0.0074,0.0607,0.1335,0.147
2.670142,0.0286,0.1034,0.0543,0.120
2.680035,0.0399,0.1218,0.1160,0.173
2.680581,0.0486,0.1161,0.0939,0.157
2.685090,0.0359,0.1223,0.0410,0.134
2.699337,0.0352,0.0927,0.0170,0.101
2.699884,0.0299,0.0966,0.0407,0.109
2.700271,0.0107,0.1198,0.0429,0.128
