time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000914,-0.8229,-0.4103,-2.1363,2.326
0.002410,-0.7090,-0.2647,-1.6550,1.820
0.011503,-0.2172,-0.0255,-1.1006,1.122
0.012724,-0.0508,0.1462,-0.7346,0.751
0.015519,-0.0191,0.3346,-0.4933,0.596
0.026759,0.0157,0.3718,-0.3233,0.493
0.027828,0.0014,0.2831,-0.1433,0.317
0.030858,-0.0767,0.1030,-0.1855,0.226
0.042581,-0.1347,-0.0558,-0.3152,0.347
0.043856,-0.2269,-0.1482,-0.3797,0.466
0.045046,-0.3501,-0.2147,-0.4081,0.579
0.060360,-0.4468,-0.2250,-0.3938,0.637
0.061850,-0.4978,-0.2268,-0.3348,0.641
0.062948,-0.4742,-0.2464,-0.3050,0.615
0.065042,-0.3829,-0.2364,-0.2307,0.506
0.076812,-0.3261,-0.2375,-0.2046,0.452
0.078225,-0.3317,-0.2711,-0.2383,0.490
0.079872,-0.2831,-0.2708,-0.2717,0.477
0.093398,-0.2524,-0.2677,-0.3358,0.498
0.094731,-0.3593,-0.3355,-0.5109,0.709
0.095580,-0.4444,-0.3665,-0.5873,0.823
0.109944,-0.1195,-0.2621,-0.4896,0.568
0.111283,-0.2292,-0.2213,-0.4757,0.573
0.112125,-0.3788,-0.2507,-0.5900,0.745
0.114613,-0.2525,-0.2241,-0.7150,0.791
0.133778,-0.1285,-0.1520,-0.6843,0.713
0.135229,-0.1075,-0.1421,-0.6821,0.705
0.136037,-0.0446,-0.1155,-0.8103,0.820
0.136959,0.0474,-0.0278,-0.8895,0.891
0.142402,0.1325,-0.0031,-0.9486,0.958
0.144223,0.2565,0.0494,-1.0709,1.102
0.149035,0.3689,0.1579,-1.1157,1.186
0.159443,0.4722,0.1796,-1.1384,1.245
0.160217,0.4884,0.1774,-1.1414,1.254
0.163952,0.5668,0.1168,-1.2605,1.387
0.177032,0.6249,0.0467,-1.1574,1.316
0.177930,0.6053,0.0579,-1.0413,1.206
0.178939,0.6950,0.0172,-0.9640,1.189
0.192580,1.0072,-0.1071,-1.0491,1.458
0.193905,1.4839,-0.3947,-1.0838,1.879
0.194944,1.4449,-0.3563,-0.5932,1.602
0.198108,1.9437,-0.2711,-0.7037,2.085
0.209689,2.3673,-0.2884,-0.5790,2.454
0.210919,2.3265,-0.4053,-0.2946,2.380
0.213091,2.4715,-0.2807,-0.5819,2.555
0.226843,2.5973,-0.0279,-0.6996,2.690
0.228039,2.4687,0.1017,-0.4729,2.516
0.228919,2.3582,0.0421,-0.3704,2.387
0.243174,2.2336,-0.0608,-0.3314,2.259
0.244422,2.1172,-0.1072,-0.3389,2.147
0.245442,2.0899,-0.1622,-0.3779,2.130
0.247866,2.1135,-0.1814,-0.3622,2.152
0.259765,2.2457,-0.1753,-0.3445,2.279
0.260847,2.3946,-0.1398,-0.3221,2.420
0.262450,2.5549,-0.1399,-0.3141,2.578
0.276517,2.7792,-0.1786,-0.2892,2.800
0.277743,3.0066,-0.2541,-0.3903,3.042
0.278895,3.2208,-0.3572,-0.5450,3.286
0.293843,3.3479,-0.3746,-0.8219,3.468
0.295281,3.3520,-0.3263,-1.2010,3.576
0.296095,3.2302,-0.2083,-1.5364,3.583
0.297033,2.8512,-0.0309,-1.5119,3.227
0.310019,2.6537,0.1849,-1.8079,3.216
0.311446,3.2299,0.9307,-2.3203,4.084
0.311927,3.3405,1.4040,-1.7888,4.041
0.325731,3.3855,1.4341,-1.7795,4.085
0.326458,2.9853,1.1882,-0.7736,3.305
0.327047,2.7671,1.2371,0.4452,3.064
0.331672,3.0975,1.6091,-2.5443,4.319
0.339776,3.2393,1.2350,-2.9139,4.529
0.341266,3.1249,0.8322,-1.9133,3.757
0.346351,3.0770,0.4174,-2.4955,3.984
0.357963,3.1671,0.1208,-3.1479,4.467
0.359019,3.2644,0.0981,-3.6173,4.874
0.361139,3.7661,0.4147,-4.8115,6.124
0.376275,4.0225,0.4224,-5.0372,6.460
0.377357,3.7639,0.0497,-5.2353,6.448
0.378179,3.5993,-0.2179,-5.6620,6.713
0.380884,3.5559,-0.3608,-5.8245,6.834
0.392164,3.8006,-0.2070,-6.0254,7.127
0.393395,4.5462,0.3238,-6.2131,7.706
0.395925,5.0605,0.4490,-6.0516,7.901
0.409168,5.0560,-0.0658,-5.1377,7.209
0.410496,4.6600,-1.4287,-4.1545,6.404
0.411652,4.1010,-2.9742,-3.0174,5.897
0.425607,3.3619,-4.1009,-2.5124,5.868
0.427097,2.5535,-4.2528,-2.9776,5.786
0.428170,1.8726,-4.1502,-4.7356,6.569
0.430461,1.4848,-3.7486,-5.5957,6.897
0.442224,1.6893,-3.5919,-5.7407,6.979
0.443802,2.4206,-3.8241,-4.7493,6.560
0.445263,2.6655,-4.2123,-3.5588,6.125
0.460927,2.2306,-4.7364,-3.9179,6.539
0.462214,1.8697,-5.0889,-5.0570,7.414
0.463437,1.8792,-5.3226,-5.7708,8.072
0.476732,1.7867,-5.9922,-6.5007,9.020
0.478202,2.0605,-5.6446,-7.0546,9.267
0.479403,2.3210,-5.0508,-7.3609,9.224
0.480395,2.1441,-5.0633,-8.1119,9.800
0.491021,1.7997,-5.5053,-8.8411,10.569
0.492822,1.4271,-5.9033,-9.3638,11.161
0.494840,1.0473,-6.3619,-10.0685,11.956
0.508058,0.5754,-6.7923,-10.8362,12.802
0.509631,0.1961,-7.0783,-11.3693,13.394
0.510789,0.1232,-7.3239,-11.4860,13.623
0.515227,0.4104,-7.6188,-10.9268,13.327
0.525648,0.8906,-8.0356,-9.7993,12.704
0.527265,1.1414,-8.4731,-8.4484,12.020
0.529238,1.1400,-8.7181,-7.1233,11.316
0.550225,1.1152,-8.9745,-6.1506,10.937
0.551684,0.9780,-9.1537,-5.6968,10.826
0.552698,0.6289,-9.2084,-5.7714,10.886
0.553486,0.3219,-9.3332,-5.9844,11.092
0.554398,0.0650,-9.4894,-6.2426,11.359
0.559321,-0.0798,-9.6707,-6.2786,11.530
0.563926,-0.0277,-9.8971,-6.0502,11.600
0.575589,0.2409,-10.1040,-5.6467,11.577
0.576918,0.7513,-10.1848,-5.0257,11.382
0.579200,1.4758,-10.1444,-4.1329,11.053
0.592035,2.2763,-10.1163,-2.8826,10.762
0.593506,3.0097,-10.0057,-1.6639,10.580
0.594607,3.6182,-9.7214,-0.5756,10.389
0.609348,4.2498,-9.3862,0.0794,10.304
0.610712,5.0885,-9.1589,0.9077,10.517
0.611611,6.1175,-9.1971,2.0281,11.231
0.613179,7.4884,-8.4511,2.5177,11.569
0.625651,8.9738,-7.1431,3.5513,12.007
0.627091,10.2816,-6.0097,4.5613,12.753
0.628305,11.5691,-4.9083,5.5921,13.755
0.641967,12.9475,-3.9279,6.9751,15.222
0.643787,14.2272,-3.1659,8.6314,16.939
0.644769,15.4732,-2.6399,9.7803,18.494
0.652708,16.5355,-2.1343,10.3096,19.603
0.653969,17.3180,-1.4845,10.3501,20.230
0.659942,17.9095,-0.7554,9.9472,20.500
0.663075,18.4012,-0.1138,9.2579,20.599
0.672796,18.7123,0.3838,8.4075,20.518
0.673590,18.8158,0.6719,7.3216,20.201
0.677411,18.7254,0.9595,6.0535,19.703
0.686502,18.5617,1.3282,4.7533,19.207
0.687389,18.4111,1.5754,3.5577,18.818
0.692114,18.3309,1.7615,2.5497,18.591
0.697010,18.3183,2.0018,1.7917,18.514
0.702788,18.3681,2.3844,1.1726,18.559
0.707007,18.4338,2.9685,0.6150,18.681
0.711809,18.4596,3.6002,0.1087,18.808
0.719306,18.4473,4.2243,-0.3778,18.929
0.722016,18.3442,4.8720,-0.9305,19.003
0.726587,18.1759,5.4735,-1.5454,19.045
0.738992,17.9497,6.0410,-2.1736,19.063
0.740222,17.5247,6.5316,-2.5310,18.873
0.741582,16.8830,6.9531,-2.7459,18.464
0.746350,16.1599,7.2775,-3.0195,17.978
0.757238,15.3822,7.4126,-3.3702,17.405
0.758850,14.6225,7.4570,-3.7044,16.827
0.761416,13.7358,7.4235,-3.9175,16.097
0.781718,12.8212,7.4560,-4.1651,15.405
0.783099,11.9391,7.3993,-4.4304,14.728
0.784079,10.9254,7.2327,-4.6817,13.914
0.785041,9.8815,7.1573,-4.9180,13.155
0.795167,8.8820,7.0895,-5.1386,12.472
0.796243,7.9029,6.9672,-5.2738,11.782
0.797062,7.0356,6.7837,-5.3137,11.124
0.807241,6.2652,6.6346,-5.2247,10.515
0.808557,5.3036,6.4199,-5.1486,9.790
0.810845,4.2572,6.1118,-5.1540,9.058
0.824267,3.4680,5.9494,-4.9351,8.472
0.825667,2.6585,5.7530,-4.5140,7.781
0.826609,1.6082,5.3571,-4.3758,7.102
0.841449,0.3391,4.6948,-4.5167,6.524
0.842874,-1.7578,3.2908,-5.8704,6.956
0.844081,-3.7721,2.2653,-6.4479,7.806
0.845703,-5.2640,1.7020,-6.2727,8.364
0.857328,-6.5528,0.7618,-5.6816,8.706
0.858837,-7.0891,0.2689,-4.2320,8.261
0.860218,-7.2040,-0.0035,-2.4720,7.616
0.874221,-7.2534,-0.2025,-1.0377,7.330
0.876148,-6.7144,0.0210,-0.5749,6.739
0.877010,-5.7725,0.8828,-1.0812,5.939
0.890292,-4.8864,2.0924,-1.9288,5.655
0.891954,-3.9374,2.9815,-2.2609,5.432
0.893039,-2.5097,3.3491,-2.0635,4.666
0.895249,-1.1485,3.4821,-1.4408,3.940
0.907914,-0.0894,3.8948,-0.7981,3.977
0.909326,1.2320,4.3163,0.2201,4.494
0.909890,2.5590,3.2207,2.9240,5.047
0.926027,1.9214,-0.0792,3.3111,3.829
0.927435,0.5448,-0.0201,2.4294,2.490
0.928143,-1.3916,-0.0156,1.7030,2.199
0.929134,-2.4545,-0.9560,1.6004,3.082
0.942799,-2.6711,-1.8801,2.0993,3.883
0.944455,-2.3868,-1.3142,1.4183,3.072
0.945544,-2.1831,-0.4690,0.6309,2.320
0.958961,-1.5278,-0.3202,0.3257,1.595
0.960446,-0.5363,-0.1607,0.0402,0.561
0.961212,0.3974,0.0964,0.2795,0.495
0.973943,0.9555,0.3788,0.7680,1.283
0.974943,1.1114,0.3177,1.0407,1.555
0.975612,1.2170,0.1738,0.9530,1.555
0.978499,1.3837,0.0755,0.8174,1.609
0.991315,1.2697,-0.0933,2.1666,2.513
0.992554,1.0530,0.3865,1.9241,2.227
0.993329,0.8823,0.4977,0.9551,1.392
1.013689,0.9048,0.2077,0.4964,1.053
1.014277,0.8027,-0.2339,0.1711,0.853
1.015151,0.5242,-0.4605,0.0818,0.703
1.015808,0.3091,0.0694,0.1700,0.360
1.028935,0.1781,0.4845,0.6164,0.804
1.029589,0.0500,0.2007,2.1177,2.128
1.030146,-0.0812,-1.0589,1.1781,1.586
1.038303,-0.4604,-2.0471,-0.6111,2.185
1.039956,-0.9676,-1.8884,-0.7027,2.235
1.043197,-1.1494,-1.4921,-0.4505,1.937
1.056741,-1.0954,-1.3939,-0.3645,1.810
1.058354,-0.9973,-1.1773,-0.2846,1.569
1.059736,-0.7048,0.0002,0.0044,0.705
1.072694,-0.1469,0.3299,0.0834,0.371
1.073589,0.7462,-0.4947,-0.3444,0.959
1.074439,1.5303,-1.1966,-0.6292,2.042
1.077722,1.5941,-1.6020,-0.3694,2.290
1.088321,0.8746,-1.9727,0.3017,2.179
1.089553,0.2260,-1.7716,0.7462,1.936
1.092088,0.2001,-1.8715,1.4076,2.350
1.104905,0.7775,-2.4534,2.0477,3.289
1.106150,1.3843,-2.5665,2.2012,3.654
1.107121,1.7004,-2.1746,1.7354,3.261
1.111981,1.9319,-1.7618,1.5115,3.020
1.122465,1.8551,-1.3898,1.3853,2.700
1.123693,1.7915,-1.2256,0.9243,2.359
1.126823,2.0366,-1.6613,0.5025,2.676
1.141184,2.3240,-2.0009,0.1784,3.072
1.142500,2.1526,-1.7593,0.0998,2.782
1.143579,1.3103,-1.1012,0.0322,1.712
1.158267,0.4924,-0.0297,0.3889,0.628
1.159566,0.7235,0.5437,0.3482,0.970
1.160235,1.5684,-0.1631,-0.7364,1.740
1.161412,1.9119,-1.4421,-1.9523,3.090
1.172381,1.2908,-1.4537,-1.5886,2.511
1.173903,0.7786,-0.8312,-1.4326,1.830
1.176258,0.4154,1.0421,-0.5221,1.237
1.188901,-0.4847,3.7721,12.7550,13.310
1.190331,0.6613,-0.2949,10.0414,10.067
1.191491,1.7413,-3.5183,-0.8989,4.027
1.205225,1.7725,-4.0112,-3.7320,5.758
1.206977,1.4252,-2.3048,-2.1552,3.462
1.208080,1.1277,-0.6041,-0.6541,1.437
1.210796,0.7787,0.1206,-0.2724,0.834
1.221974,-0.4255,-0.7310,0.1423,0.858
1.223477,-0.3663,-1.0303,-0.8148,1.364
1.225448,0.1199,0.0304,-1.8560,1.860
1.239335,-0.1755,0.1593,-1.2317,1.254
1.240738,-0.1357,-0.4627,-1.0269,1.134
1.241920,-0.3048,-0.2118,-1.0282,1.093
1.262038,-0.1585,-0.6712,-0.2716,0.741
1.264095,0.8978,-0.2869,0.2157,0.967
1.264890,1.3256,-0.5219,1.1373,1.823
1.265683,0.8551,-1.2072,1.8872,2.398
1.266577,0.2756,-1.9634,2.1441,2.920
1.274912,0.6346,-1.4049,1.8632,2.418
1.276137,0.8359,-0.6650,1.7680,2.066
1.293120,1.2420,-0.6989,1.5764,2.125
1.294833,1.5036,-0.9456,1.3456,2.228
1.295843,1.4566,-1.1175,1.0545,2.117
1.296791,1.1258,-1.0139,0.7723,1.701
1.309165,0.7325,-0.9479,0.5202,1.306
1.310927,0.4586,-1.2202,0.3528,1.350
1.311892,0.2806,-1.4710,0.3048,1.528
1.328581,0.1943,-1.6784,0.2674,1.711
1.330216,0.1398,-1.8234,0.2974,1.853
1.331537,0.1865,-1.8585,0.2246,1.881
1.332587,-0.0501,-2.1095,0.2189,2.121
1.342338,-0.3141,-2.7799,0.2089,2.805
1.343728,0.2297,-1.9423,-0.3458,1.986
1.344636,0.8518,-1.1159,-0.0872,1.407
1.359336,1.3684,-1.2609,0.2773,1.881
1.360789,1.4460,-1.6819,0.8815,2.387
1.361690,1.2565,-1.9645,1.3023,2.671
1.375767,1.0908,-1.8855,1.1110,2.445
1.377232,0.4884,-1.6072,0.6337,1.795
1.378159,0.6986,-1.7022,0.5545,1.922
1.390519,0.7307,-1.8421,0.3915,2.020
1.391979,0.6316,-2.0669,0.7268,2.280
1.393083,0.2758,-2.0025,0.7742,2.165
1.393933,0.1379,-1.8569,0.4892,1.925
1.411577,0.4038,-1.5526,1.4328,2.151
1.413084,0.6611,-1.0910,1.4194,1.908
1.414038,0.9901,-0.6732,0.8960,1.495
1.414853,1.5425,-0.6243,0.9226,1.903
1.424803,1.7948,0.5362,0.1769,1.882
1.426013,1.7766,1.7259,0.0985,2.479
1.444683,1.4172,1.5229,0.2148,2.091
1.445390,0.7935,0.5938,0.1943,1.010
1.445831,0.6607,0.5946,-0.1350,0.899
1.446492,0.8891,0.9549,0.8572,1.561
1.454274,0.8936,1.3208,0.8757,1.819
1.455284,0.8571,1.3319,0.6790,1.723
1.457803,0.7603,0.9513,1.1765,1.693
1.471185,0.0879,1.1739,1.1785,1.666
1.471940,0.3421,1.1768,1.3497,1.823
1.472443,0.4128,1.3441,2.0375,2.476
1.487040,0.2291,1.7656,1.3553,2.238
1.487969,0.1968,1.6315,1.7249,2.382
1.488572,0.4529,1.5426,1.9255,2.508
1.492683,0.4727,2.3379,0.7197,2.491
1.505310,0.6599,1.9676,0.2388,2.089
1.506140,0.5915,1.5613,-0.8262,1.863
1.507214,0.3979,2.3919,-0.6117,2.501
1.529973,0.6855,2.6668,-1.0079,2.932
1.532654,0.0475,2.2461,-0.3803,2.279
1.533522,-0.0042,3.0731,-2.2219,3.792
1.535425,0.0334,2.9041,-2.5308,3.852
1.536401,0.1279,1.5361,-0.6131,1.659
1.537666,-0.1544,1.1253,0.8924,1.444
1.549577,0.5194,1.3139,1.4540,2.027
1.551182,0.6636,0.9346,3.2484,3.445
1.552113,0.4195,1.0045,2.2292,2.481
1.560985,0.8068,1.2944,-1.3624,2.045
1.562326,0.0077,1.1970,-1.1580,1.665
1.575022,0.2987,0.4153,1.9889,2.054
1.575908,0.5288,0.6779,-0.3334,0.922
1.576671,0.3755,1.3267,-0.1480,1.387
1.593054,1.3020,0.6619,3.8605,4.128
1.594158,1.8536,-0.3575,5.7345,6.037
1.594998,1.7814,-0.1438,3.3068,3.759
1.595755,1.8522,-0.0080,5.8946,6.179
1.603650,2.2178,-0.0319,8.7460,9.023
1.606165,2.3940,0.9982,4.7335,5.398
1.622155,1.2904,0.2162,7.8472,7.956
1.623141,1.9781,-0.2991,5.9546,6.282
1.624134,1.2366,0.4403,3.3536,3.601
1.625690,1.1178,0.9274,-3.4976,3.787
1.641032,1.0924,0.6010,-2.0892,2.433
1.642358,0.9239,1.2391,-5.0341,5.266
1.643222,1.8457,1.8610,-8.3586,8.760
1.657300,1.6042,1.9864,-6.8913,7.349
1.658602,1.9580,2.4377,-6.9827,7.651
1.659587,2.4108,2.8258,-5.5133,6.648
1.660420,2.7140,3.3283,-4.3417,6.107
1.670910,2.3056,3.0175,-0.1882,3.802
1.671999,3.1268,2.4235,-2.3273,4.590
1.679226,4.5067,3.0903,-1.1820,5.591
1.680082,3.0002,3.0849,-1.8050,4.666
1.687034,2.3463,2.5942,-2.9633,4.584
1.689712,3.2275,2.2223,-3.6582,5.361
1.698871,4.9966,2.9237,-2.0759,6.150
1.699650,4.1831,2.8234,-3.1964,5.974
1.704400,0.8762,2.3302,1.6299,2.976
1.714288,-0.0122,2.5375,2.9756,3.911
1.714865,1.2198,2.7797,-0.9074,3.168
1.719326,2.9409,3.1830,-3.2305,5.405
1.724320,4.4224,4.0309,-1.4527,6.158
1.736764,4.8239,4.0222,0.8287,6.335
1.737637,5.5761,3.5322,1.0712,6.687
1.739288,6.5166,3.0758,0.4224,7.218
1.755174,6.9221,2.9274,0.6986,7.548
1.755984,6.8428,2.0708,-3.2449,7.851
1.756917,5.4739,0.4405,-9.5185,10.989
1.758996,2.8555,-1.4829,-12.0845,12.506
1.771338,0.7469,-3.1549,-11.3551,11.809
1.772709,0.0878,-3.8666,-8.8047,9.617
1.773744,0.1737,-3.8481,-3.6470,5.305
1.788779,0.1481,-2.8912,-0.1387,2.898
1.790020,-0.3628,-1.4899,-0.1031,1.537
1.791254,-0.8726,-0.0650,-1.8159,2.016
1.802609,-0.9464,1.3682,-2.8350,3.287
1.803999,-0.8316,2.3886,-2.6163,3.639
1.804872,-0.5129,2.9419,-2.2857,3.761
1.808619,0.0519,3.0208,-1.7890,3.511
1.819186,0.7602,2.9119,-1.3057,3.281
1.820423,1.5342,2.9284,-0.6542,3.370
1.823243,2.3126,2.5218,0.5140,3.460
1.837645,2.7831,2.0636,1.0231,3.613
1.838797,2.4052,1.9934,0.5276,3.168
1.839482,1.9036,1.3042,0.2490,2.321
1.854782,1.5301,0.8430,0.0012,1.747
1.855689,1.2944,0.9083,-0.0306,1.582
1.856370,1.0758,0.9809,-0.0846,1.458
1.857991,0.9230,1.3447,1.0035,1.915
1.869222,1.0434,1.6446,2.1234,2.881
1.870154,1.1614,1.8598,2.6529,3.442
1.872607,1.0980,1.6548,2.4669,3.167
1.885468,1.0221,1.5437,2.5319,3.137
1.886414,0.8562,1.0780,2.0834,2.497
1.888205,0.7436,1.3124,1.6737,2.253
1.893115,0.6300,2.8186,0.0732,2.889
1.908222,0.6672,4.2657,-3.0292,5.274
1.909254,0.7484,4.5509,-3.5641,5.829
1.909969,1.2174,5.2277,-1.5155,5.577
1.917623,1.3438,5.4489,-0.5265,5.637
1.918425,1.2052,5.2054,-0.5168,5.368
1.922203,1.1230,5.1292,-0.8858,5.325
1.938977,1.1846,4.8445,-1.1679,5.122
1.940267,1.1128,5.3055,-1.3988,5.599
1.941131,0.6967,4.8680,-1.6819,5.197
1.941794,0.1566,3.9417,-1.3045,4.155
1.952739,0.1782,3.5814,-1.3950,3.848
1.953754,0.6878,3.8913,-0.8185,4.036
1.956728,-1.5533,-0.0143,-1.2035,1.965
1.969204,-3.6759,-4.9787,-2.7626,6.777
1.970792,-4.1227,-11.1161,-1.8570,12.001
1.972147,-4.8934,-18.2230,-0.8493,18.888
1.985336,-4.9241,-23.6460,-0.9877,24.173
1.986957,-4.2310,-27.2861,-0.2225,27.613
1.988074,-2.7213,-27.2701,2.8353,27.552
1.991050,-1.4486,-22.5389,4.2973,22.991
2.002017,-0.8007,-16.0522,3.7727,16.509
2.003500,-0.4711,-10.5936,2.9627,11.010
2.006111,-0.2168,-6.3452,2.4114,6.791
2.018293,-0.0911,-3.1467,1.7849,3.619
2.019671,0.0945,-0.6779,0.7014,0.980
2.020544,0.3362,1.0964,-0.2803,1.181
2.036061,0.5510,2.4003,-0.8033,2.590
2.037877,0.7063,3.3636,-1.0204,3.585
2.039007,0.8173,4.0376,-1.2842,4.315
2.040510,0.8802,4.4371,-1.4514,4.751
2.051343,0.9966,4.6536,-1.5177,4.995
2.053307,1.1266,4.5607,-1.5381,4.943
2.055568,1.2228,4.2474,-1.4561,4.654
2.068552,1.2933,3.7066,-1.2729,4.127
2.071561,1.2821,3.0389,-0.9615,3.436
2.072758,1.2201,2.2657,-0.6004,2.642
2.083998,1.0028,1.5041,-0.1672,1.815
2.085324,0.6759,0.3715,0.2192,0.802
2.086120,0.2291,-0.8971,0.3978,1.008
2.089852,-0.2526,-1.7796,0.3217,1.826
2.104310,-0.6040,-2.3910,0.0046,2.466
2.106825,-0.7139,-2.9274,-0.1480,3.017
2.108525,-0.7823,-3.2163,-0.3572,3.329
2.110061,-0.7320,-3.2481,-0.4711,3.363
2.121715,-0.3483,-3.2095,-0.4078,3.254
2.123022,0.1524,-3.0288,-0.3677,3.055
2.124344,0.6339,-2.7897,-0.1213,2.863
2.143914,1.0441,-2.4898,0.1564,2.704
2.145033,1.4099,-2.1362,0.4055,2.591
2.145763,1.8047,-1.6525,0.5353,2.505
2.146597,2.3415,-1.0273,0.6464,2.637
2.154916,2.8713,-0.3305,0.6416,2.961
2.155913,3.2569,0.3154,0.5311,3.315
2.167766,3.2641,0.8430,0.5349,3.413
2.168128,2.7792,1.0228,0.5380,3.010
2.168783,1.9246,0.8530,0.3635,2.136
2.173528,0.7329,0.7623,0.1403,1.067
2.198433,0.2423,0.6501,-0.0265,0.694
2.199410,0.0757,0.5092,0.0323,0.516
2.199726,-0.1495,0.2989,0.1741,0.377
2.200053,-0.3994,0.0457,0.3142,0.510
2.200415,-0.5630,-0.1499,0.3756,0.693
2.203826,-0.6021,-0.2569,0.3443,0.740
2.214086,-0.6027,-0.3088,0.2994,0.741
2.214600,-0.5123,-0.4086,0.1792,0.679
2.218065,-0.3522,-0.4221,0.0102,0.550
2.223118,-0.1562,-0.4117,-0.1520,0.466
2.234821,0.0087,-0.3367,-0.2662,0.429
2.235798,0.1570,-0.2331,-0.3464,0.446
2.237954,0.2906,-0.0771,-0.4022,0.502
2.248537,0.3832,-0.0049,-0.3902,0.547
2.249380,0.4323,0.0671,-0.3775,0.578
2.253062,0.4356,0.0816,-0.3308,0.553
2.268683,0.4342,0.0985,-0.2479,0.510
2.269542,0.4114,0.1179,-0.1647,0.459
2.270265,0.3961,0.1468,-0.1055,0.435
2.272621,0.3524,0.1686,-0.0798,0.399
2.284297,0.3282,0.1425,-0.0541,0.362
2.285159,0.2971,0.0687,-0.0333,0.307
2.287550,0.2804,0.0357,-0.0364,0.285
2.299794,0.2566,-0.0045,0.0011,0.257
2.300576,0.2496,-0.0398,-0.0284,0.254
2.302434,0.2523,-0.0487,-0.0458,0.261
2.307759,0.2357,-0.0360,-0.0104,0.239
2.317972,0.2383,-0.0497,0.0084,0.244
2.319147,0.2577,-0.0657,0.0320,0.268
2.322224,0.2604,-0.0578,0.0868,0.281
2.337624,0.2726,-0.0450,0.0535,0.281
2.338793,0.2801,-0.0299,0.0942,0.297
2.339360,0.2683,-0.0531,0.0775,0.284
2.351593,0.2780,0.0026,0.0175,0.279
2.352332,0.2807,0.0343,-0.0305,0.284
2.352987,0.2571,0.0564,-0.0810,0.275
2.356519,0.2552,0.0378,-0.1029,0.278
2.367185,0.2366,0.0479,-0.1800,0.301
2.368034,0.2204,0.0795,-0.1948,0.305
2.371337,0.2355,0.0728,-0.2143,0.327
2.383561,0.2267,0.0590,-0.2028,0.310
2.384409,0.2298,0.0691,-0.2270,0.330
2.386321,0.2448,0.0768,-0.2270,0.343
2.401849,0.2551,0.0678,-0.2172,0.342
2.402836,0.2485,0.0683,-0.2096,0.332
2.403493,0.2442,0.0665,-0.1468,0.293
2.406230,0.2375,0.0599,-0.1127,0.270
2.418700,0.2139,0.0509,-0.0856,0.236
2.419605,0.2095,0.0515,-0.0466,0.221
2.420801,0.1931,0.0138,-0.0458,0.199
2.437831,0.1673,0.0073,-0.0091,0.168
2.439642,0.1559,0.0152,-0.0659,0.170
2.440290,0.1542,0.0158,-0.0367,0.159
2.440940,0.1691,-0.0075,-0.0720,0.184
2.457367,0.1121,-0.0331,-0.1170,0.165
2.458418,0.0960,-0.0467,-0.1283,0.167
2.459161,0.0487,-0.0173,-0.1517,0.160
2.467566,0.0255,-0.0286,-0.2036,0.207
2.469028,0.0264,-0.0494,-0.2433,0.250
2.470108,0.0156,-0.0175,-0.2804,0.281
2.481269,0.0001,-0.0263,-0.3101,0.311
2.482054,0.0230,0.0009,-0.3134,0.314
2.484902,0.0030,0.0232,-0.3117,0.313
2.489678,0.0094,0.0503,-0.3098,0.314
2.502116,0.0013,0.0462,-0.3198,0.323
2.503135,0.0293,0.0637,-0.3081,0.316
2.504780,0.0163,0.0859,-0.2607,0.275
2.517617,-0.0210,0.1176,-0.2444,0.272
2.518686,0.0014,0.1158,-0.2232,0.251
2.519651,0.0166,0.1067,-0.1760,0.206
2.537318,-0.0020,0.1072,-0.1863,0.215
2.538415,-0.0015,0.1053,-0.1440,0.178
2.539193,0.0013,0.1034,-0.1235,0.161
2.539717,-0.0173,0.0680,-0.1486,0.164
2.550327,-0.0216,0.0589,-0.1952,0.205
2.551410,-0.0140,0.0451,-0.2369,0.242
2.554298,0.0105,0.0145,-0.2761,0.277
2.567967,-0.0033,-0.0135,-0.3390,0.339
2.569204,-0.0192,-0.0176,-0.3563,0.357
2.570005,-0.0181,-0.0240,-0.3781,0.379
2.584224,-0.0145,0.0102,-0.3804,0.381
2.585232,-0.0250,0.0421,-0.3943,0.397
2.585930,-0.0116,0.0572,-0.3696,0.374
2.588767,-0.0124,0.0819,-0.3473,0.357
2.601909,-0.0037,0.0994,-0.3200,0.335
2.603007,-0.0190,0.0857,-0.3069,0.319
2.603693,-0.0318,0.0649,-0.3129,0.321
2.618442,-0.0255,0.0537,-0.2805,0.287
2.619225,-0.0240,0.0114,-0.2552,0.257
2.619574,-0.0322,-0.0308,-0.2610,0.265
2.636359,-0.0428,-0.0634,-0.2334,0.246
2.637590,-0.0558,-0.0720,-0.2252,0.243
2.638378,-0.0377,-0.1285,-0.2028,0.243
2.639278,-0.0171,-0.1172,-0.1913,0.225
2.650124,-0.0085,-0.1036,-0.2298,0.252
2.651359,-0.0096,-0.1091,-0.2633,0.285
2.652947,0.0203,-0.1003,-0.2657,0.285
2.667352,0.0309,-0.0631,-0.2801,0.289
2.668355,0.0510,-0.0428,-0.2849,0.293
2.668999,0.0921,-0.0299,-0.2851,0.301
2.684071,0.1161,-0.0005,-0.2805,0.304
2.685085,0.1304,0.0097,-0.3020,0.329
2.685640,0.1420,0.0150,-0.3162,0.347
2.687527,0.1651,0.0250,-0.2923,0.337
2.707364,0.1214,0.0230,-0.2900,0.315
2.708158,0.1134,0.0519,-0.2473,0.277
2.708666,0.0864,0.0520,-0.2384,0.259
2.709162,0.0617,0.0473,-0.2106,0.225
