time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21.208141,-0.9377,1.4173,0.0759,1.701
21.212935,-1.1196,1.2964,0.3084,1.740
21.218473,-1.2719,1.2214,0.5199,1.838
21.223293,-1.4016,1.0967,0.8465,1.971
21.227887,-1.5349,0.9077,1.2517,2.179
21.234716,-1.6164,0.6784,1.6634,2.417
21.237570,-1.6654,0.5090,1.9832,2.639
21.242802,-1.5915,0.3661,2.3284,2.844
21.247902,-1.5173,0.2925,2.5842,3.011
21.252420,-1.4431,0.2188,2.8275,3.182
21.257368,-1.3814,0.1281,2.9815,3.288
21.263124,-1.2871,0.0562,3.1753,3.427
21.267877,-1.1768,0.0220,3.3176,3.520
21.272685,-1.0365,0.0253,3.3672,3.523
21.277038,-0.7373,0.0609,3.3598,3.440
21.282241,-0.3708,0.1170,3.2096,3.233
21.287169,-0.0932,0.1886,3.0267,3.034
21.291940,0.0427,0.2424,2.6754,2.687
21.297616,0.0652,0.3551,2.2687,2.297
21.305150,0.0895,0.4289,2.0034,2.051
21.307018,0.1226,0.4207,1.8052,1.858
21.312464,0.0835,0.3690,1.6811,1.723
21.317545,-0.0127,0.3767,1.6335,1.676
21.321648,-0.0311,0.4152,1.6024,1.656
21.326838,-0.0381,0.4941,1.6094,1.684
21.331751,0.0603,0.6495,1.6402,1.765
21.336308,0.2594,0.8093,1.6635,1.868
21.341265,0.4302,0.9210,1.6339,1.924
21.346268,0.6375,0.9894,1.5418,1.940
21.351323,0.8544,1.0864,1.4161,1.979
21.356326,1.1122,1.1951,1.2830,2.076
21.361726,1.3385,1.3274,1.1497,2.208
21.367355,1.5117,1.5144,0.9876,2.357
21.371155,1.6725,1.7297,0.8422,2.549
21.375858,1.7108,1.8850,0.7068,2.642
21.381436,1.6915,2.0355,0.5625,2.706
21.386054,1.6821,2.2055,0.4528,2.810
21.390833,1.6066,2.4049,0.3927,2.919
21.395593,1.4848,2.6531,0.4233,3.070
21.403924,1.4059,2.9097,0.4923,3.269
21.405576,1.3532,3.1893,0.6046,3.517
21.410603,1.3391,3.4439,0.7339,3.767
21.417511,1.3205,3.6784,0.8848,4.007
21.420320,1.3526,3.8689,0.9857,4.215
21.425312,1.3942,3.9294,0.9818,4.283
21.430213,1.4594,3.9104,0.9981,4.292
21.435423,1.4737,3.8264,0.9774,4.215
21.440025,1.5754,3.7922,0.8840,4.201
21.445031,1.5776,3.7075,0.7541,4.099
21.449934,1.6234,3.6030,0.6069,3.998
21.455021,1.8202,3.4427,0.5806,3.937
21.460269,2.1010,3.1425,0.5643,3.822
21.465340,2.4513,2.7407,0.4643,3.706
21.469867,2.8467,2.1102,0.3711,3.563
21.474698,3.0876,1.2035,0.1604,3.318
21.479569,3.1858,-0.0485,0.0820,3.187
21.484586,3.4718,-1.4178,0.3392,3.765
21.489565,3.6016,-2.9642,0.6513,4.710
21.494344,3.9020,-4.4895,1.1698,6.062
21.501973,4.1310,-6.1289,1.8526,7.620
21.505144,4.5168,-7.7046,3.0122,9.425
21.509587,4.8794,-9.3528,4.2522,11.374
21.515960,4.7729,-11.3357,5.0618,13.300
21.519405,4.4460,-13.4466,4.6249,14.899
21.524402,3.7559,-15.2795,2.7619,15.975
21.529119,3.3108,-16.3736,0.4497,16.711
21.533922,3.0037,-16.6335,-1.0905,16.938
21.538865,2.6918,-15.6927,-1.5721,15.999
21.543952,2.3502,-13.3337,-1.5113,13.623
21.548753,1.5587,-9.8330,-1.8154,10.120
21.553713,0.5591,-5.6425,-2.3853,6.151
21.558570,-0.2627,-1.4275,-2.9076,3.250
21.565423,-0.6954,2.2900,-3.5082,4.247
21.568721,-0.6766,5.3827,-3.7835,6.614
21.574123,-0.2161,7.8541,-3.8559,8.752
21.578290,0.6190,9.7262,-4.0532,10.555
21.583416,1.9242,10.9563,-4.1673,11.879
21.588207,3.3419,11.4611,-3.7039,12.500
21.593207,4.3994,11.4556,-2.8906,12.607
21.601063,5.4353,11.3646,-2.0300,12.760
21.604954,6.1360,11.0454,-1.4949,12.723
21.608120,6.4948,10.4190,-1.3926,12.356
21.613051,6.6360,9.4317,-1.9223,11.691
21.617924,6.2411,7.9521,-2.8958,10.515
21.623019,5.2506,5.8800,-3.6572,8.690
21.627781,3.4428,3.0908,-3.8074,5.992
21.632645,1.4820,0.1074,-3.7654,4.048
21.637616,-0.1670,-2.4241,-4.1565,4.815
21.642729,-1.4628,-4.2799,-5.0358,6.769
21.648277,-2.1317,-5.4644,-5.8369,8.275
21.652397,-2.2607,-6.0519,-6.3569,9.063
21.657401,-2.3159,-6.1024,-6.6427,9.313
21.662810,-2.2852,-5.7266,-6.4874,8.950
21.668877,-2.1650,-5.3120,-5.8455,8.190
21.672182,-1.9103,-4.8962,-5.1832,7.382
21.677449,-1.7288,-4.6568,-4.4817,6.690
21.682564,-1.7104,-4.4286,-4.1762,6.323
21.687337,-1.8085,-4.1461,-4.4641,6.355
21.692036,-1.9935,-3.7247,-5.1214,6.639
21.698788,-2.2285,-3.1392,-5.5430,6.749
21.702032,-2.2907,-2.4511,-5.5268,6.465
21.707943,-2.3145,-1.7651,-5.0350,5.816
21.712105,-2.4192,-1.3103,-4.3411,5.140
21.716682,-2.4372,-1.0217,-3.3751,4.287
21.721834,-2.5641,-0.9037,-2.2233,3.512
21.726539,-2.7993,-0.9537,-0.9217,3.098
21.731395,-3.2921,-1.0683,0.3719,3.481
21.736312,-3.8264,-1.0224,1.6536,4.292
21.741338,-4.1658,-0.6985,2.6287,4.975
21.746392,-4.2831,0.0281,2.8318,5.135
21.751292,-4.1077,0.7842,2.5131,4.879
21.756143,-3.5907,1.2976,1.9364,4.281
21.761453,-2.9030,1.5212,1.1952,3.489
21.766106,-2.1387,1.4792,0.6393,2.678
21.771004,-1.4988,1.2432,0.2023,1.958
21.775849,-0.9932,0.9183,-0.2445,1.375
21.782378,-0.4782,0.5041,-0.7282,1.006
21.785838,-0.0374,0.0721,-1.0943,1.097
21.790691,0.3151,-0.3947,-1.4516,1.537
21.795587,0.5656,-0.8631,-1.6941,1.984
21.800640,0.5812,-1.3051,-1.7716,2.276
21.805565,0.5540,-1.6158,-1.6945,2.406
21.810603,0.5226,-1.7671,-1.5038,2.379
21.815368,0.4442,-1.7238,-1.2816,2.193
21.820312,0.3566,-1.4645,-1.1563,1.900
21.825256,0.2138,-1.0160,-1.0570,1.482
21.830976,0.0677,-0.5196,-1.0703,1.192
21.835175,-0.0467,-0.0159,-1.0573,1.058
21.840277,-0.1657,0.4810,-1.0264,1.146
21.845073,-0.3399,0.8397,-1.0368,1.377
21.849903,-0.3227,1.0915,-0.8725,1.434
21.854945,-0.2962,1.2033,-0.6160,1.384
21.860087,-0.2956,1.0941,-0.4291,1.212
21.864895,-0.1414,1.0228,-0.0714,1.035
21.869701,-0.0750,0.8889,0.4032,0.979
21.874745,-0.1121,0.7264,0.7882,1.078
21.881663,-0.0846,0.6026,1.1066,1.263
21.885868,-0.0970,0.3691,1.3123,1.367
21.889503,-0.1486,0.1222,1.4376,1.450
21.894349,-0.3148,0.0032,1.4956,1.528
21.899405,-0.4705,-0.1365,1.4002,1.483
21.904357,-0.3565,-0.4236,1.1543,1.280
21.909364,-0.3184,-0.6714,0.7750,1.074
21.914144,-0.5595,-0.8847,0.3245,1.096
21.919188,-1.0831,-0.9179,-0.0662,1.421
21.924063,-1.2259,-0.9673,-0.3317,1.596
21.930752,-1.3137,-0.9902,-0.5734,1.742
21.934383,-1.3970,-1.0178,-0.8163,1.912
21.939689,-1.3730,-0.9712,-0.9896,1.951
21.943837,-1.3188,-0.8387,-1.0176,1.865
21.948724,-1.1750,-0.6708,-0.8703,1.609
21.953680,-0.9633,-0.5896,-0.7237,1.341
21.958924,-0.7437,-0.5161,-0.6117,1.093
21.964295,-0.4087,-0.4335,-0.4415,0.742
21.968498,-0.0636,-0.2868,-0.2774,0.404
21.973377,0.2887,-0.1478,-0.0714,0.332
21.978435,0.6310,0.1032,0.1340,0.653
21.983554,0.9435,0.3847,0.2723,1.055
21.988491,1.2085,0.6082,0.3823,1.406
21.993245,1.3449,0.7068,0.4027,1.572
21.998101,1.4108,0.7693,0.4322,1.664
22.003330,1.4256,0.7743,0.5599,1.716
22.008205,1.3037,0.7195,0.7405,1.663
22.013199,1.1917,0.6289,0.8404,1.588
22.018134,1.1349,0.5887,0.9556,1.596
22.022951,1.0539,0.5821,1.0436,1.593
22.027991,0.9937,0.6282,1.0803,1.597
22.032755,1.0042,0.6241,1.1233,1.631
22.037752,0.9896,0.6033,1.2033,1.671
22.042609,1.0002,0.4988,1.2291,1.661
22.047618,0.9789,0.4183,1.2462,1.639
22.052490,0.9381,0.3235,1.2543,1.599
22.057750,0.8829,0.2528,1.2985,1.590
22.063192,0.8682,0.2324,1.2849,1.568
22.067247,0.8700,0.2956,1.3185,1.607
22.072258,0.9284,0.4185,1.2582,1.619
22.077267,0.9640,0.5315,1.1589,1.598
22.082081,0.9578,0.6874,1.0762,1.596
22.087066,0.9483,0.7211,0.9269,1.509
22.091950,0.9241,0.7188,0.7736,1.403
22.097590,0.9163,0.7405,0.6599,1.350
22.101914,0.9603,0.8100,0.5307,1.364
22.107054,0.9912,0.7646,0.3883,1.311
22.112875,0.9899,0.7288,0.2756,1.260
22.116644,0.9993,0.7289,0.1709,1.249
22.121599,1.0164,0.7767,0.0431,1.280
22.126491,1.0410,0.8532,-0.0792,1.348
22.133694,0.9629,0.8936,-0.1531,1.323
22.136580,0.7873,0.8381,-0.1907,1.166
22.141350,0.5885,0.7300,-0.2111,0.961
22.146213,0.4361,0.6099,-0.2455,0.789
22.151286,0.2992,0.5067,-0.2821,0.653
22.156352,0.2114,0.4249,-0.3473,0.588
22.161254,0.1751,0.3575,-0.3595,0.536
22.165963,0.1090,0.3523,-0.3548,0.512
22.171002,0.0996,0.3685,-0.3356,0.508
22.175900,0.1421,0.3917,-0.3207,0.526
22.181983,0.1929,0.3765,-0.2480,0.490
22.185799,0.2472,0.3922,-0.1460,0.486
22.190743,0.3070,0.3934,-0.0818,0.506
22.195881,0.3387,0.4159,-0.0407,0.538
22.201253,0.2970,0.4740,0.0420,0.561
22.205906,0.2230,0.4504,0.0872,0.510
22.211027,0.1290,0.4530,0.1694,0.501
22.215528,-0.0515,0.5128,0.2689,0.581
22.220374,-0.2295,0.5603,0.4166,0.735
22.225260,-0.3619,0.5669,0.5231,0.852
22.230273,-0.4299,0.5518,0.6410,0.949
22.235399,-0.5722,0.5987,0.6648,1.062
22.240129,-0.9075,0.5568,0.6612,1.253
22.246256,-1.0621,0.4671,0.7589,1.386
22.249997,-1.1609,0.3775,0.7708,1.444
22.255313,-1.2951,0.2951,0.7401,1.521
22.259990,-1.4430,0.1984,0.7577,1.642
22.264776,-1.5616,0.0898,0.7760,1.746
22.269702,-1.6843,-0.0234,0.8194,1.873
22.274714,-1.7584,-0.1748,0.8762,1.972
22.280906,-1.7886,-0.2710,0.9613,2.049
22.284969,-1.7822,-0.3025,1.0657,2.098
22.289451,-1.6790,-0.3531,1.2256,2.109
22.296173,-1.4143,-0.3391,1.4101,2.026
22.299730,-1.0528,-0.2652,1.5137,1.863
22.305040,-0.7048,-0.1842,1.5644,1.726
22.309401,-0.3779,-0.0244,1.5908,1.635
22.314267,-0.0560,0.0731,1.5205,1.523
22.319290,0.1815,0.1321,1.3678,1.386
22.324048,0.2865,0.1503,1.0467,1.096
22.329842,0.2088,0.0703,0.7107,0.744
22.334047,0.0181,-0.0432,0.3551,0.358
22.339012,-0.2868,-0.2498,-0.0291,0.382
22.343864,-0.6266,-0.3222,-0.3122,0.771
22.349181,-0.8957,-0.3754,-0.4673,1.078
22.354006,-1.0773,-0.4238,-0.4487,1.242
22.358992,-1.1431,-0.4722,-0.2780,1.268
22.363554,-1.1249,-0.5566,0.0593,1.256
22.368548,-1.0927,-0.6747,0.4719,1.368
22.373551,-1.0685,-0.8023,0.8344,1.575
22.381662,-1.0098,-0.8822,1.2797,1.854
22.383699,-0.9768,-0.9718,1.7208,2.204
22.388389,-0.9742,-1.2910,2.0629,2.621
22.393233,-1.0235,-1.8681,2.1756,3.045
22.398302,-1.1502,-2.7051,2.0513,3.584
22.404916,-1.3058,-3.5766,1.7976,4.210
22.408296,-1.4678,-4.1307,1.3215,4.579
22.413009,-1.6234,-4.2003,0.6627,4.552
22.417948,-1.8369,-3.8675,0.0644,4.282
22.422931,-2.1166,-3.5083,-0.4596,4.123
22.428742,-2.5407,-3.0965,-0.7618,4.077
22.433011,-3.1066,-2.4529,-0.7359,4.026
22.439574,-3.6847,-2.0274,-0.6743,4.259
22.445806,-4.0972,-1.9800,-0.8114,4.622
22.447892,-4.3005,-2.1928,-1.2234,4.980
22.452741,-4.2661,-2.5770,-1.7831,5.293
22.457482,-3.9060,-2.8956,-2.2822,5.371
22.462294,-3.4538,-3.0221,-2.4532,5.204
22.468163,-2.8180,-2.9544,-2.0541,4.570
22.472300,-2.0458,-2.7645,-1.1621,3.630
22.479515,-1.3856,-2.5460,-0.0482,2.899
22.482203,-0.9312,-2.3226,0.9194,2.666
22.488751,-0.7135,-2.1254,1.5863,2.746
22.492444,-0.6314,-1.9638,2.0169,2.885
22.497081,-0.5987,-1.7827,2.1492,2.856
22.502010,-0.6157,-1.6375,2.0537,2.698
22.506933,-0.6398,-1.4637,1.8609,2.452
22.513375,-0.4806,-1.2807,1.7035,2.185
22.517564,-0.1564,-1.1247,1.7544,2.090
22.521778,0.2751,-1.0198,2.0926,2.344
22.527813,0.6906,-0.9825,2.4542,2.732
22.531590,1.2726,-0.6969,2.8462,3.195
22.537579,1.9824,-0.2232,3.3059,3.861
22.541602,2.4755,0.0721,3.5957,4.366
22.546460,2.8808,0.5024,3.3170,4.422
22.551544,3.1860,0.9980,2.7279,4.311
22.556527,3.5294,1.1732,2.6444,4.564
22.564809,3.8515,1.1026,3.1600,5.103
22.566265,3.9450,0.7097,3.7267,5.473
22.571213,3.7642,0.2198,3.9341,5.449
22.575956,3.2639,-0.3694,3.7234,4.965
22.580905,2.7360,-0.7992,3.2023,4.287
22.585770,2.2201,-1.2086,2.5987,3.625
22.590969,1.4480,-1.6304,1.8583,2.865
22.596823,0.7055,-1.8347,0.9868,2.199
22.600911,0.1910,-1.6633,0.2906,1.699
22.605595,-0.3605,-1.4371,-0.3654,1.526
22.611544,-1.0790,-1.3428,-0.8963,1.942
22.616699,-1.7849,-1.4849,-1.3045,2.663
22.620351,-2.2770,-1.5832,-1.4970,3.152
22.625315,-2.7112,-1.7931,-1.4635,3.565
22.630332,-3.2311,-2.2560,-1.4166,4.188
22.635261,-3.6503,-2.5721,-1.5301,4.720
22.640049,-3.8765,-2.6701,-1.7231,5.013
22.645122,-3.8856,-2.7685,-2.1588,5.237
22.650508,-3.9551,-2.7623,-2.9235,5.641
22.655318,-4.0698,-2.8938,-3.4816,6.088
22.661391,-4.1114,-3.2540,-3.8558,6.508
22.664873,-3.8755,-3.2497,-3.7864,6.318
22.669861,-3.5970,-2.7811,-3.5277,5.755
22.675018,-3.5377,-2.3602,-3.4717,5.490
22.679842,-3.4632,-2.1062,-3.4853,5.346
22.685345,-3.4309,-1.9296,-3.4859,5.258
22.689860,-3.7575,-1.8178,-3.7285,5.597
22.695772,-3.6799,-1.7016,-3.6750,5.472
22.699715,-3.3407,-1.5527,-3.1904,4.873
22.704547,-3.1141,-1.2824,-3.1527,4.613
22.710522,-2.9762,-1.2043,-3.1019,4.464
22.714529,-2.8243,-1.3138,-2.7328,4.144
22.719257,-2.6120,-1.3048,-2.6685,3.955
22.724095,-2.2830,-1.1421,-2.4623,3.547
22.729123,-2.1705,-0.9573,-2.6114,3.528
22.734032,-1.9804,-0.7453,-2.9583,3.637
22.739025,-1.5913,-0.5465,-3.2293,3.641
22.743896,-1.0972,-0.4538,-3.3159,3.522
22.749277,-0.5862,-0.4718,-3.2662,3.352
22.755330,-0.1626,-0.6338,-3.1595,3.227
22.758788,0.1150,-0.6809,-3.1034,3.179
22.763890,0.2867,-0.7136,-3.0216,3.118
22.768696,0.5071,-0.8131,-2.9789,3.129
22.773493,0.8352,-0.8546,-2.9653,3.197
22.778383,1.0424,-0.8377,-2.9017,3.195
22.784455,1.2225,-0.7959,-2.8240,3.179
22.788611,1.3052,-0.6719,-2.8542,3.210
22.793653,1.1238,-0.4540,-2.9444,3.184
22.798443,0.8121,-0.1758,-3.0154,3.128
22.804920,0.4537,0.0027,-3.1525,3.185
22.808377,0.1055,0.1324,-3.4293,3.433
22.813141,-0.3067,0.1800,-3.6199,3.637
22.817918,-0.6800,0.2177,-3.6622,3.731
22.822927,-1.0238,0.2911,-3.5876,3.742
22.827950,-1.4023,0.2947,-3.5303,3.810
22.833217,-1.7106,0.2716,-3.6199,4.013
22.837873,-1.8915,0.2648,-3.6220,4.095
22.843292,-2.0480,0.1929,-3.6326,4.175
22.847920,-2.1919,0.0941,-3.6569,4.265
22.853353,-2.2876,0.0543,-3.7788,4.418
22.857536,-2.4359,0.0232,-3.9960,4.680
22.862405,-2.5031,0.0198,-4.2342,4.919
22.867460,-2.5295,-0.0781,-4.3575,5.039
22.872307,-2.4942,-0.1222,-4.5289,5.172
22.880671,-2.3814,-0.1342,-4.8657,5.419
22.882829,-2.2947,-0.2099,-5.1688,5.659
22.887290,-2.1909,-0.3899,-5.3379,5.783
22.893259,-1.9959,-0.4922,-5.4832,5.856
22.897225,-1.7766,-0.5720,-5.5690,5.873
22.902100,-1.5516,-0.6295,-5.4834,5.733
22.907227,-1.2367,-0.5788,-5.2726,5.447
22.911900,-0.9606,-0.4898,-5.1789,5.290
22.916693,-0.7878,-0.4126,-5.1495,5.226
22.921740,-0.4903,-0.2753,-5.1005,5.131
22.926756,-0.2452,-0.1162,-4.9816,4.989
22.931719,-0.0473,0.0478,-4.8671,4.868
22.936385,0.1222,0.2217,-4.8383,4.845
22.941542,0.3419,0.4197,-4.7631,4.794
22.946549,0.5517,0.5895,-4.6606,4.730
22.951920,0.7876,0.7119,-4.5784,4.700
22.956397,0.9944,0.7920,-4.4923,4.669
22.961222,1.1269,0.8252,-4.4259,4.641
22.966180,1.2089,0.7830,-4.3526,4.585
22.971249,1.2409,0.7110,-4.2316,4.467
22.979113,1.2326,0.6334,-4.1465,4.372
22.982200,1.1840,0.5358,-4.0635,4.266
22.986386,1.1238,0.4253,-3.9493,4.128
22.991192,1.0615,0.3187,-3.8279,3.985
22.996221,0.9994,0.1918,-3.6947,3.832
23.000820,0.9710,0.0208,-3.5307,3.662
23.006045,0.9166,-0.1325,-3.4199,3.543
23.011204,0.8694,-0.3134,-3.3984,3.522
23.016099,0.8817,-0.4696,-3.3896,3.534
23.020735,0.9147,-0.5941,-3.3172,3.492
23.027645,0.9090,-0.7613,-3.1793,3.393
23.030392,0.9361,-0.8900,-3.0218,3.286
23.035608,0.9698,-1.0616,-2.9785,3.307
23.040983,0.9619,-1.2138,-2.9561,3.337
23.045540,0.9364,-1.3970,-2.8853,3.340
23.050238,0.9124,-1.5657,-2.7494,3.293
23.055235,0.9497,-1.6890,-2.5367,3.192
23.059988,0.9382,-1.8030,-2.2120,3.004
23.065069,0.8547,-1.9653,-1.8810,2.851
23.069965,0.8074,-2.1160,-1.4868,2.709
23.076437,0.7006,-2.2483,-1.2214,2.653
23.079778,0.6231,-2.4506,-1.0442,2.736
23.085597,0.5458,-2.6320,-0.8760,2.827
23.089963,0.5524,-2.8022,-0.6667,2.933
23.095272,0.6067,-3.0402,-0.3331,3.118
23.099814,0.6804,-3.2864,-0.0026,3.356
23.104431,0.7043,-3.4831,0.2505,3.562
23.111722,0.6665,-3.5636,0.4884,3.658
23.114525,0.6007,-3.4705,0.6010,3.573
23.119244,0.4468,-3.1967,0.6368,3.290
23.125522,0.4007,-2.7736,0.5887,2.864
23.129150,0.5162,-2.3116,0.6504,2.456
23.135368,0.6971,-1.9162,0.7137,2.160
23.139323,0.8712,-1.5971,0.6613,1.936
23.144235,1.0504,-1.3995,0.5173,1.825
23.149126,1.1746,-1.2301,0.2388,1.718
23.153678,1.3870,-1.0626,-0.0639,1.748
23.159666,1.5488,-0.8656,-0.2877,1.797
23.163800,1.6312,-0.6321,-0.5134,1.823
23.168665,1.6657,-0.3761,-0.6738,1.836
23.173699,1.6572,-0.0951,-0.8737,1.876
23.178899,1.6419,0.1920,-1.0307,1.948
23.183518,1.5961,0.4784,-1.1491,2.024
23.188386,1.5203,0.7428,-1.1111,2.024
23.194912,1.3483,0.9880,-1.0746,1.987
23.198669,1.2076,1.1758,-1.0151,1.968
23.203454,0.9525,1.3402,-0.9873,1.918
23.208513,0.5984,1.4647,-0.9957,1.869
23.213022,0.2632,1.5352,-0.9896,1.845
23.217950,-0.1003,1.5259,-0.9951,1.824
23.223050,-0.4392,1.4105,-0.8496,1.704
23.228642,-0.7480,1.2299,-0.7663,1.631
23.232821,-1.0886,1.0943,-0.7047,1.697
23.237611,-1.4296,0.9103,-0.6887,1.829
23.243007,-1.7187,0.7259,-0.6443,1.974
23.247985,-2.0967,0.5217,-0.6244,2.249
23.252452,-2.2074,0.4124,-0.5288,2.307
23.257486,-2.2651,0.2780,-0.4848,2.333
23.262707,-2.4304,0.0920,-0.5162,2.486
23.267421,-2.5981,-0.0140,-0.4771,2.642
23.272292,-2.7224,-0.1645,-0.4229,2.760
23.277289,-2.8652,-0.3211,-0.3296,2.902
23.282463,-2.9904,-0.4553,-0.2887,3.039
23.287484,-3.1192,-0.5217,-0.2380,3.171
23.294207,-3.2012,-0.5323,-0.2327,3.254
23.297325,-3.1890,-0.5065,-0.2442,3.238
23.302081,-3.0497,-0.4088,-0.3923,3.102
23.308298,-2.8799,-0.3326,-0.6793,2.978
23.311999,-2.6322,-0.2804,-1.0069,2.832
23.316827,-2.3338,-0.1854,-1.3392,2.697
23.321773,-2.0404,-0.0981,-1.7028,2.659
23.326711,-1.7382,0.0222,-2.0017,2.651
23.332985,-1.4395,0.1419,-2.1835,2.619
23.336617,-1.1995,0.2395,-2.3917,2.686
23.341665,-1.0350,0.3056,-2.5707,2.788
23.346530,-0.8764,0.3475,-2.6701,2.832
23.351538,-0.7304,0.4182,-2.6729,2.802
23.356234,-0.6033,0.4437,-2.6528,2.756
23.361665,-0.4301,0.4648,-2.6360,2.711
23.366387,-0.2818,0.4865,-2.5865,2.647
23.371122,-0.0935,0.5041,-2.4803,2.533
23.375951,0.0566,0.5248,-2.4371,2.494
23.381777,0.2429,0.5701,-2.4160,2.494
23.386813,0.4252,0.6377,-2.3952,2.515
23.393142,0.5580,0.7466,-2.4250,2.598
23.396183,0.8422,0.9422,-2.5123,2.812
23.401651,0.7752,1.3032,-2.5090,2.932
23.406444,0.5683,1.7910,-2.4369,3.077
23.410617,0.5493,2.2212,-2.5564,3.431
23.415580,0.6270,2.4192,-2.5657,3.582
23.421281,0.7897,2.3588,-2.4846,3.516
23.427123,1.0307,2.0354,-2.3683,3.288
23.430873,1.4455,1.5664,-2.2530,3.101
23.435426,1.8412,1.0163,-2.0143,2.912
23.442572,2.0846,0.2844,-1.6481,2.673
23.445755,2.3218,-0.5480,-1.1962,2.669
23.451105,2.5329,-1.5075,-0.7506,3.042
23.455917,2.7428,-2.5177,-0.3128,3.736
23.460808,3.0659,-3.5981,0.1490,4.729
23.465346,3.5063,-4.6771,0.7472,5.893
23.471070,3.7444,-5.9444,1.5213,7.188
23.478356,3.7879,-7.4724,2.6125,8.776
23.479978,4.1105,-8.9819,3.5359,10.492
23.485010,4.6198,-10.0090,3.9058,11.695
23.490328,4.7301,-10.3200,3.5215,11.886
23.495563,4.3071,-9.7903,2.4608,10.975
23.500482,3.6980,-8.6297,1.3817,9.490
23.504671,3.3298,-7.1054,0.5694,7.868
23.514842,3.0206,-5.4125,-0.2926,6.205
23.515866,2.6296,-3.6095,-1.3797,4.674
23.519757,2.0564,-1.8726,-2.4874,3.731
23.524450,1.5190,-0.3012,-3.3889,3.726
23.529182,1.4822,1.3108,-4.0834,4.537
23.534283,1.9282,3.3056,-4.7117,6.070
23.540040,2.0963,4.9311,-5.1712,7.447
23.544209,2.0601,6.0657,-5.2779,8.300
23.549383,2.0154,6.9987,-5.1583,8.925
23.554742,1.9165,7.6435,-4.7330,9.192
23.558999,1.7964,7.9543,-4.2723,9.206
23.563859,1.6172,7.9954,-3.7309,8.970
23.568598,1.5632,7.7015,-2.9326,8.388
23.574055,1.5289,7.1537,-2.0680,7.602
23.578765,1.1057,5.8422,-1.5077,6.134
23.583706,0.6629,3.8876,-1.3575,4.171
23.588569,0.5627,1.6712,-0.7461,1.915
23.593635,0.2203,-1.2006,-0.0532,1.222
23.598476,-0.7103,-4.2623,0.3827,4.338
23.603204,-2.2793,-7.1157,0.6364,7.499
23.609398,-4.0022,-9.3469,0.4472,10.178
23.613259,-5.5000,-10.2125,0.0759,11.600
23.618076,-6.4170,-9.7482,-0.1559,11.672
23.624106,-6.6080,-8.1670,-0.4690,10.516
23.627968,-6.0197,-5.7515,-1.0884,8.396
23.632738,-5.0178,-3.4127,-1.9160,6.364
23.637970,-4.1650,-1.4573,-2.4952,5.069
23.643033,-3.4136,0.1249,-2.8041,4.419
23.647594,-2.7913,1.2436,-2.9274,4.232
23.652311,-2.1765,2.0241,-2.8902,4.146
23.657508,-1.5955,2.4958,-2.6219,3.956
23.662872,-1.0760,2.5493,-2.1721,3.518
23.667389,-0.6405,2.2476,-1.8152,2.959
23.673223,-0.2286,1.8546,-1.7173,2.538
23.677551,0.1934,1.5115,-1.7977,2.357
23.682167,0.5520,1.1732,-1.8969,2.298
23.687243,0.8816,0.7297,-1.9778,2.285
23.692226,1.1738,0.2030,-2.0151,2.341
23.696999,1.5113,-0.2249,-2.0076,2.523
23.701872,1.8953,-0.4701,-1.8756,2.708
23.707459,2.2889,-0.5781,-1.7164,2.919
23.712038,2.6491,-0.8095,-1.6537,3.226
23.716944,3.0329,-1.1208,-1.6036,3.609
23.723417,3.4010,-1.2584,-1.3967,3.886
23.726944,3.6721,-1.1699,-1.0795,4.002
23.732564,3.7587,-0.8080,-0.7674,3.920
23.737634,3.6107,-0.2214,-0.4859,3.650
23.743167,3.2385,0.2520,-0.0762,3.249
23.746506,2.7662,0.4183,0.3879,2.824
23.751863,2.3179,0.3686,0.8350,2.491
23.761915,1.7454,0.1750,1.1179,2.080
23.762547,1.2660,-0.0883,1.1638,1.722
23.766169,0.9178,-0.2178,1.0584,1.418
23.771635,0.5524,-0.3333,0.8376,1.057
23.779000,0.2088,-0.4250,0.6017,0.766
23.781179,-0.0334,-0.5383,0.3202,0.627
23.786385,-0.1550,-0.5679,0.0035,0.589
23.791678,-0.1534,-0.5233,-0.2634,0.606
23.796519,-0.1199,-0.4788,-0.4243,0.651
23.800934,-0.0356,-0.4032,-0.4593,0.612
23.808071,0.0183,-0.2558,-0.4250,0.496
23.810748,0.0609,-0.1085,-0.2948,0.320
23.815715,0.0802,0.0075,-0.0708,0.107
23.820820,0.0549,0.0876,0.1561,0.187
23.825702,0.0949,0.1486,0.3764,0.416
23.830492,0.1594,0.1713,0.6095,0.653
23.835747,0.2337,0.1247,0.7956,0.839
23.840473,0.2604,0.0398,0.9249,0.962
23.845177,0.2660,-0.0186,1.0572,1.090
23.850245,0.2861,-0.1128,1.1394,1.180
23.857832,0.2751,-0.1758,1.1470,1.193
23.860211,0.2331,-0.2005,1.0964,1.139
23.865040,0.1885,-0.2349,1.0495,1.092
23.869936,0.1317,-0.2309,0.9244,0.962
23.875095,0.0505,-0.1793,0.7475,0.770
23.880366,-0.0027,-0.1302,0.5451,0.560
23.885031,-0.0400,-0.0790,0.2789,0.293
23.890771,-0.0688,0.0176,-0.0052,0.071
23.894869,-0.1538,0.0827,-0.2304,0.289
23.899635,-0.1895,0.1046,-0.4491,0.499
