time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001064,-0.0925,-0.0613,-0.1929,0.223
0.002266,0.0297,-0.1580,-0.1548,0.223
0.007212,0.2110,-0.1639,-0.1316,0.298
0.010801,0.3852,-0.0974,-0.1278,0.417
0.015978,0.5132,0.0381,-0.1197,0.528
0.021259,0.5095,0.1288,-0.1612,0.550
0.025494,0.4590,0.1438,-0.1180,0.495
0.030165,0.3703,0.1250,-0.0204,0.391
0.035396,0.2655,0.0893,-0.3210,0.426
0.040355,0.2255,-0.0150,0.1130,0.253
0.044940,0.2490,-0.0087,0.1697,0.301
0.051968,0.1407,0.0522,0.1382,0.204
0.054915,0.1076,0.1030,0.1307,0.198
0.060077,0.1133,0.0993,0.1631,0.222
0.064668,0.1293,0.0794,0.1526,0.215
0.071409,0.0972,0.0317,0.1258,0.162
0.074798,0.0349,-0.0576,0.0925,0.114
0.079505,0.0809,-0.0697,-0.1637,0.195
0.088350,0.0421,-0.0695,-0.3494,0.359
0.089871,-0.0330,-0.0966,-0.5370,0.547
0.094605,-0.0532,-0.0852,-0.6838,0.691
0.101673,-0.1116,-0.1417,-0.8377,0.857
0.104852,-0.2435,-0.2836,-0.9517,1.022
0.112534,-0.4670,-0.5965,-0.9394,1.207
0.114050,-0.3971,-0.4794,-0.9512,1.137
0.119273,-0.2742,-0.2547,-0.9256,0.998
0.124387,0.1410,-0.0257,-0.9149,0.926
0.129067,0.3714,0.2524,-0.6477,0.788
0.135153,0.3059,0.3241,-0.5054,0.674
0.139059,0.4329,0.3461,-0.3727,0.668
0.143816,0.5069,0.2739,-0.2681,0.635
0.151918,0.5024,0.1323,-0.2880,0.594
0.153902,0.4609,-0.0336,-0.2752,0.538
0.159000,0.3855,-0.1286,-0.3177,0.516
0.164112,0.2411,-0.1628,-0.3488,0.454
0.168724,0.4030,-0.1306,0.2583,0.496
0.173604,0.9863,0.0267,1.4984,1.794
0.178364,0.9549,-0.0989,1.2820,1.602
0.188024,0.9638,-0.1494,1.1576,1.514
0.188967,1.0365,-0.1259,1.1664,1.565
0.193345,1.0638,-0.1444,1.1527,1.575
0.198124,1.0553,-0.1566,1.0481,1.496
0.203533,1.0038,-0.1096,0.8866,1.344
0.209224,0.9516,-0.0435,0.6827,1.172
0.213532,0.8532,-0.0384,0.3754,0.933
0.217893,0.7632,-0.0477,0.0744,0.768
0.223649,0.7377,-0.0680,-0.2230,0.774
0.230667,0.6877,-0.1224,-0.5149,0.868
0.234585,0.6014,-0.1882,-0.7801,1.003
0.238135,0.5676,-0.2085,-0.9315,1.111
0.242648,0.5366,-0.1928,-0.9517,1.109
0.247557,0.5201,-0.1731,-0.9129,1.065
0.252653,0.4871,-0.2346,-0.9058,1.055
0.257606,0.4491,-0.2681,-0.8588,1.006
0.262326,0.4695,-0.3074,-0.7365,0.926
0.269367,0.5450,-0.3055,-0.5160,0.810
0.272190,0.5472,-0.3178,-0.3687,0.732
0.276988,0.6104,-0.3280,-0.2013,0.722
0.289620,0.7730,-0.3462,0.0193,0.847
0.290449,1.0448,-0.3539,0.2192,1.125
0.291718,1.2865,-0.3512,0.3464,1.378
0.296657,1.3933,-0.3669,0.3944,1.494
0.302678,1.4601,-0.3846,0.3782,1.557
0.307084,1.4996,-0.4017,0.2438,1.572
0.311624,1.5447,-0.3377,-0.0004,1.581
0.319554,1.6063,-0.2025,-0.2752,1.642
0.321853,1.6168,-0.0747,-0.5992,1.726
0.326692,1.4388,-0.1080,-1.0409,1.779
0.336609,1.7667,-1.4663,-1.9430,3.008
0.338221,1.3217,-1.2782,-1.4129,2.319
0.341520,0.8679,-0.7642,-1.3433,1.772
0.346287,0.8882,-0.7133,-1.6202,1.981
0.351769,0.9956,-0.7649,-1.7351,2.142
0.357064,0.9659,-0.7708,-1.8816,2.251
0.361512,0.9174,-0.7550,-2.1210,2.431
0.370015,0.8853,-0.7127,-2.3882,2.645
0.371228,0.7884,-0.6844,-2.6094,2.810
0.376048,0.6695,-0.7195,-2.8702,3.034
0.381440,0.4974,-0.8222,-3.1108,3.256
0.387641,0.4039,-0.9655,-3.2672,3.431
0.390816,0.3207,-1.1653,-3.3873,3.596
0.396125,0.2670,-1.3238,-3.5238,3.774
0.401223,0.2765,-1.4930,-3.5984,3.906
0.406235,0.3933,-1.6298,-3.5499,3.926
0.410588,0.5280,-1.6057,-3.4083,3.804
0.417474,0.5448,-1.5497,-2.4085,2.915
0.420545,0.4369,-1.4068,-0.4672,1.545
0.425844,0.5321,-1.2620,-1.3215,1.903
0.430581,0.6902,-1.4031,-2.2911,2.774
0.435383,0.8676,-1.6249,-1.8997,2.646
0.440642,0.9127,-1.6917,-1.5836,2.491
0.445177,0.8095,-1.5626,-1.8824,2.577
0.450606,0.5240,-1.4237,-2.2404,2.706
0.455353,0.2208,-1.4711,-2.1003,2.574
0.459993,0.0999,-1.7132,-1.6891,2.408
0.467083,0.1885,-2.1277,-1.3778,2.542
0.469808,0.2838,-2.5189,-1.1180,2.770
0.474687,0.4717,-2.8062,-1.0052,3.018
0.479691,0.5979,-2.8330,-1.0386,3.076
0.487320,0.3800,-2.4876,-1.0738,2.736
0.489758,0.3631,-2.3039,-1.4304,2.736
0.494392,0.4997,-2.2611,-1.8274,2.950
0.500106,0.5337,-2.2814,-2.2572,3.253
0.504527,0.3484,-2.3371,-2.5551,3.480
0.509260,0.2082,-2.4669,-2.7999,3.737
0.516730,0.1252,-2.6398,-2.6498,3.742
0.519257,-0.1150,-2.7605,-2.0944,3.467
0.524821,-0.3777,-2.7790,-1.4637,3.164
0.529034,-0.4447,-2.6053,-1.0990,2.862
0.534106,-0.3010,-2.3671,-0.9529,2.569
0.538873,-0.1232,-2.1221,-0.8778,2.300
0.543916,0.0501,-1.9852,-0.6631,2.094
0.550075,0.1742,-1.9782,-0.1979,1.996
0.554293,0.2270,-2.0922,0.3635,2.136
0.559351,0.2367,-2.3727,1.0050,2.588
0.566616,0.0460,-2.6539,1.5991,3.099
0.568908,-0.0749,-2.7595,1.5978,3.190
0.573912,0.0496,-2.4060,0.7843,2.531
0.579706,-0.0908,-2.3829,1.0746,2.616
0.587410,-0.1791,-2.2854,1.3727,2.672
0.588848,-0.1017,-2.2463,1.9316,2.964
0.594443,-0.1293,-2.3191,2.3030,3.271
0.601435,-0.4066,-2.3961,2.3095,3.353
0.603293,-0.6516,-2.3861,2.3129,3.386
0.607807,-0.7270,-2.4294,2.2804,3.410
0.612853,-0.8290,-2.4796,2.3359,3.506
0.618373,-1.0594,-2.4548,2.4190,3.606
0.623175,-1.3068,-2.4322,2.5286,3.744
0.627866,-1.4960,-2.5014,2.5255,3.857
0.632790,-1.6532,-2.6348,2.4385,3.952
0.638048,-1.9607,-2.7470,2.3624,4.120
0.642791,-2.3773,-2.8905,2.4024,4.447
0.649474,-2.6525,-3.0462,2.5344,4.768
0.652705,-2.7197,-3.2871,2.4360,4.913
0.657843,-2.6287,-3.6105,1.9560,4.876
0.662336,-2.4915,-3.4196,2.5749,4.953
0.667202,-2.1348,-2.9930,3.6304,5.167
0.672415,-1.4870,-2.5823,4.4719,5.374
0.677692,-0.9939,-2.2796,5.0673,5.645
0.684031,-0.8134,-2.1947,5.5022,5.979
0.687143,-0.8844,-2.2454,5.5889,6.088
0.691975,-1.0728,-2.1165,5.2942,5.802
0.698581,-1.1665,-1.8616,4.9893,5.452
0.707531,-1.1443,-1.7091,4.6507,5.085
0.708688,-1.1738,-1.6182,3.9749,4.449
0.711677,-1.3909,-1.6536,3.1847,3.849
0.716743,-1.3868,-1.6654,2.6793,3.446
0.721807,-1.1045,-1.6433,2.4548,3.154
0.726391,-0.9097,-1.4913,2.2482,2.847
0.731446,-0.8286,-1.2198,1.9556,2.449
0.736562,-0.6947,-1.0375,1.9021,2.275
0.741527,-0.5321,-0.9873,2.0339,2.323
0.746928,-0.3934,-1.0262,2.1834,2.444
0.751416,-0.3309,-1.2420,2.2863,2.623
0.756470,-0.1940,-1.5692,2.4485,2.915
0.761228,0.0859,-1.8725,2.6405,3.238
0.765983,0.5149,-2.0284,3.0747,3.719
0.770979,1.1398,-1.9843,3.6915,4.343
0.775991,1.9562,-1.8622,4.2932,5.072
0.785045,2.8314,-1.7664,4.9455,5.966
0.786334,3.6927,-1.5999,5.5711,6.873
0.790629,4.3631,-1.2766,6.1155,7.620
0.798527,5.0435,-0.9142,6.5734,8.336
0.800901,5.5553,-0.6858,6.3881,8.493
0.805846,5.9725,-0.2246,6.3241,8.701
0.810599,6.6467,0.1304,6.2786,9.144
0.817823,7.4471,0.5436,6.1910,9.700
0.820699,7.9663,0.9709,5.9270,9.977
0.825558,8.1755,1.2660,5.4314,9.897
0.831733,8.0776,1.3539,4.6721,9.429
0.835317,7.8334,1.3188,4.0815,8.931
0.840742,7.6456,1.2056,3.8394,8.640
0.845780,7.5647,1.1174,3.6617,8.478
0.850549,7.5141,1.0707,3.5047,8.360
0.855242,7.4958,1.0149,3.2960,8.251
0.860261,7.4213,1.0003,3.0310,8.079
0.865517,7.3506,1.1103,2.6410,7.889
0.872435,7.2259,1.2991,2.0059,7.611
0.874933,7.0519,1.4716,1.3124,7.322
0.883164,6.9395,1.6625,0.5725,7.159
0.889300,6.9708,2.0005,-0.2069,7.255
0.890215,6.9418,2.3087,-1.0334,7.388
0.894611,6.8688,2.4180,-1.7953,7.500
0.900805,6.8043,2.4129,-2.2987,7.577
0.904458,6.7034,2.4730,-2.5706,7.593
0.909816,6.4275,2.5762,-2.8054,7.471
0.914623,6.1663,2.6651,-2.9909,7.353
0.919371,5.9175,2.5254,-3.2656,7.215
0.924372,5.6270,2.2204,-3.2571,6.870
0.931553,5.4200,2.0730,-3.0773,6.568
0.934108,5.2330,1.8876,-2.7847,6.221
0.939107,5.2713,1.7262,-2.2403,5.982
0.944110,5.2043,1.5069,-1.7752,5.702
0.949049,5.2357,1.3466,-0.7795,5.462
0.954370,5.5444,1.5501,0.2445,5.762
0.958757,5.7396,1.7883,0.8198,6.067
0.967431,5.9688,1.8554,1.2815,6.380
0.969052,6.1977,1.9711,1.4927,6.673
0.974163,6.2586,2.1636,1.4098,6.770
0.983646,6.2063,2.3510,1.1559,6.737
0.984602,6.1432,2.5331,0.7902,6.692
0.988376,5.9402,2.6979,0.4119,6.537
0.993606,5.5383,2.7096,0.0794,6.166
0.998736,5.0365,2.4953,-0.1664,5.623
1.003060,4.5333,2.2256,-0.2538,5.057
1.007969,4.0511,1.9730,-0.2737,4.514
1.017813,3.4885,1.6882,-0.3058,3.888
1.018687,2.3615,1.1159,-0.6097,2.682
1.024400,1.6011,0.3152,-1.2973,2.085
1.028699,0.7084,-0.2464,-1.9080,2.050
1.034203,-0.6530,-0.4178,-2.2518,2.381
1.038146,-1.1812,-0.3489,-1.9512,2.307
1.042977,-1.5801,-0.6094,-2.1745,2.756
1.048392,-1.7896,-0.6338,-2.2270,2.926
1.052604,-1.5568,-0.1026,-2.0430,2.571
1.057641,-1.5632,0.1260,-1.8647,2.437
1.064572,-1.6617,-0.0040,-1.2925,2.105
1.067320,-1.9159,-0.2737,-0.5923,2.024
1.072681,-1.5663,-0.2104,-0.2285,1.597
1.077255,-1.3219,0.0007,0.0622,1.323
1.082803,-0.8293,0.1625,0.3359,0.909
1.087161,-0.2052,0.7467,0.5142,0.930
1.092155,0.8022,1.4190,0.5256,1.713
1.099835,1.8796,1.8985,0.4542,2.710
1.101827,2.8280,2.1346,0.9346,3.664
1.106704,2.7763,1.5779,1.7298,3.632
1.113493,2.3825,0.7217,2.6104,3.607
1.116928,1.9724,0.1465,2.8348,3.457
1.121709,2.3127,0.3111,2.9811,3.786
1.126457,3.0805,0.8769,3.2838,4.587
1.131640,2.4225,0.1235,2.9880,3.849
1.136653,1.3435,-0.8724,2.0600,2.610
1.141501,-0.1899,-1.5739,1.9067,2.480
1.149505,-5.6134,-4.1523,1.9162,7.240
1.151397,-11.0650,-6.7666,2.2528,13.164
1.156282,-11.9916,-5.8628,2.8883,13.657
1.164270,-10.4282,-3.2541,1.1178,10.981
1.166209,-7.2184,0.0704,-1.7865,7.436
1.171239,-4.0254,2.4255,-3.5710,5.902
1.176104,-1.3096,3.0749,-4.2610,5.415
1.181458,-0.0135,2.6203,-3.3750,4.273
1.186087,0.3533,1.7771,-1.3095,2.236
1.191208,0.9351,1.7641,-0.3158,2.021
1.196038,1.2791,1.5021,0.2847,1.993
1.200617,0.2647,0.1937,0.4371,0.547
1.205641,-0.8001,-0.9048,0.0732,1.210
1.212937,-0.9862,-1.0388,-0.7015,1.595
1.215560,-0.5409,-0.7656,-1.7594,1.994
1.220319,-0.3709,-0.8135,-2.6349,2.782
1.225377,0.0939,-0.4198,-2.9215,2.953
1.230494,0.4175,-0.2256,-2.2586,2.308
1.235590,1.6044,0.0114,-1.9300,2.510
1.240225,4.4637,0.9177,-1.4636,4.786
1.246868,3.9143,0.0389,0.5575,3.954
1.250178,2.9316,-1.4542,2.0483,3.861
1.255276,3.3077,-2.1010,3.6941,5.385
1.260012,3.7490,-1.7926,5.5791,6.957
1.267825,4.1774,-1.3070,2.9977,5.305
1.269866,4.4981,-0.0960,2.3893,5.094
1.275132,5.0428,0.4706,2.7493,5.763
1.287623,5.5576,1.1744,3.2237,6.531
1.288423,5.3294,0.9215,3.0313,6.200
1.289724,4.0544,0.0456,3.2472,5.195
1.304282,1.0900,-1.8843,3.8816,4.450
1.305431,-1.9204,-3.3998,4.6114,6.042
1.306560,-3.1071,-2.7169,4.8229,6.348
1.309976,-3.3117,-1.6082,2.9426,4.713
1.317557,-2.8282,-0.7901,0.3706,2.960
1.319374,-2.2290,-0.1453,-2.3837,3.267
1.324270,-1.6419,0.6408,-3.0349,3.510
1.331303,-1.7380,1.0027,-3.8698,4.359
1.334341,-1.8497,0.9635,-5.4508,5.836
1.339035,-1.5731,1.3586,-6.4256,6.753
1.346708,-0.9739,1.8883,-6.4691,6.809
1.353485,-0.3802,2.3618,-5.8325,6.304
1.354539,0.4221,1.7570,-5.8491,6.122
1.358898,1.2383,0.9470,-5.5856,5.799
1.363707,1.1680,1.0799,-3.8340,4.151
1.368799,1.6093,0.9493,-2.8250,3.387
1.373582,1.9636,-0.2995,-3.5742,4.089
1.380089,2.3116,-1.5956,-3.1582,4.227
1.383366,2.8598,-1.6783,-2.6910,4.270
1.388720,3.4710,-1.0088,-2.0167,4.139
1.398936,3.8266,-0.7338,-1.6426,4.228
1.400033,3.5243,-1.0521,-2.2415,4.307
1.403141,2.8986,-1.5325,-2.0936,3.890
1.409267,2.5784,-1.6744,-1.6494,3.489
1.415194,2.5641,-1.7066,-1.1157,3.276
1.418612,2.3256,-1.5444,-0.2160,2.800
1.423915,2.2951,-1.3027,0.1270,2.642
1.430494,2.2917,-1.1916,2.0434,3.294
1.432834,1.9278,-1.5932,0.2691,2.515
1.438437,2.0423,-0.1858,0.3262,2.076
1.443758,2.2885,-0.9579,-0.1177,2.484
1.448650,2.3725,0.0353,0.3737,2.402
1.455339,2.4675,0.1182,1.1231,2.714
1.458291,2.2156,0.0679,1.5303,2.694
1.466464,2.1099,-0.4207,0.7947,2.293
1.467542,1.7527,-1.1880,1.1048,2.388
1.472522,0.6188,-1.5635,2.7558,3.228
1.483803,0.0527,-1.6763,3.5317,3.910
1.484707,-0.4306,-1.0220,1.9190,2.216
1.488080,-0.9974,0.3128,-0.0250,1.046
1.493540,-2.6144,2.2047,0.0566,3.420
1.498504,-1.8333,1.8110,0.4848,2.622
1.502318,-0.0598,0.7919,0.8348,1.152
1.507045,1.0021,0.8103,1.3059,1.835
1.517553,1.7815,1.2203,0.6640,2.259
1.518325,2.3243,1.6649,-0.9619,3.017
1.522895,2.5683,0.9765,-1.4278,3.096
1.532843,2.5587,0.1106,-1.4027,2.920
1.533814,2.5245,-0.5155,-1.8822,3.191
1.536985,3.1734,3.6593,-0.2119,4.848
1.542793,3.2905,6.4882,-0.0411,7.275
1.549898,3.7858,5.7284,-2.0881,7.177
1.551289,4.2416,5.1658,-3.6191,7.601
1.556300,4.8235,4.7220,-4.4522,8.086
1.564639,5.5216,4.4278,-5.0253,8.680
1.566854,5.5163,4.1411,-5.3684,8.741
1.571007,4.7598,3.8850,-4.6859,7.727
1.579442,4.7136,3.2579,-3.8713,6.915
1.580894,4.6051,2.9060,-3.5622,6.507
1.586028,4.4061,2.7161,-3.0498,6.008
1.591016,4.1592,2.3707,-1.9582,5.172
1.600475,3.9048,1.9376,-0.3637,4.374
1.601816,3.5557,1.5693,1.8562,4.307
1.606066,3.3092,1.2817,3.9121,5.282
1.619155,3.1167,1.3658,4.9329,5.993
1.620165,3.0779,1.7970,5.7626,6.776
1.621290,2.8613,2.1589,6.0831,7.061
1.626069,2.4424,2.7127,5.2015,6.355
1.631151,2.0865,2.8943,3.6901,5.133
1.635276,1.6867,2.5153,1.6097,3.430
1.640142,1.3721,2.2926,0.1048,2.674
1.645265,0.7869,2.3690,-1.2870,2.809
1.650649,-0.0828,2.4045,-2.6095,3.549
1.655868,-0.5688,2.3276,-3.3685,4.134
1.670643,-0.7519,2.7979,-3.6049,4.625
1.672277,-0.8218,3.3865,-3.9897,5.297
1.673439,-0.7531,3.8303,-3.9787,5.574
1.674780,-0.6608,4.2801,-3.4764,5.553
1.681589,-0.5916,4.8029,-3.2276,5.817
1.685712,-0.3763,5.2745,-2.0086,5.656
1.691210,-0.0435,5.6945,-0.0992,5.696
1.699016,0.0226,5.4440,1.8531,5.751
1.699934,-0.4654,3.7331,2.1667,4.341
1.705235,-1.3627,1.0178,2.9060,3.367
1.712896,-2.5256,-2.0744,3.1591,4.546
1.714228,-2.6392,-6.0222,1.2963,6.702
1.719667,-1.9139,-11.5738,-0.6455,11.749
1.724423,-0.2725,-17.3496,-1.2004,17.393
1.729484,1.1479,-23.2289,-2.1596,23.357
1.734466,2.4561,-26.3029,-4.1324,26.739
1.739889,1.9920,-24.2696,-5.0872,24.877
1.744640,0.5646,-20.0023,-4.8582,20.592
1.749030,-0.6467,-18.0201,-1.3549,18.083
1.753739,-0.5207,-17.4418,1.4744,17.512
1.758994,-0.7114,-14.8684,-1.4651,14.957
1.764062,-1.4888,-10.5569,-1.9248,10.834
1.768702,-1.4258,-7.2469,-0.7750,7.426
1.774293,-1.1911,-4.5173,-0.3176,4.682
1.779609,-1.0341,-2.3707,0.1619,2.591
1.783758,-0.8134,-0.7468,0.4407,1.189
1.789586,-0.4448,0.3434,0.5419,0.781
1.800328,-0.2300,0.8700,1.0147,1.356
1.801181,-0.1224,1.0067,1.3629,1.699
1.804057,0.2339,0.9840,1.3826,1.713
1.808386,0.6136,0.9625,1.3269,1.750
1.815201,1.0581,0.9589,1.2270,1.883
1.818351,1.6584,0.9799,0.9785,2.161
1.824407,2.1677,1.0204,0.7903,2.523
1.829745,2.6073,1.1707,0.7251,2.949
1.834118,3.0960,1.3487,0.6880,3.446
1.839308,3.3684,1.4417,0.5180,3.700
1.845612,3.3727,1.4999,0.2008,3.697
1.848093,2.8493,1.3133,-0.4307,3.167
1.853726,2.2472,1.0261,-1.1583,2.728
1.858506,1.7580,0.8134,-1.8501,2.679
1.866740,1.2407,0.5293,-2.3279,2.690
1.868900,0.7243,0.2625,-2.5366,2.651
1.872615,0.2336,0.0227,-2.4008,2.412
1.878536,-0.1688,-0.1161,-1.9296,1.940
1.883200,-0.4323,-0.2403,-1.2071,1.304
1.888916,-0.5662,-0.3283,-0.4933,0.820
1.892695,-0.6420,-0.3875,0.0625,0.752
1.901793,-0.6838,-0.3891,0.4652,0.914
1.902747,-0.6555,-0.3621,0.7105,1.032
1.907239,-0.6407,-0.3398,0.7393,1.036
1.916122,-0.5651,-0.3365,0.6123,0.899
1.917020,-0.4886,-0.3688,0.4357,0.751
1.922767,-0.3540,-0.3938,0.2241,0.575
1.928452,-0.2213,-0.3969,0.0159,0.455
1.932298,-0.0861,-0.3761,-0.1887,0.429
1.937652,0.0490,-0.3337,-0.3705,0.501
1.945560,0.1959,-0.2890,-0.4748,0.589
1.946949,0.3278,-0.1774,-0.5356,0.653
1.951943,0.4020,-0.1546,-0.5341,0.686
1.957724,0.4638,-0.0793,-0.4873,0.677
1.963631,0.4772,-0.0449,-0.4840,0.681
1.967092,0.4879,-0.0370,-0.4453,0.662
1.971808,0.5364,-0.0172,-0.4145,0.678
1.978386,0.4866,-0.0072,-0.4321,0.651
1.981308,0.4627,0.0052,-0.4594,0.652
1.987572,0.3909,-0.0041,-0.5083,0.641
1.992178,0.3071,-0.0659,-0.5859,0.665
2.000985,0.1900,-0.0726,-0.6749,0.705
2.001899,0.1164,-0.0960,-0.6966,0.713
2.006369,0.0501,-0.0739,-0.7395,0.745
2.010982,-0.0182,-0.0638,-0.7798,0.783
2.015660,-0.0668,-0.0345,-0.7934,0.797
2.020666,-0.0695,-0.0052,-0.7689,0.772
2.030542,-0.0957,0.0146,-0.7422,0.749
2.031620,-0.0544,0.0032,-0.7329,0.735
2.037482,-0.0008,0.0302,-0.7097,0.710
2.041632,0.0436,0.0668,-0.6967,0.701
2.046564,0.0977,0.0889,-0.6867,0.699
2.050559,0.1663,0.1301,-0.7107,0.741
2.055906,0.2537,0.1449,-0.6751,0.736
2.063030,0.3313,0.0927,-0.6684,0.752
2.065894,0.4204,0.0381,-0.6377,0.765
2.070718,0.5040,0.0434,-0.5996,0.784
2.078421,0.5606,0.0032,-0.5685,0.798
2.080876,0.5692,-0.1014,-0.5394,0.791
2.085235,0.5799,-0.1198,-0.5766,0.826
2.090497,0.5994,-0.1000,-0.6034,0.856
2.097578,0.5779,-0.1423,-0.6319,0.868
2.100521,0.5202,-0.1321,-0.5808,0.791
2.105955,0.4312,-0.0836,-0.5462,0.701
2.111707,0.3206,-0.0401,-0.5616,0.648
2.114432,0.2362,-0.0135,-0.5576,0.606
2.121537,0.1494,-0.0013,-0.5373,0.558
2.125016,0.0604,0.0563,-0.5792,0.585
2.130884,-0.0333,0.0707,-0.5713,0.577
2.134593,-0.0550,0.0946,-0.5472,0.558
2.140917,-0.0911,0.1088,-0.5404,0.559
2.146938,-0.1435,0.0346,-0.5270,0.547
2.149285,-0.1742,-0.0060,-0.5263,0.554
2.154076,-0.1785,-0.0298,-0.4975,0.529
2.163018,-0.1993,-0.0703,-0.4883,0.532
2.164282,-0.1866,-0.1585,-0.5081,0.564
2.170231,-0.1739,-0.2298,-0.4422,0.528
2.174518,-0.1587,-0.2292,-0.4170,0.502
2.179714,-0.1578,-0.2979,-0.4157,0.535
2.185183,-0.1758,-0.3665,-0.3760,0.554
2.188598,-0.1651,-0.3583,-0.3746,0.544
2.198630,-0.1637,-0.3693,-0.3967,0.566
2.199624,-0.1600,-0.3038,-0.3751,0.509
2.204454,-0.1730,-0.3005,-0.3531,0.495
2.211281,-0.1908,-0.2829,-0.3713,0.504
2.213537,-0.1823,-0.2270,-0.3843,0.482
2.219349,-0.1953,-0.1736,-0.3875,0.467
2.223996,-0.2107,-0.1371,-0.3881,0.462
2.229223,-0.2166,-0.1102,-0.4006,0.469
2.234341,-0.2776,-0.0739,-0.4275,0.515
2.238116,-0.3002,-0.0352,-0.4736,0.562
2.244885,-0.2892,-0.0158,-0.4841,0.564
2.248634,-0.2974,-0.0346,-0.5140,0.595
2.252854,-0.2937,-0.0200,-0.5467,0.621
2.257881,-0.3114,-0.0245,-0.5362,0.621
2.262900,-0.3123,-0.0744,-0.5644,0.649
2.267689,-0.3251,-0.0597,-0.4828,0.585
2.273622,-0.3020,-0.0642,-0.4924,0.581
2.279894,-0.2788,-0.0710,-0.4638,0.546
2.282871,-0.2652,-0.0897,-0.4259,0.510
2.288370,-0.2420,-0.1300,-0.3809,0.470
2.296614,-0.2234,-0.1557,-0.3193,0.420
2.297977,-0.1666,-0.1360,-0.3104,0.378
2.302803,-0.1312,-0.1498,-0.3062,0.365
2.311197,-0.0886,-0.1396,-0.2923,0.336
2.313592,-0.0508,-0.1103,-0.3047,0.328
2.317510,-0.0226,-0.1169,-0.2955,0.319
2.322064,-0.0089,-0.0566,-0.2911,0.297
2.330538,0.0094,-0.0561,-0.2986,0.304
2.331898,0.0396,-0.0414,-0.3228,0.328
2.336766,0.0882,-0.0122,-0.3329,0.345
2.347092,0.1126,-0.0237,-0.3263,0.346
2.349004,0.1249,-0.0256,-0.3459,0.369
2.351539,0.1607,-0.0204,-0.3368,0.374
2.362226,0.1676,-0.0366,-0.3042,0.349
2.363358,0.2124,-0.0504,-0.3028,0.373
2.366259,0.2376,-0.0688,-0.2990,0.388
2.371199,0.2743,-0.0871,-0.2857,0.406
2.378889,0.3011,-0.0910,-0.2561,0.406
2.381903,0.3324,-0.0758,-0.2456,0.420
2.385972,0.3680,-0.0561,-0.2400,0.443
2.400014,0.3769,-0.0460,-0.2486,0.454
2.401873,0.3998,-0.0314,-0.2450,0.470
2.402716,0.4580,0.0236,-0.2414,0.518
2.405851,0.4751,0.0424,-0.2568,0.542
2.412022,0.4966,0.0918,-0.2506,0.564
2.416210,0.4893,0.0981,-0.2657,0.565
2.420615,0.4936,0.1043,-0.2641,0.569
2.427989,0.5143,0.1484,-0.2316,0.583
2.430624,0.5205,0.1304,-0.2540,0.594
2.435261,0.4931,0.1433,-0.2501,0.571
2.442792,0.4682,0.1609,-0.2415,0.551
2.445252,0.4456,0.1046,-0.2712,0.532
2.449967,0.4255,0.1058,-0.2720,0.516
2.454934,0.4054,0.0927,-0.2634,0.492
2.460130,0.3854,0.0631,-0.2787,0.480
2.464972,0.3702,0.0669,-0.2773,0.467
2.470213,0.3312,0.0778,-0.2641,0.431
2.477814,0.2900,0.0696,-0.2533,0.391
2.480207,0.2467,0.0282,-0.2140,0.328
2.484988,0.1847,-0.0295,-0.2224,0.291
2.496989,0.1492,-0.0369,-0.2024,0.254
2.498043,0.1093,-0.0489,-0.1659,0.205
2.500441,0.0793,-0.0300,-0.1698,0.190
2.504530,0.0615,-0.0326,-0.1689,0.183
2.510792,0.1034,-0.0779,-0.1467,0.196
2.514449,0.0787,-0.0847,-0.1055,0.156
2.520296,0.0499,-0.1176,-0.0809,0.151
2.526216,0.0714,-0.1762,-0.0661,0.201
2.529367,0.0473,-0.0943,-0.0871,0.137
2.534119,0.0256,-0.1105,-0.0891,0.144
2.542752,-0.0007,-0.1266,-0.0982,0.160
2.543914,0.0258,-0.1543,-0.1048,0.188
2.548794,0.0595,-0.0963,-0.0994,0.151
2.553888,0.0646,-0.0458,-0.0867,0.117
2.560138,0.0912,-0.0314,-0.0715,0.120
2.563843,0.1272,0.0044,-0.0422,0.134
2.568688,0.1512,-0.0077,-0.0227,0.153
2.576507,0.1420,0.0089,-0.0034,0.142
2.579250,0.1521,0.0421,-0.0176,0.159
2.583614,0.1935,0.0180,-0.0177,0.195
2.589303,0.2609,0.0013,-0.0394,0.264
2.600955,0.2712,-0.0318,-0.0662,0.281
2.602865,0.2513,-0.0551,-0.0931,0.274
2.605534,0.3223,-0.0780,-0.1726,0.374
2.622939,0.4286,-0.1554,-0.2379,0.514
2.625068,0.5199,-0.1229,-0.2962,0.611
2.626558,0.5985,-0.0074,-0.3709,0.704
2.627495,0.6910,-0.0236,-0.4428,0.821
2.628865,0.7453,-0.2414,-0.4929,0.926
2.635656,0.8592,-0.5595,-0.5622,1.169
2.638001,0.9533,-0.8773,-0.6365,1.443
2.644589,0.9751,-1.0998,-0.7658,1.657
2.647713,0.8540,-1.2754,-0.8425,1.751
2.652615,0.6504,-1.3498,-0.8784,1.737
2.658253,0.3751,-1.2003,-0.9401,1.570
2.662573,0.1162,-0.8549,-0.9891,1.313
2.667399,0.0183,-0.3841,-1.0678,1.135
2.676358,0.0676,0.1207,-1.0211,1.030
2.678226,0.1626,0.4903,-0.7460,0.907
2.682385,0.1702,0.5977,-0.4110,0.745
