time,wx (rad/s),wy (rad/s),wz (rad/s)
10.053305,-0.01,0.00,0.01
10.055325,-0.01,-0.00,0.01
10.059056,-0.01,0.00,0.00
10.060487,-0.01,-0.00,0.00
10.068449,-0.01,-0.01,0.00
10.069253,-0.01,-0.01,0.00
10.069630,-0.01,-0.01,0.00
10.070141,-0.01,-0.00,0.00
10.076354,-0.01,-0.00,0.00
10.076944,-0.01,0.00,0.01
10.082629,-0.01,0.00,0.01
10.083400,-0.01,-0.00,0.01
10.083751,-0.00,-0.00,0.01
10.085052,-0.01,-0.00,0.01
10.087425,-0.01,-0.01,0.01
10.089637,-0.01,-0.00,0.01
10.092115,-0.01,-0.01,0.01
10.094569,-0.01,-0.00,0.01
10.097290,-0.01,-0.00,0.01
10.099209,-0.01,-0.00,0.01
10.102745,-0.01,-0.00,0.01
10.104188,-0.01,-0.00,0.01
10.107975,-0.01,-0.00,0.01
10.109379,-0.01,-0.00,0.01
10.112374,-0.01,-0.00,0.01
10.114747,-0.01,-0.00,0.01
10.117702,-0.01,-0.01,0.00
10.119676,-0.02,-0.01,0.00
10.121955,-0.02,-0.01,0.00
10.124488,-0.02,-0.01,0.00
10.127228,-0.02,-0.01,0.00
10.133633,-0.02,-0.01,0.00
10.134477,-0.02,-0.01,-0.00
10.134864,-0.02,-0.01,-0.00
10.136344,-0.02,-0.00,-0.00
10.141470,-0.02,-0.01,-0.01
10.141940,-0.02,-0.01,-0.00
10.144699,-0.02,-0.01,-0.00
10.157571,-0.01,-0.00,-0.01
10.158379,-0.01,-0.00,-0.01
10.158755,-0.01,-0.00,-0.00
10.159090,-0.00,-0.01,-0.01
10.159416,-0.00,-0.00,-0.00
10.159755,-0.00,-0.01,-0.00
10.160931,-0.00,-0.00,0.00
10.166483,0.00,-0.01,-0.00
10.167094,-0.00,-0.01,-0.00
10.168457,-0.00,-0.01,-0.00
10.171878,-0.00,-0.02,-0.00
10.174161,-0.00,-0.02,0.00
10.175751,-0.00,-0.01,0.00
10.180613,-0.00,-0.01,0.00
10.182961,-0.00,-0.01,0.00
10.184787,-0.00,0.00,0.00
10.186039,-0.00,0.00,0.01
10.188087,-0.00,0.00,0.01
10.190617,-0.01,-0.00,0.00
10.194243,-0.00,-0.00,0.01
10.198226,-0.01,-0.00,0.01
10.199094,-0.01,-0.00,0.01
10.200825,-0.01,0.00,0.01
10.202969,-0.01,-0.00,0.01
10.205384,-0.01,-0.00,0.01
10.207810,-0.01,-0.00,0.01
10.210528,-0.01,0.00,0.01
10.215088,-0.01,-0.01,0.01
10.216060,-0.01,-0.01,0.01
10.218102,-0.01,-0.01,0.01
10.220214,-0.01,-0.01,0.01
10.222788,-0.01,-0.02,0.01
10.225119,-0.01,-0.02,0.01
10.227616,-0.01,-0.01,0.00
10.231605,-0.00,-0.01,-0.00
10.233296,0.00,-0.00,0.00
10.235098,0.00,0.00,0.00
10.237573,0.01,0.01,-0.00
10.240981,0.01,0.01,-0.00
10.242695,0.01,0.01,-0.00
10.253336,0.01,0.01,-0.00
10.254191,0.01,0.00,-0.00
10.254583,0.00,0.00,0.00
10.254948,-0.00,-0.00,0.00
10.255610,-0.00,-0.00,0.00
10.258182,-0.00,-0.00,0.00
10.261127,-0.01,-0.00,0.00
10.269428,-0.02,-0.01,0.00
10.270538,-0.02,-0.00,-0.00
10.271007,-0.02,-0.01,-0.00
10.271417,-0.02,-0.01,0.00
10.273644,-0.02,-0.01,-0.00
10.274945,-0.02,-0.00,-0.01
10.277115,-0.02,-0.00,-0.01
10.279969,-0.02,0.01,-0.01
10.282652,-0.02,0.01,-0.00
10.284628,-0.02,0.01,-0.01
10.286915,-0.02,0.01,-0.01
10.290667,-0.02,0.01,-0.01
10.292253,-0.01,0.01,-0.00
10.295151,-0.01,0.01,-0.00
10.296884,-0.01,0.01,-0.00
10.299270,-0.01,0.01,0.00
10.302287,-0.01,0.01,0.00
10.304384,-0.01,0.01,0.01
10.306691,-0.01,0.01,0.01
10.309118,-0.01,0.00,0.01
10.313583,-0.01,0.00,0.01
10.314594,-0.02,-0.00,0.01
10.316561,-0.02,-0.01,0.01
10.319088,-0.02,-0.01,0.00
10.322162,-0.02,-0.01,0.00
10.324179,-0.02,-0.01,0.00
10.326592,-0.02,-0.00,0.00
10.330696,-0.02,0.00,0.00
10.333027,-0.01,0.01,0.00
10.334260,-0.01,0.00,0.00
10.336348,-0.01,0.01,0.00
10.338872,-0.01,0.00,0.01
10.341378,-0.01,-0.00,0.01
10.343637,-0.01,0.00,0.01
10.352304,-0.01,0.00,0.01
10.353159,-0.00,-0.00,0.01
10.353582,-0.00,-0.00,0.01
10.354123,-0.00,-0.00,0.01
10.357091,-0.00,-0.00,0.01
10.359701,-0.00,-0.01,0.01
10.369668,-0.00,-0.01,0.01
10.370836,-0.00,-0.01,0.01
10.371935,-0.01,-0.01,0.01
10.372289,-0.01,-0.01,0.01
10.372618,-0.00,-0.00,0.01
10.374147,-0.00,-0.00,0.01
10.375722,-0.00,0.00,0.01
10.380635,-0.00,0.00,0.00
10.381325,-0.00,-0.00,0.00
10.383250,-0.01,0.00,0.00
10.385687,-0.01,-0.00,0.01
10.388089,-0.00,-0.00,0.00
10.391068,-0.01,-0.00,0.01
10.393234,-0.00,-0.00,0.00
10.396898,-0.00,-0.00,0.00
10.398616,-0.01,-0.00,0.00
10.400567,-0.01,-0.00,0.00
10.403023,-0.01,0.00,0.00
10.406474,-0.01,-0.00,0.00
10.408083,-0.01,-0.00,0.00
10.413785,-0.01,-0.00,0.01
10.414781,-0.01,-0.00,0.01
10.415480,-0.01,-0.00,0.01
10.418025,-0.01,-0.00,0.00
10.420316,-0.01,-0.00,0.01
10.422816,-0.01,-0.00,0.01
10.425566,-0.01,-0.00,0.01
10.430422,-0.01,-0.00,0.01
10.431276,-0.01,-0.01,0.01
10.432766,-0.01,-0.01,0.01
10.435054,-0.01,-0.00,0.01
10.437964,-0.01,-0.00,0.01
10.440133,-0.01,-0.00,0.01
10.442661,-0.00,-0.00,0.01
10.453242,-0.00,-0.00,0.01
10.454177,-0.01,0.00,0.01
10.454572,-0.01,0.00,0.01
10.454933,-0.01,-0.00,0.01
10.455280,-0.00,0.00,0.01
10.458151,-0.00,-0.00,0.01
10.471099,-0.00,-0.00,0.01
10.472138,-0.01,0.00,0.01
10.472600,-0.00,-0.00,0.01
10.473007,-0.00,0.00,0.01
10.473381,-0.00,0.00,0.01
10.473746,-0.00,-0.00,0.01
10.475280,-0.00,0.00,0.01
10.477035,-0.00,0.00,0.01
10.480117,-0.00,-0.00,0.01
10.482056,-0.01,-0.01,0.01
10.484411,-0.00,-0.01,0.00
10.487096,-0.00,-0.00,0.00
10.490154,-0.00,-0.00,0.00
10.491879,-0.00,-0.00,0.00
10.496732,-0.00,-0.00,0.00
10.497570,-0.00,0.00,0.00
10.499250,-0.00,0.00,0.00
10.501998,-0.00,-0.00,0.00
10.504404,-0.00,-0.00,0.01
10.506791,-0.00,-0.00,0.00
10.510141,-0.00,-0.00,0.00
10.513766,-0.01,-0.00,0.00
10.515890,-0.01,0.00,0.00
10.516717,-0.01,0.01,0.00
10.519103,-0.01,0.01,0.01
10.522096,-0.01,0.01,0.00
10.523919,-0.01,0.01,0.00
10.526412,-0.01,0.01,0.00
10.530014,-0.01,0.01,0.00
10.531595,-0.02,0.01,0.00
10.534462,-0.02,0.01,0.00
10.536354,-0.02,0.01,0.00
10.539565,-0.02,0.01,0.00
10.541250,-0.02,0.01,0.00
10.553472,-0.03,0.01,0.00
10.554457,-0.03,0.01,0.00
10.554838,-0.03,0.01,-0.00
10.555205,-0.03,0.00,-0.00
10.555566,-0.03,0.00,0.00
10.556593,-0.03,0.00,0.00
10.559766,-0.03,0.00,-0.00
10.570153,-0.03,0.00,0.00
10.571221,-0.03,0.01,0.00
10.571673,-0.03,0.01,-0.00
10.572089,-0.02,0.00,0.00
10.572489,-0.02,0.00,0.00
10.574039,-0.02,0.00,-0.00
10.575791,-0.02,0.01,0.00
10.579833,-0.02,0.01,-0.00
10.582116,-0.02,0.00,-0.00
10.583684,-0.02,0.01,-0.00
10.585779,-0.02,0.00,-0.00
10.588599,-0.02,0.00,0.00
10.590774,-0.02,0.00,-0.00
10.593183,-0.02,-0.00,-0.00
10.596612,-0.01,-0.01,-0.00
10.599319,-0.01,-0.00,-0.00
10.601182,-0.01,-0.00,-0.00
10.603139,-0.02,-0.00,0.00
10.605733,-0.02,-0.00,-0.00
10.608736,-0.02,-0.00,-0.00
10.612000,-0.01,-0.00,-0.00
10.613153,-0.02,-0.00,-0.00
10.615380,-0.01,-0.00,-0.00
10.618116,-0.01,-0.00,0.00
10.620744,-0.01,-0.00,0.00
10.622883,-0.01,-0.00,0.00
10.625351,-0.01,-0.01,0.00
10.630062,-0.01,-0.01,0.00
10.631486,-0.01,-0.01,0.01
10.632975,-0.01,-0.01,0.01
10.635186,-0.01,-0.01,0.01
10.638275,-0.01,-0.01,0.01
10.640284,-0.01,-0.01,0.01
10.642909,-0.01,-0.01,0.01
10.647027,-0.01,-0.02,0.01
10.647899,-0.01,-0.02,0.01
10.650685,-0.01,-0.02,0.01
10.652360,-0.01,-0.03,0.01
10.655007,-0.01,-0.02,0.00
10.657370,-0.01,-0.02,0.00
10.659960,-0.00,-0.02,0.00
10.670395,-0.00,-0.02,-0.00
10.671251,0.00,-0.02,-0.00
10.671666,0.00,-0.02,-0.01
10.672052,0.00,-0.02,-0.01
10.672441,0.01,-0.02,-0.01
10.675284,0.01,-0.02,-0.01
10.691548,0.01,-0.02,-0.01
10.692196,0.01,-0.02,-0.00
10.692630,0.01,-0.02,-0.00
10.692943,0.01,-0.01,-0.00
10.693263,0.01,-0.01,0.00
10.693605,0.01,-0.01,0.00
10.694084,0.01,-0.02,0.00
10.700296,0.01,-0.02,0.00
10.700672,0.00,-0.01,0.01
10.700808,0.01,-0.02,0.01
10.704188,0.00,-0.01,0.01
10.705470,-0.00,-0.01,0.01
10.707193,-0.00,-0.01,0.01
10.709431,-0.00,-0.01,0.01
10.711787,-0.01,-0.01,0.01
10.714539,-0.01,-0.01,0.01
10.716811,-0.01,-0.00,0.01
10.719190,-0.02,-0.00,0.01
10.722013,-0.02,0.00,0.00
10.723985,-0.02,0.00,0.00
10.727148,-0.02,0.00,0.01
10.729357,-0.02,0.01,0.00
10.732000,-0.03,0.01,0.00
10.734061,-0.03,0.01,0.00
10.737547,-0.02,0.01,-0.00
10.738831,-0.03,0.01,0.00
10.741114,-0.03,0.00,0.00
10.744309,-0.03,0.01,-0.00
10.747627,-0.04,0.01,-0.01
10.748548,-0.04,0.01,-0.01
10.751729,-0.04,0.01,-0.01
10.753446,-0.04,0.01,-0.01
10.755925,-0.04,0.00,-0.01
10.759005,-0.04,0.00,-0.01
10.764205,-0.03,0.01,-0.01
10.764800,-0.03,0.01,-0.01
10.766425,-0.02,0.01,-0.02
10.768815,-0.02,0.01,-0.02
10.770928,-0.02,0.01,-0.02
10.773281,-0.01,0.01,-0.02
10.776745,-0.01,0.01,-0.01
10.779516,-0.02,0.01,-0.02
10.780691,-0.01,0.00,-0.02
10.783648,-0.01,-0.00,-0.02
10.786041,-0.01,-0.00,-0.01
10.788015,-0.01,-0.00,-0.02
10.791394,-0.01,-0.00,-0.02
10.793553,-0.01,-0.00,-0.01
10.795597,-0.00,-0.00,-0.01
10.798693,0.00,-0.00,-0.01
10.801143,0.00,-0.01,-0.01
10.803117,-0.00,-0.01,-0.01
10.806746,0.00,-0.01,-0.01
10.808248,0.00,-0.00,-0.01
10.811509,0.00,-0.01,-0.01
10.813036,-0.00,-0.01,-0.01
10.816184,0.00,-0.01,-0.01
10.818522,0.00,-0.01,-0.01
10.820240,0.00,-0.01,-0.00
10.823768,0.00,-0.01,-0.00
10.825961,-0.00,-0.01,-0.00
10.827660,-0.00,-0.01,-0.00
10.830688,-0.00,-0.01,-0.00
10.832742,-0.00,-0.01,0.00
10.835125,-0.00,-0.01,0.00
10.838115,0.00,-0.00,-0.00
10.840266,0.00,-0.00,-0.00
10.844740,0.00,-0.01,-0.00
10.845679,0.00,-0.01,-0.00
10.847945,-0.00,-0.01,-0.00
10.850125,0.00,-0.01,-0.00
10.852264,0.01,-0.01,-0.00
10.855072,0.01,-0.01,-0.00
10.857366,0.01,-0.01,0.00
10.860276,0.01,-0.01,-0.00
10.862703,0.01,-0.01,-0.00
10.866034,0.01,-0.01,-0.01
10.867587,0.01,-0.01,-0.01
10.870130,0.01,-0.01,-0.01
10.871980,0.02,-0.01,-0.01
10.874613,0.02,-0.01,-0.01
10.877042,0.02,-0.01,-0.01
10.879971,0.02,-0.00,-0.01
10.883382,0.02,-0.00,-0.01
10.884841,0.02,-0.00,-0.01
10.886871,0.02,-0.00,-0.01
10.890396,0.01,-0.00,-0.01
10.892681,0.01,-0.00,-0.01
10.895537,0.01,-0.00,-0.01
10.896967,0.00,-0.00,-0.01
10.899858,0.00,0.00,-0.01
10.903119,-0.00,0.00,-0.01
10.905128,-0.01,0.00,-0.00
10.906872,-0.01,0.01,-0.00
10.910338,-0.01,0.00,0.00
10.912130,-0.02,0.01,0.00
10.914727,-0.02,0.01,0.01
10.917684,-0.03,0.01,0.01
10.919294,-0.03,0.01,0.01
10.921643,-0.03,0.01,0.01
10.924614,-0.04,0.01,0.01
10.929127,-0.04,0.01,0.01
10.930207,-0.04,0.01,0.01
10.932169,-0.04,0.01,0.01
10.934646,-0.05,0.01,0.01
10.936294,-0.05,0.01,0.01
10.940494,-0.04,0.01,0.01
10.941202,-0.04,0.01,0.01
10.946141,-0.04,0.02,0.00
10.946846,-0.03,0.02,0.00
10.948736,-0.03,0.02,0.00
10.951446,-0.03,0.02,0.00
10.955031,-0.03,0.02,-0.00
10.956381,-0.02,0.01,-0.01
10.960395,-0.02,0.01,-0.01
10.967308,-0.02,0.01,-0.00
10.968020,-0.02,0.01,-0.01
10.968390,-0.02,0.01,-0.01
10.969085,-0.02,0.01,-0.01
10.971445,-0.01,0.01,-0.01
10.975194,-0.01,0.01,-0.01
10.989066,-0.01,0.01,-0.01
10.989954,-0.01,0.01,-0.02
10.990264,-0.01,0.01,-0.02
10.990551,-0.01,0.00,-0.02
10.990825,-0.01,0.00,-0.02
10.991097,-0.01,0.00,-0.02
10.991368,-0.01,0.00,-0.02
10.995923,-0.01,0.00,-0.02
10.996512,-0.01,0.00,-0.02
10.998230,-0.01,0.00,-0.02
11.000336,-0.00,0.00,-0.02
11.003245,-0.00,0.00,-0.01
11.010109,-0.00,-0.00,-0.01
11.012180,-0.00,-0.00,-0.01
11.012656,-0.00,-0.01,-0.01
11.016650,-0.00,-0.01,-0.01
11.019215,-0.01,-0.01,-0.01
11.019645,-0.00,-0.01,-0.01
11.023445,-0.01,-0.01,-0.00
11.024670,-0.01,-0.01,0.00
11.025291,-0.01,-0.02,0.00
11.028905,-0.00,-0.02,0.01
11.030363,-0.00,-0.02,0.01
11.032956,-0.01,-0.02,0.01
11.035142,-0.01,-0.02,0.01
11.038157,-0.01,-0.02,0.00
11.040283,-0.01,-0.02,0.01
11.045223,-0.01,-0.02,0.01
11.046030,-0.01,-0.01,0.01
11.047327,-0.01,-0.01,0.01
11.049949,-0.01,-0.01,0.01
11.052833,-0.01,-0.01,0.00
11.054702,-0.01,-0.01,-0.00
11.057291,-0.01,-0.01,-0.00
11.066055,-0.01,-0.01,-0.00
11.066934,-0.01,-0.01,-0.01
11.067246,-0.01,-0.01,-0.01
11.067526,-0.01,-0.00,-0.01
11.070047,-0.01,-0.00,-0.00
11.072176,-0.00,-0.01,-0.00
11.074541,-0.00,-0.01,-0.01
11.079739,-0.00,-0.01,-0.01
11.080808,0.00,-0.01,-0.01
11.082487,0.01,-0.01,-0.01
11.084499,0.01,-0.01,-0.01
11.086816,0.02,-0.00,-0.01
11.089202,0.02,-0.00,-0.01
11.094623,0.02,0.00,-0.01
11.095431,0.02,-0.00,-0.01
11.096858,0.02,-0.00,-0.00
11.099483,0.02,-0.00,-0.00
11.102399,0.02,-0.01,-0.00
11.104329,0.02,-0.01,-0.00
11.106794,0.02,-0.01,-0.00
11.110997,0.02,-0.01,0.00
11.111768,0.02,-0.01,0.00
11.114115,0.02,-0.01,0.00
11.116533,0.02,-0.01,0.00
11.119470,0.01,-0.01,0.01
11.122101,0.01,-0.01,0.00
11.124341,0.01,-0.01,0.01
11.128319,0.01,-0.01,0.01
11.129236,0.00,-0.01,0.01
11.131631,0.00,-0.02,0.01
11.134598,0.00,-0.01,0.02
11.136341,-0.01,-0.01,0.02
11.139147,-0.00,-0.01,0.02
11.145228,-0.01,-0.01,0.02
11.146157,-0.01,-0.01,0.02
11.147220,-0.02,-0.01,0.02
11.148782,-0.02,-0.00,0.02
11.151183,-0.02,-0.00,0.02
11.153745,-0.02,-0.01,0.02
11.156088,-0.02,-0.01,0.02
11.167187,-0.01,-0.01,0.02
11.168039,-0.01,-0.01,0.02
11.168429,-0.01,-0.01,0.02
11.168801,-0.01,-0.01,0.02
11.169170,-0.00,-0.01,0.02
11.171968,-0.00,-0.01,0.02
11.174530,0.00,-0.01,0.02
11.184571,0.00,-0.01,0.01
11.185804,0.00,-0.01,0.02
11.186369,0.01,-0.01,0.01
11.186770,0.01,-0.01,0.01
11.187137,0.01,-0.01,0.01
11.188246,0.01,-0.00,0.01
11.190678,0.01,-0.00,0.01
11.194569,0.02,-0.00,0.01
11.196523,0.02,-0.00,0.00
11.198652,0.02,-0.00,0.01
11.201261,0.02,-0.00,0.01
11.202989,0.02,-0.01,0.01
11.205408,0.02,-0.00,0.01
11.209270,0.02,-0.00,0.01
11.212624,0.02,-0.00,0.01
11.213711,0.02,-0.00,0.01
11.215585,0.02,-0.00,0.00
11.218473,0.01,-0.01,0.00
11.220715,0.01,-0.01,0.00
11.222771,0.01,-0.01,0.00
11.227457,0.00,-0.01,0.00
11.228165,0.00,-0.02,-0.00
11.230481,-0.00,-0.02,-0.00
11.232692,-0.01,-0.02,-0.01
11.235195,-0.00,-0.01,-0.01
11.238229,-0.00,-0.01,-0.01
11.240269,-0.00,-0.00,-0.01
11.244843,0.00,0.01,-0.01
11.246038,0.00,0.01,-0.01
11.247508,0.00,0.01,-0.01
11.249984,0.00,0.02,-0.01
11.252405,0.00,0.01,-0.01
11.254790,0.00,0.01,-0.01
11.257246,0.00,0.01,-0.01
11.267966,0.00,0.01,-0.01
11.268723,-0.00,0.01,-0.01
11.269115,0.00,0.01,-0.01
11.269481,-0.00,0.01,-0.01
11.270083,-0.01,0.01,-0.01
11.273367,-0.01,0.01,-0.01
11.285189,-0.02,0.00,-0.01
11.286120,-0.02,0.01,-0.01
11.286483,-0.02,0.01,-0.01
11.286818,-0.02,0.01,-0.01
11.287145,-0.02,0.01,-0.01
11.287471,-0.02,0.01,-0.01
11.291366,-0.03,0.02,-0.01
11.294675,-0.03,0.02,-0.01
11.295319,-0.02,0.02,-0.01
11.297511,-0.03,0.02,-0.01
11.299709,-0.03,0.01,-0.01
11.302752,-0.03,0.01,-0.00
11.304206,-0.02,0.01,-0.00
11.307808,-0.03,0.01,-0.00
11.310999,-0.03,0.01,-0.00
11.313363,-0.03,0.01,0.00
11.314427,-0.03,0.01,0.00
11.316889,-0.02,0.01,0.00
11.319982,-0.02,0.01,-0.00
11.321806,-0.02,0.00,-0.00
11.325036,-0.02,0.01,-0.01
11.328515,-0.01,0.01,-0.01
11.329202,-0.01,0.01,-0.01
11.331412,-0.01,0.02,-0.01
11.334478,-0.01,0.02,-0.01
11.337802,-0.00,0.02,-0.01
11.339803,-0.00,0.02,-0.01
11.342036,-0.00,0.01,-0.01
11.345247,-0.00,0.01,-0.01
11.346416,-0.00,0.01,-0.01
11.348634,-0.00,0.00,-0.01
11.352560,-0.00,0.00,-0.01
11.353658,-0.00,0.00,-0.00
11.356076,-0.00,0.00,-0.01
11.364237,0.00,0.00,-0.01
11.364939,0.00,0.00,-0.01
11.365288,0.00,0.00,-0.01
11.365970,0.01,0.00,-0.01
11.369446,0.01,0.01,-0.01
11.370905,0.01,0.01,-0.01
11.374522,0.01,0.01,-0.00
11.380383,0.01,0.00,-0.00
11.381078,0.01,0.01,-0.00
11.386476,0.02,0.01,-0.00
11.388847,0.02,0.01,0.00
11.389273,0.01,0.01,0.00
11.394320,0.01,0.01,-0.00
11.396422,0.01,0.00,-0.00
11.396891,0.01,0.00,0.00
11.397325,0.01,0.01,0.01
11.402176,0.01,0.01,0.00
11.402844,0.01,0.01,0.00
11.403510,0.00,0.01,0.00
11.405507,-0.00,0.01,0.00
11.409911,-0.00,0.02,0.00
11.410796,-0.01,0.02,0.01
11.412892,-0.01,0.02,0.01
11.415334,-0.02,0.02,0.01
11.419329,-0.03,0.01,0.01
11.421527,-0.03,0.01,0.01
11.423114,-0.04,0.01,0.01
11.425976,-0.04,0.01,0.01
11.429098,-0.04,0.01,0.00
11.431308,-0.04,0.01,0.00
11.432646,-0.05,0.01,0.00
11.434938,-0.05,0.01,-0.00
11.438654,-0.04,0.02,-0.01
11.441606,-0.04,0.02,-0.01
11.442515,-0.04,0.03,-0.01
11.446215,-0.04,0.03,-0.01
11.449422,-0.04,0.03,-0.01
11.451334,-0.04,0.04,-0.01
11.452785,-0.03,0.04,-0.01
11.454863,-0.03,0.04,-0.01
11.462900,-0.03,0.03,-0.01
11.463603,-0.03,0.03,-0.01
11.463962,-0.03,0.03,-0.01
11.465332,-0.03,0.03,-0.01
11.468408,-0.03,0.03,-0.01
11.469979,-0.03,0.02,-0.01
11.472515,-0.03,0.02,-0.01
11.483466,-0.03,0.02,-0.01
11.484570,-0.03,0.02,-0.01
11.484985,-0.02,0.01,-0.01
11.485323,-0.02,0.01,-0.01
11.485632,-0.02,0.01,-0.01
11.487059,-0.02,0.01,-0.01
11.489451,-0.01,0.01,-0.01
11.492440,-0.01,0.01,-0.01
11.494363,-0.01,0.00,-0.01
11.497352,-0.00,0.01,-0.01
11.499235,-0.00,0.01,-0.01
11.502032,-0.00,0.01,-0.00
11.504573,0.00,0.01,-0.01
11.509445,0.01,0.01,-0.00
11.510513,0.00,0.01,-0.00
11.511694,0.01,0.01,-0.01
11.514278,0.01,0.00,-0.00
11.517488,0.01,0.00,-0.00
11.519059,0.01,0.00,0.00
11.521767,0.01,0.00,0.00
11.526286,0.01,0.01,0.00
11.527062,0.01,0.01,0.00
11.528958,0.01,0.01,0.01
11.531825,0.01,0.01,0.01
11.534213,0.00,0.01,0.01
11.536751,0.01,0.00,0.00
11.538851,0.00,-0.00,0.00
11.542945,-0.00,-0.00,0.01
11.543847,-0.00,-0.00,0.01
11.546404,-0.00,-0.01,0.01
11.548770,0.00,-0.00,0.01
11.551258,0.00,-0.00,0.01
11.554284,0.00,0.00,0.00
11.566034,0.01,0.00,-0.00
11.566853,0.01,0.00,-0.01
11.567265,0.01,0.01,-0.00
11.567951,0.01,0.00,-0.00
11.568672,0.01,0.01,-0.01
11.569821,0.01,0.01,-0.00
11.571960,0.01,0.01,-0.00
11.580151,0.01,0.01,-0.00
11.581165,0.01,0.01,-0.00
11.581472,0.01,0.01,-0.00
11.581735,0.01,0.01,0.00
11.583236,0.00,0.00,0.00
11.586040,-0.00,0.00,-0.00
11.588178,-0.00,0.00,-0.00
11.592833,-0.00,0.01,-0.00
11.593603,-0.01,0.01,0.00
11.595966,-0.01,0.01,0.00
11.598386,-0.01,0.01,0.00
11.601043,-0.01,0.01,0.00
11.603208,-0.01,0.01,0.00
11.605556,-0.01,0.01,-0.00
11.609279,-0.02,0.01,-0.00
11.610874,-0.02,0.02,-0.00
11.613180,-0.02,0.02,0.00
11.615832,-0.02,0.02,-0.00
11.617796,-0.03,0.01,-0.00
11.620331,-0.03,0.02,-0.01
11.625998,-0.04,0.02,-0.01
11.626788,-0.04,0.02,-0.00
11.627815,-0.04,0.02,-0.00
11.631067,-0.05,0.02,-0.01
11.633536,-0.05,0.02,-0.01
11.635543,-0.05,0.02,-0.00
11.637832,-0.05,0.02,-0.00
11.640995,-0.05,0.03,-0.01
11.642648,-0.06,0.03,-0.01
11.645253,-0.06,0.03,-0.01
11.647448,-0.06,0.04,-0.01
11.649969,-0.06,0.03,-0.01
11.652448,-0.07,0.03,-0.00
11.655354,-0.07,0.03,-0.01
11.663669,-0.07,0.03,-0.00
11.668549,-0.08,0.03,-0.00
11.669032,-0.08,0.03,-0.00
11.669686,-0.08,0.03,-0.00
11.670309,-0.09,0.03,-0.00
11.670644,-0.09,0.03,-0.01
11.672738,-0.09,0.03,-0.01
11.680858,-0.09,0.03,-0.01
11.681540,-0.10,0.02,-0.01
11.681961,-0.10,0.02,-0.01
11.682342,-0.09,0.02,-0.02
11.686041,-0.09,0.02,-0.02
11.687245,-0.09,0.02,-0.03
11.690164,-0.08,0.02,-0.03
11.692867,-0.07,0.03,-0.04
11.694950,-0.07,0.03,-0.04
11.696940,-0.06,0.04,-0.04
11.700414,-0.06,0.04,-0.05
11.701973,-0.06,0.03,-0.05
11.705640,-0.06,0.03,-0.05
11.708403,-0.05,0.03,-0.05
11.715598,-0.05,0.02,-0.05
11.716017,-0.05,0.01,-0.05
11.716186,-0.05,0.01,-0.05
11.716604,-0.05,0.01,-0.05
11.719263,-0.04,0.01,-0.05
11.722031,-0.04,0.01,-0.05
11.724725,-0.04,0.01,-0.05
11.728999,-0.04,0.01,-0.05
11.729534,-0.04,0.01,-0.05
11.731944,-0.03,0.01,-0.05
11.734848,-0.03,0.01,-0.04
11.736995,-0.04,0.01,-0.04
11.742553,-0.04,0.01,-0.04
11.743062,-0.04,0.01,-0.04
11.744798,-0.03,0.01,-0.04
11.746713,-0.04,0.00,-0.03
11.748634,-0.03,-0.00,-0.03
11.751690,-0.03,-0.01,-0.03
11.754274,-0.03,-0.01,-0.03
11.756583,-0.04,-0.01,-0.02
11.759392,-0.03,-0.01,-0.02
11.761004,-0.03,-0.01,-0.02
11.764049,-0.03,-0.02,-0.02
11.766215,-0.03,-0.01,-0.02
11.769139,-0.03,-0.02,-0.02
11.771038,-0.02,-0.02,-0.02
11.774688,-0.02,-0.02,-0.02
11.776899,-0.02,-0.02,-0.02
11.778544,-0.02,-0.02,-0.02
11.780734,-0.01,-0.02,-0.02
11.783603,-0.01,-0.01,-0.02
11.786043,-0.01,-0.02,-0.02
11.788279,-0.01,-0.01,-0.02
11.790955,-0.01,-0.02,-0.02
11.794952,-0.00,-0.02,-0.01
11.795828,0.00,-0.02,-0.01
11.799668,0.00,-0.02,-0.01
11.801409,0.00,-0.02,-0.01
11.803103,0.01,-0.02,-0.01
11.808513,0.00,-0.02,-0.01
11.809145,0.01,-0.02,-0.01
11.811746,0.01,-0.02,-0.00
11.814173,0.01,-0.02,-0.00
11.815347,0.01,-0.01,-0.00
11.819256,0.00,-0.02,-0.00
11.820333,0.00,-0.02,-0.00
11.825176,0.00,-0.01,0.00
11.825978,-0.00,-0.01,0.00
11.828901,-0.00,-0.01,0.00
11.830371,-0.01,-0.01,0.00
11.834268,-0.01,-0.01,0.00
11.835174,-0.02,-0.01,0.00
11.837585,-0.01,-0.01,0.00
11.842733,-0.02,-0.01,0.01
11.843392,-0.02,-0.01,0.01
11.845285,-0.03,-0.01,0.01
11.847762,-0.03,-0.01,0.01
11.850360,-0.03,-0.01,0.01
11.852965,-0.03,-0.02,0.01
11.855376,-0.03,-0.02,0.01
11.865545,-0.03,-0.01,0.01
11.866482,-0.03,-0.01,0.00
11.866847,-0.03,-0.00,0.01
11.867195,-0.03,-0.00,0.01
11.867533,-0.03,-0.00,0.01
11.873809,-0.03,-0.00,0.01
11.874320,-0.03,-0.01,0.01
11.882253,-0.02,-0.01,0.01
11.882931,-0.02,-0.00,0.01
11.883246,-0.02,0.00,0.01
11.883571,-0.02,-0.00,0.02
11.888675,-0.02,0.00,0.01
